WP_004753574.1	lcl|NZ_MVAE01000001.1_cds_WP_000340715.1_1581	94.186	86	106
WP_004766657.1	lcl|NZ_MVAE01000001.1_cds_WP_000410275.1_1580	96.452	310	314
WP_004766657.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	25.076	331	314
WP_004766657.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	22.662	278	314
WP_004766657.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	23.024	291	314
WP_004766657.1	lcl|NZ_MVAE01000001.1_cds_WP_000567887.1_1528	22.749	211	314
WP_000884059.1	lcl|NZ_MVAE01000012.1_cds_WP_000351733.1_736	40.000	140	185
WP_000884059.1	lcl|NZ_MVAE01000001.1_cds_WP_001047905.1_1548	33.898	177	185
WP_000646251.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	32.063	315	329
WP_000646251.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	30.530	321	329
WP_000646251.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	31.045	335	329
WP_000646251.1	lcl|NZ_MVAE01000002.1_cds_WP_001984071.1_351	31.803	305	329
WP_000646251.1	lcl|NZ_MVAE01000002.1_cds_WP_000649923.1_243	30.183	328	329
WP_000646251.1	lcl|NZ_MVAE01000001.1_cds_WP_000567887.1_1528	29.508	305	329
WP_000646251.1	lcl|NZ_MVAE01000021.1_cds_WP_000709511.1_1346	29.730	333	329
WP_000646251.1	lcl|NZ_MVAE01000002.1_cds_WP_000688696.1_331	29.329	283	329
WP_000646251.1	lcl|NZ_MVAE01000001.1_cds_WP_000410275.1_1580	26.048	334	329
WP_000646251.1	lcl|NZ_MVAE01000007.1_cds_WP_001074785.1_3494	29.434	265	329
WP_000646251.1	lcl|NZ_MVAE01000001.1_cds_WP_000460023.1_1526	25.632	277	329
WP_000646251.1	lcl|NZ_MVAE01000004.1_cds_WP_001003557.1_2382	25.000	332	329
WP_000774262.1	lcl|NZ_MVAE01000001.1_cds_WP_000043898.1_1529	25.610	246	267
WP_000774262.1	lcl|NZ_MVAE01000001.1_cds_WP_000842260.1_1508	26.316	190	267
WP_000774262.1	lcl|NZ_MVAE01000002.1_cds_WP_000667727.1_309	31.818	110	267
WP_000774262.1	lcl|NZ_MVAE01000009.1_cds_WP_000805357.1_3652	33.645	107	267
WP_000602734.1	lcl|NZ_MVAE01000007.1_cds_WP_000291586.1_3567	26.911	327	509
WP_000602734.1	lcl|NZ_MVAE01000007.1_cds_WP_000364507.1_3566	31.111	90	509
WP_000602734.1	lcl|NZ_MVAE01000007.1_cds_WP_000291586.1_3567	26.911	327	509
WP_000602734.1	lcl|NZ_MVAE01000007.1_cds_WP_000364507.1_3566	31.111	90	509
WP_004766696.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	23.273	275	330
WP_004766696.1	lcl|NZ_MVAE01000002.1_cds_WP_001984071.1_351	25.735	272	330
WP_004766696.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	26.812	276	330
WP_004766696.1	lcl|NZ_MVAE01000004.1_cds_WP_001003557.1_2382	28.395	243	330
WP_004766696.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	23.724	333	330
WP_004766696.1	lcl|NZ_MVAE01000002.1_cds_WP_000649923.1_243	28.854	253	330
