WP_004753574.1	lcl|NZ_RQFN01000011.1_cds_WP_135568908.1_1671	62.821	78	106
WP_004766657.1	lcl|NZ_RQFN01000011.1_cds_WP_135568910.1_1672	80.323	310	314
WP_004766657.1	lcl|NZ_RQFN01000024.1_cds_WP_135573119.1_1090	26.198	313	314
WP_004766657.1	lcl|NZ_RQFN01000024.1_cds_WP_135573172.1_1117	23.926	326	314
WP_004766657.1	lcl|NZ_RQFN01000007.1_cds_WP_135568492.1_3312	21.839	174	314
WP_004766657.1	lcl|NZ_RQFN01000011.1_cds_WP_135569063.1_1752	27.152	151	314
WP_004766657.1	lcl|NZ_RQFN01000024.1_cds_WP_135572098.1_507	22.611	314	314
WP_262052077.1	lcl|NZ_RQFN01000011.1_cds_WP_135568914.1_1674	52.762	362	365
WP_000884059.1	lcl|NZ_RQFN01000011.1_cds_WP_135569690.1_2131	31.515	165	185
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135573172.1_1117	30.892	314	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135569063.1_1752	29.464	336	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135572098.1_507	29.642	307	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_261637304.1_1716	30.323	310	329
WP_000646251.1	lcl|NZ_RQFN01000007.1_cds_WP_135568492.1_3312	29.032	341	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135573119.1_1090	28.939	311	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135572418.1_693	27.027	333	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135568953.1_1694	27.070	314	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135568977.1_1706	26.296	270	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135568910.1_1672	26.332	319	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135572557.1_770	29.134	254	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135569009.1_1723	26.506	249	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135573262.1_1171	28.520	277	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135568990.1_1713	32.278	158	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135569093.1_1767	24.715	263	329
WP_000646251.1	lcl|NZ_RQFN01000007.1_cds_WP_208652756.1_3301	26.840	231	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135573773.1_1454	27.778	180	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135569011.1_1724	20.238	252	329
WP_000646251.1	lcl|NZ_RQFN01000024.1_cds_WP_135572540.1_762	23.333	270	329
WP_000646251.1	lcl|NZ_RQFN01000011.1_cds_WP_135570383.1_2526	25.185	270	329
WP_000774262.1	lcl|NZ_RQFN01000011.1_cds_WP_135568967.1_1701	25.328	229	267
WP_000774262.1	lcl|NZ_RQFN01000011.1_cds_WP_135568994.1_1715	26.415	212	267
WP_000774262.1	lcl|NZ_RQFN01000011.1_cds_WP_135569153.1_1828	23.755	261	267
WP_000774262.1	lcl|NZ_RQFN01000024.1_cds_WP_135572287.1_617	29.070	172	267
WP_000774262.1	lcl|NZ_RQFN01000011.1_cds_WP_135569065.1_1753	24.103	195	267
WP_000774262.1	lcl|NZ_RQFN01000024.1_cds_WP_135572606.1_798	35.135	111	267
WP_000774262.1	lcl|NZ_RQFN01000007.1_cds_WP_135568493.1_3313	24.623	199	267
WP_000602734.1	lcl|NZ_RQFN01000011.1_cds_WP_135570942.1_2109	24.611	321	509
WP_000602734.1	lcl|NZ_RQFN01000011.1_cds_WP_135569650.1_2108	30.909	110	509
WP_000602734.1	lcl|NZ_RQFN01000011.1_cds_WP_135570942.1_2109	24.611	321	509
WP_000602734.1	lcl|NZ_RQFN01000011.1_cds_WP_135569650.1_2108	30.909	110	509
WP_004766696.1	lcl|NZ_RQFN01000011.1_cds_WP_135568953.1_1694	34.069	317	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135572098.1_507	26.259	278	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135572557.1_770	28.788	264	330
WP_004766696.1	lcl|NZ_RQFN01000011.1_cds_WP_135569063.1_1752	24.695	328	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135573172.1_1117	27.536	276	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135573119.1_1090	25.974	308	330
WP_004766696.1	lcl|NZ_RQFN01000011.1_cds_WP_135568977.1_1706	26.894	264	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135572540.1_762	25.475	263	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135572403.1_679	27.059	170	330
WP_004766696.1	lcl|NZ_RQFN01000007.1_cds_WP_135568492.1_3312	22.742	299	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135573773.1_1454	28.571	126	330
WP_004766696.1	lcl|NZ_RQFN01000024.1_cds_WP_135573262.1_1171	24.878	205	330
