WP_004753574.1	lcl|NZ_JAMQPV010000001.1_cds_WP_135663333.1_2561	64.865	74	106
WP_004766657.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375788.1_2560	82.581	310	314
WP_004766657.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374012.1_363	23.765	324	314
WP_004766657.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375785.1_2557	25.472	318	314
WP_004766657.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375762.1_2534	23.932	234	314
WP_004766657.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376671.1_3530	22.543	173	314
WP_004766657.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375714.1_2485	26.316	171	314
WP_262052077.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375787.1_2559	53.186	361	365
WP_000884059.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375786.1_2558	88.649	185	185
WP_000884059.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375422.1_2085	31.783	129	185
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375785.1_2557	88.991	327	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375762.1_2534	30.094	319	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374012.1_363	30.573	314	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374464.1_911	30.392	306	329
WP_000646251.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376671.1_3530	29.326	341	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375714.1_2485	25.507	345	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374035.1_390	31.310	313	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_100725525.1_736	27.950	322	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375782.1_2554	29.508	305	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375788.1_2560	26.415	318	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375766.1_2538	29.151	271	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375730.1_2501	26.316	266	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375768.1_2540	25.079	315	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375737.1_2509	26.061	165	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374292.1_692	23.985	271	329
WP_000646251.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376679.1_3541	24.919	309	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375887.1_312	28.514	249	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375784.1_2556	83.333	24	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375697.1_2468	25.279	269	329
WP_000646251.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265373740.1_34	25.556	180	329
WP_000774262.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375784.1_2556	77.821	257	267
WP_000774262.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375757.1_2529	30.481	187	267
