WP_004753574.1	lcl|NZ_AHMF02000122.1_cds_WP_000340715.1_365	94.186	86	106
WP_004766657.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	94.551	312	314
WP_004766657.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	24.759	311	314
WP_004766657.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	25.538	325	314
WP_004766657.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	23.549	293	314
WP_004766657.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	22.222	333	314
WP_004766657.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	20.430	279	314
WP_000884059.1	lcl|NZ_AHMF02000111.1_cds_WP_002178322.1_817	40.000	140	185
WP_000646251.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	33.036	336	329
WP_000646251.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	31.304	345	329
WP_000646251.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	31.642	335	329
WP_000646251.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	30.794	315	329
WP_000646251.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	31.457	302	329
WP_000646251.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	31.373	306	329
WP_000646251.1	lcl|NZ_AHMF02000034.1_cds_WP_004426761.1_3149	28.698	338	329
WP_000646251.1	lcl|NZ_AHMF02000074.1_cds_WP_002148036.1_2175	30.154	325	329
WP_000646251.1	lcl|NZ_AHMF02000059.1_cds_WP_004429771.1_2504	28.520	277	329
WP_000646251.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	26.119	268	329
WP_000646251.1	lcl|NZ_AHMF02000091.1_cds_WP_004428900.1_1614	24.638	345	329
WP_000646251.1	lcl|NZ_AHMF02000099.1_cds_WP_004428300.1_1272	27.820	266	329
WP_000646251.1	lcl|NZ_AHMF02000013.1_cds_WP_004432019.1_3862	24.924	329	329
WP_000646251.1	lcl|NZ_AHMF02000122.1_cds_WP_004428883.1_389	25.306	245	329
WP_000646251.1	lcl|NZ_AHMF02000113.1_cds_WP_016560102.1_676	27.160	243	329
WP_000774262.1	lcl|NZ_AHMF02000122.1_cds_WP_002178459.1_384	30.252	238	267
WP_000774262.1	lcl|NZ_AHMF02000056.1_cds_WP_004430538.1_2669	26.455	189	267
WP_000774262.1	lcl|NZ_AHMF02000059.1_cds_WP_004422352.1_2531	33.071	127	267
WP_000774262.1	lcl|NZ_AHMF02000091.1_cds_WP_002178723.1_1615	21.905	210	267
WP_000774262.1	lcl|NZ_AHMF02000077.1_cds_WP_004427587.1_2133	37.209	86	267
WP_000602734.1	lcl|NZ_AHMF02000001.1_cds_WP_004430762.1_4207	28.135	327	509
WP_000602734.1	lcl|NZ_AHMF02000001.1_cds_WP_002148203.1_4208	31.111	90	509
WP_000602734.1	lcl|NZ_AHMF02000001.1_cds_WP_004430762.1_4207	28.135	327	509
WP_000602734.1	lcl|NZ_AHMF02000001.1_cds_WP_002148203.1_4208	31.111	90	509
WP_004766696.1	lcl|NZ_AHMF02000091.1_cds_WP_002178501.1_1633	28.458	253	330
WP_004766696.1	lcl|NZ_AHMF02000081.1_cds_WP_004439553.1_1970	26.568	271	330
WP_004766696.1	lcl|NZ_AHMF02000122.1_cds_WP_036068182.1_379	25.806	279	330
WP_004766696.1	lcl|NZ_AHMF02000056.1_cds_WP_004430563.1_2670	26.074	349	330
WP_004766696.1	lcl|NZ_AHMF02000034.1_cds_WP_004428772.1_3304	27.536	276	330
WP_004766696.1	lcl|NZ_AHMF02000122.1_cds_WP_002178756.1_370	25.000	256	330
WP_004766696.1	lcl|NZ_AHMF02000122.1_cds_WP_004428883.1_389	29.688	128	330
WP_004766696.1	lcl|NZ_AHMF02000013.1_cds_WP_004432019.1_3862	27.273	242	330
WP_004766696.1	lcl|NZ_AHMF02000034.1_cds_WP_004426761.1_3149	29.020	255	330
WP_004766696.1	lcl|NZ_AHMF02000059.1_cds_WP_004429771.1_2504	25.561	223	330
WP_004766696.1	lcl|NZ_AHMF02000122.1_cds_WP_004428880.1_366	25.610	328	330
WP_004766696.1	lcl|NZ_AHMF02000099.1_cds_WP_004428300.1_1272	28.387	155	330
WP_004766691.1	lcl|NZ_AHMF02000055.1_cds_WP_004428839.1_2691	35.817	349	366
WP_004766691.1	lcl|NZ_AHMF02000056.1_cds_WP_016559403.1_2676	33.811	349	366
WP_004766691.1	lcl|NZ_AHMF02000091.1_cds_WP_004428906.1_1631	32.376	383	366
WP_004766691.1	lcl|NZ_AHMF02000091.1_cds_WP_004428841.1_1632	28.492	358	366
WP_004766691.1	lcl|NZ_AHMF02000059.1_cds_WP_004429381.1_2526	27.249	378	366
WP_004766691.1	lcl|NZ_AHMF02000087.1_cds_WP_016559787.1_1742	30.084	359	366
WP_004766691.1	lcl|NZ_AHMF02000122.1_cds_WP_004428891.1_380	26.446	363	366
WP_004766691.1	lcl|NZ_AHMF02000113.1_cds_WP_036034116.1_691	32.632	190	366
WP_004766642.1	lcl|NZ_AHMF02000055.1_cds_WP_004428839.1_2691	37.326	359	367
WP_004766642.1	lcl|NZ_AHMF02000056.1_cds_WP_016559403.1_2676	36.676	349	367
WP_004766642.1	lcl|NZ_AHMF02000087.1_cds_WP_016559787.1_1742	31.383	376	367
WP_004766642.1	lcl|NZ_AHMF02000091.1_cds_WP_004428841.1_1632	30.997	371	367
WP_004766642.1	lcl|NZ_AHMF02000091.1_cds_WP_004428906.1_1631	31.302	361	367
WP_004766642.1	lcl|NZ_AHMF02000059.1_cds_WP_004429381.1_2526	29.333	375	367
WP_004766642.1	lcl|NZ_AHMF02000122.1_cds_WP_004428891.1_380	27.164	335	367
WP_004766642.1	lcl|NZ_AHMF02000113.1_cds_WP_036034116.1_691	23.580	352	367
WP_002740998.1	lcl|NZ_AHMF02000039.1_cds_WP_004425075.1_2935	46.502	243	265
WP_016761674.1	lcl|NZ_AHMF02000083.1_cds_WP_016559742.1_1856	37.162	296	310
WP_016761674.1	lcl|NZ_AHMF02000094.1_cds_WP_004426701.1_1374	26.384	307	310
WP_016761674.1	lcl|NZ_AHMF02000111.1_cds_WP_004433341.1_891	22.901	262	310
WP_016761674.1	lcl|NZ_AHMF02000083.1_cds_WP_016559742.1_1856	37.162	296	310
WP_016761674.1	lcl|NZ_AHMF02000094.1_cds_WP_004426701.1_1374	26.384	307	310
WP_016761674.1	lcl|NZ_AHMF02000111.1_cds_WP_004433341.1_891	22.901	262	310
WP_001088861.1	lcl|NZ_AHMF02000117.1_cds_WP_004426005.1_448	44.643	56	144
