WP_004753574.1	lcl|NZ_AFLP01000207.1_cds_WP_000340715.1_1625	94.186	86	106
WP_004766657.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	96.497	314	314
WP_004766657.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	25.076	331	314
WP_004766657.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	26.394	269	314
WP_004766657.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	27.829	327	314
WP_004766657.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	23.024	291	314
WP_004766657.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	23.118	186	314
WP_262052077.1	lcl|NZ_AFLP01000207.1_cds_WP_000604524.1_1623	97.534	365	365
WP_000884059.1	lcl|NZ_AFLP01000207.1_cds_WP_000884059.1_1622	100.000	185	185
WP_000884059.1	lcl|NZ_AFLP01000193.1_cds_WP_000351733.1_1762	40.000	140	185
WP_000646251.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	99.088	329	329
WP_000646251.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	32.063	315	329
WP_000646251.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	31.045	335	329
WP_000646251.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	31.988	322	329
WP_000646251.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	31.475	305	329
WP_000646251.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	30.183	328	329
WP_000646251.1	lcl|NZ_AFLP01000297.1_cds_WP_000709511.1_712	29.730	333	329
WP_000646251.1	lcl|NZ_AFLP01000076.1_cds_WP_000601375.1_3049	24.415	299	329
WP_000646251.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	28.990	307	329
WP_000646251.1	lcl|NZ_AFLP01000117.1_cds_WP_000688698.1_2469	29.329	283	329
WP_000646251.1	lcl|NZ_AFLP01000076.1_cds_WP_000475897.1_3041	27.372	274	329
WP_000646251.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	25.705	319	329
WP_000646251.1	lcl|NZ_AFLP01000155.1_cds_WP_001074779.1_2077	29.057	265	329
WP_000646251.1	lcl|NZ_AFLP01000261.1_cds_WP_001003563.1_977	26.378	254	329
WP_000646251.1	lcl|NZ_AFLP01000076.1_cds_WP_000487319.1_3051	27.385	325	329
WP_000774262.1	lcl|NZ_AFLP01000207.1_cds_WP_000774259.1_1620	98.127	267	267
WP_000774262.1	lcl|NZ_AFLP01000076.1_cds_WP_000859505.1_3052	26.639	244	267
WP_000774262.1	lcl|NZ_AFLP01000076.1_cds_WP_000800439.1_3071	25.328	229	267
WP_000774262.1	lcl|NZ_AFLP01000076.1_cds_WP_000842260.1_3023	26.316	190	267
WP_000774262.1	lcl|NZ_AFLP01000113.1_cds_WP_000667727.1_2536	31.818	110	267
WP_000774262.1	lcl|NZ_AFLP01000063.1_cds_WP_000805357.1_3362	33.645	107	267
WP_000602734.1	lcl|NZ_AFLP01000207.1_cds_WP_000612799.1_1619	99.018	509	509
WP_000602734.1	lcl|NZ_AFLP01000082.1_cds_WP_000291581.1_2871	26.911	327	509
WP_000602734.1	lcl|NZ_AFLP01000082.1_cds_WP_000364504.1_2872	31.111	90	509
WP_000602734.1	lcl|NZ_AFLP01000207.1_cds_WP_000612799.1_1619	99.018	509	509
WP_000602734.1	lcl|NZ_AFLP01000082.1_cds_WP_000291581.1_2871	26.911	327	509
WP_000602734.1	lcl|NZ_AFLP01000082.1_cds_WP_000364504.1_2872	31.111	90	509
WP_004766696.1	lcl|NZ_AFLP01000207.1_cds_WP_001067557.1_1618	99.697	330	330
WP_004766696.1	lcl|NZ_AFLP01000207.1_cds_WP_000646255.1_1621	30.739	257	330
WP_004766696.1	lcl|NZ_AFLP01000076.1_cds_WP_000600891.1_3076	27.068	266	330
WP_004766696.1	lcl|NZ_AFLP01000289.1_cds_WP_002064390.1_738	26.103	272	330
WP_004766696.1	lcl|NZ_AFLP01000070.1_cds_WP_000744695.1_3217	27.899	276	330
WP_004766696.1	lcl|NZ_AFLP01000261.1_cds_WP_001003563.1_977	27.572	243	330
WP_004766696.1	lcl|NZ_AFLP01000076.1_cds_WP_000723081.1_3024	23.724	333	330
WP_004766696.1	lcl|NZ_AFLP01000056.1_cds_WP_000649929.1_3532	28.854	253	330
WP_004766696.1	lcl|NZ_AFLP01000117.1_cds_WP_000688698.1_2469	24.903	257	330
WP_004766696.1	lcl|NZ_AFLP01000076.1_cds_WP_000601375.1_3049	26.740	273	330
WP_004766696.1	lcl|NZ_AFLP01000207.1_cds_WP_000410273.1_1624	25.305	328	330
WP_004766691.1	lcl|NZ_AFLP01000207.1_cds_WP_001198107.1_1617	98.907	366	366
WP_004766691.1	lcl|NZ_AFLP01000207.1_cds_WP_000608291.1_1616	39.726	365	366
WP_004766691.1	lcl|NZ_AFLP01000076.1_cds_WP_000575181.1_3030	33.983	359	366
WP_004766691.1	lcl|NZ_AFLP01000117.1_cds_WP_001281953.1_2485	27.704	379	366
WP_004766691.1	lcl|NZ_AFLP01000076.1_cds_WP_000346041.1_3068	28.090	356	366
WP_004766691.1	lcl|NZ_AFLP01000054.1_cds_WP_000538755.1_3607	29.692	357	366
WP_004766691.1	lcl|NZ_AFLP01000076.1_cds_WP_000947841.1_3075	26.667	345	366
WP_004766691.1	lcl|NZ_AFLP01000016.1_cds_WP_001982414.1_3750	31.579	190	366
WP_004766642.1	lcl|NZ_AFLP01000207.1_cds_WP_000608291.1_1616	95.640	367	367
WP_004766642.1	lcl|NZ_AFLP01000207.1_cds_WP_001198107.1_1617	39.178	365	367
