WP_004753574.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002725873.1_2097	89.535	86	106
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669917.1_2096	92.258	310	314
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671202.1_3138	24.224	322	314
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669955.1_2047	23.050	282	314
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669957.1_2045	24.551	167	314
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669973.1_2025	23.239	284	314
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670813.1_2564	21.387	173	314
WP_004766657.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670961.1_2784	27.094	203	314
WP_000884059.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002750963.1_1321	36.301	146	185
WP_000884059.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669938.1_2065	33.898	177	185
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669955.1_2047	30.841	321	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669973.1_2025	31.642	335	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671202.1_3138	30.476	315	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670961.1_2784	31.511	311	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669957.1_2045	28.852	305	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670813.1_2564	27.273	341	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671143.1_3019	30.032	313	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002754065.1_2781	28.182	330	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671074.1_2930	24.852	338	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669917.1_2096	27.711	249	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_017859386.1_1929	26.592	267	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669959.1_2043	25.993	277	329
WP_000646251.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669202.1_2358	24.629	337	329
WP_000774262.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669956.1_2046	27.391	230	267
WP_000774262.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669974.1_2024	26.455	189	267
WP_000774262.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670832.1_2589	33.636	110	267
WP_000774262.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670812.1_2563	26.984	189	267
WP_000774262.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002766579.1_652	26.344	186	267
WP_000602734.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670269.1_1772	27.103	321	509
WP_000602734.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002751286.1_1773	31.111	90	509
WP_000602734.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670269.1_1772	27.103	321	509
WP_000602734.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002751286.1_1773	31.111	90	509
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670961.1_2784	27.106	273	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669955.1_2047	24.000	275	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671202.1_3138	27.798	277	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669973.1_2025	26.498	317	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671143.1_3019	27.044	318	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011671074.1_2930	26.457	223	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669202.1_2358	24.898	245	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011670813.1_2564	25.352	142	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669917.1_2096	24.316	329	330
WP_004766696.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_017859386.1_1929	26.337	243	330
WP_004766696.1	lcl|NZ_JAKUHQ010000001.1_cds_WP_011671364.1_183	25.781	128	330
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669968.1_2031	33.428	353	366
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002753028.1_2574	28.042	378	366
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669926.1_2086	40.359	223	366
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669932.1_2071	30.769	390	366
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_011669923.1_2089	37.864	206	366
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002753888.1_2718	29.248	359	366
WP_004766691.1	lcl|NZ_JAKUHQ010000002.1_cds_WP_002750680.1_2931	30.270	185	366
