WP_004753574.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746496.1_2397	61.538	78	106
WP_004766657.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746495.1_2398	81.290	310	314
WP_004766657.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394842.1_390	26.923	312	314
WP_004766657.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745407.1_363	24.233	326	314
WP_004766657.1	lcl|NZ_JAMQPY010000005.1_cds_WP_135743732.1_3526	21.965	173	314
WP_004766657.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396304.1_2463	23.889	180	314
WP_262052077.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753116.1_2400	52.486	362	365
WP_000884059.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744205.1_2139	32.857	140	185
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745407.1_363	31.210	314	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396304.1_2463	27.586	348	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744912.1_942	30.195	308	329
WP_000646251.1	lcl|NZ_JAMQPY010000005.1_cds_WP_135743732.1_3526	29.032	341	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396293.1_2441	30.032	313	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394842.1_390	27.476	313	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394917.1_769	27.640	322	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396280.1_2430	27.306	271	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753148.1_2418	25.478	314	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746495.1_2398	26.019	319	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734906.1_703	29.249	253	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753183.1_2448	26.506	249	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745455.1_309	29.200	250	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_238753226.1_2485	25.000	268	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746455.1_2438	31.646	158	329
WP_000646251.1	lcl|NZ_JAMQPY010000005.1_cds_WP_208739683.1_3515	26.840	231	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265394720.1_34	27.778	180	329
WP_000646251.1	lcl|NZ_JAMQPY010000001.1_cds_WP_238734886.1_711	23.704	270	329
WP_000646251.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746444.1_2449	19.444	252	329
WP_000774262.1	lcl|NZ_JAMQPY010000002.1_cds_WP_265396277.1_2425	25.000	200	267
WP_000774262.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746453.1_2440	26.887	212	267
WP_000774262.1	lcl|NZ_JAMQPY010000002.1_cds_WP_135746379.1_2546	23.755	261	267
WP_000774262.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135745137.1_675	26.866	268	267
WP_000774262.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744998.1_836	28.488	172	267
WP_000774262.1	lcl|NZ_JAMQPY010000002.1_cds_WP_322113260.1_2464	23.944	213	267
WP_000774262.1	lcl|NZ_JAMQPY010000005.1_cds_WP_238754283.1_3527	26.943	193	267
WP_000602734.1	lcl|NZ_JAMQPY010000001.1_cds_WP_265395737.1_2161	24.922	321	509
WP_000602734.1	lcl|NZ_JAMQPY010000001.1_cds_WP_135744224.1_2162	29.245	106	509
