WP_004753574.1	lcl|NZ_AOWW01000168.1_cds_WP_000340715.1_3577	94.186	86	106
WP_004766657.1	lcl|NZ_AOWW01000168.1_cds_WP_000410273.1_3576	96.497	314	314
WP_004766657.1	lcl|NZ_AOWW01000168.1_cds_WP_000093099.1_3556	46.988	83	314
WP_004766657.1	lcl|NZ_AOWW01000170.1_cds_WP_000744700.1_3697	25.076	331	314
WP_004766657.1	lcl|NZ_AOWW01000168.1_cds_WP_000646250.1_3573	26.022	269	314
WP_004766657.1	lcl|NZ_AOWW01000168.1_cds_WP_000723090.1_3494	23.024	291	314
WP_004766657.1	lcl|NZ_AOWW01000168.1_cds_WP_017861861.1_3547	24.064	187	314
WP_262052077.1	lcl|NZ_AOWW01000168.1_cds_WP_000604524.1_3575	97.534	365	365
WP_000884059.1	lcl|NZ_AOWW01000168.1_cds_WP_000884059.1_3574	100.000	185	185
WP_000884059.1	lcl|NZ_AOWW01000017.1_cds_WP_000351733.1_201	40.000	140	185
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_000646250.1_3573	99.392	329	329
WP_000646251.1	lcl|NZ_AOWW01000170.1_cds_WP_000744700.1_3697	32.063	315	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_000723090.1_3494	31.045	335	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_017861861.1_3547	31.464	321	329
WP_000646251.1	lcl|NZ_AOWW01000071.1_cds_WP_001984071.1_1024	31.803	305	329
WP_000646251.1	lcl|NZ_AOWW01000127.1_cds_WP_000649925.1_2411	30.183	328	329
WP_000646251.1	lcl|NZ_AOWW01000102.1_cds_WP_000709511.1_1697	29.730	333	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_000601375.1_3520	24.415	299	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_001067557.1_3570	28.990	307	329
WP_000646251.1	lcl|NZ_AOWW01000071.1_cds_LEP2GSC037_RS01000000122220_1004	29.329	283	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_000475904.1_3511	27.372	274	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_000410273.1_3576	25.705	319	329
WP_000646251.1	lcl|NZ_AOWW01000044.1_cds_WP_001074785.1_666	29.434	265	329
WP_000646251.1	lcl|NZ_AOWW01000110.1_cds_WP_001003555.1_1842	25.148	338	329
WP_000646251.1	lcl|NZ_AOWW01000168.1_cds_WP_000487322.1_3522	27.077	325	329
WP_000774262.1	lcl|NZ_AOWW01000168.1_cds_WP_000774262.1_3572	99.625	267	267
WP_000774262.1	lcl|NZ_AOWW01000168.1_cds_WP_000859505.1_3523	26.639	244	267
WP_000774262.1	lcl|NZ_AOWW01000168.1_cds_WP_002969399.1_3542	24.891	229	267
WP_000774262.1	lcl|NZ_AOWW01000168.1_cds_WP_000842260.1_3493	26.316	190	267
WP_000774262.1	lcl|NZ_AOWW01000097.1_cds_WP_000667727.1_1595	31.818	110	267
WP_000774262.1	lcl|NZ_AOWW01000094.1_cds_WP_000805357.1_1429	33.645	107	267
WP_000602734.1	lcl|NZ_AOWW01000168.1_cds_WP_000612797.1_3571	97.839	509	509
WP_000602734.1	lcl|NZ_AOWW01000126.1_cds_WP_000291591.1_2324	26.911	327	509
WP_000602734.1	lcl|NZ_AOWW01000126.1_cds_WP_000364507.1_2325	31.111	90	509
WP_000602734.1	lcl|NZ_AOWW01000168.1_cds_WP_000612797.1_3571	97.839	509	509
WP_000602734.1	lcl|NZ_AOWW01000126.1_cds_WP_000291591.1_2324	26.911	327	509
WP_000602734.1	lcl|NZ_AOWW01000126.1_cds_WP_000364507.1_2325	31.111	90	509
WP_004766696.1	lcl|NZ_AOWW01000168.1_cds_WP_001067557.1_3570	99.697	330	330
WP_004766696.1	lcl|NZ_AOWW01000168.1_cds_WP_000646250.1_3573	28.990	307	330
WP_004766696.1	lcl|NZ_AOWW01000168.1_cds_WP_017861861.1_3547	26.692	266	330
WP_004766696.1	lcl|NZ_AOWW01000071.1_cds_WP_001984071.1_1024	25.735	272	330
WP_004766696.1	lcl|NZ_AOWW01000170.1_cds_WP_000744700.1_3697	26.812	276	330
WP_004766696.1	lcl|NZ_AOWW01000110.1_cds_WP_001003555.1_1842	28.395	243	330
WP_004766696.1	lcl|NZ_AOWW01000168.1_cds_WP_000723090.1_3494	23.724	333	330
WP_004766696.1	lcl|NZ_AOWW01000127.1_cds_WP_000649925.1_2411	28.854	253	330
WP_004766696.1	lcl|NZ_AOWW01000071.1_cds_LEP2GSC037_RS01000000122220_1004	25.681	257	330
WP_004766696.1	lcl|NZ_AOWW01000168.1_cds_WP_000601375.1_3520	26.740	273	330
WP_004766696.1	lcl|NZ_AOWW01000168.1_cds_WP_000410273.1_3576	25.305	328	330
WP_004766691.1	lcl|NZ_AOWW01000168.1_cds_WP_001198107.1_3569	98.907	366	366
WP_004766691.1	lcl|NZ_AOWW01000168.1_cds_WP_000608295.1_3568	40.000	365	366
WP_004766691.1	lcl|NZ_AOWW01000168.1_cds_WP_000575178.1_3500	34.540	359	366
WP_004766691.1	lcl|NZ_AOWW01000070.1_cds_WP_001281953.1_990	27.704	379	366
WP_004766691.1	lcl|NZ_AOWW01000168.1_cds_WP_000346036.1_3539	28.090	356	366
WP_004766691.1	lcl|NZ_AOWW01000168.1_cds_WP_000582222.1_3558	31.389	360	366
WP_004766691.1	lcl|NZ_AOWW01000100.1_cds_WP_000538752.1_1655	29.412	357	366
WP_004766691.1	lcl|NZ_AOWW01000168.1_cds_WP_000947844.1_3546	26.667	345	366
WP_004766691.1	lcl|NZ_AOWW01000032.1_cds_WP_001982414.1_490	31.579	190	366
WP_004766642.1	lcl|NZ_AOWW01000168.1_cds_WP_000608295.1_3568	95.640	367	367
WP_004766642.1	lcl|NZ_AOWW01000168.1_cds_WP_001198107.1_3569	39.178	365	367
WP_004766642.1	lcl|NZ_AOWW01000168.1_cds_WP_000575178.1_3500	36.314	369	367
WP_004766642.1	lcl|NZ_AOWW01000100.1_cds_WP_000538752.1_1655	31.016	374	367
WP_004766642.1	lcl|NZ_AOWW01000168.1_cds_WP_000582222.1_3558	36.000	325	367
WP_004766642.1	lcl|NZ_AOWW01000070.1_cds_WP_001281953.1_990	30.688	378	367
WP_004766642.1	lcl|NZ_AOWW01000168.1_cds_WP_000346036.1_3539	24.665	373	367
WP_004766642.1	lcl|NZ_AOWW01000168.1_cds_WP_000947844.1_3546	26.124	356	367
WP_004766642.1	lcl|NZ_AOWW01000032.1_cds_WP_001982414.1_490	24.432	352	367
WP_004766692.1	lcl|NZ_AOWW01000168.1_cds_WP_000689743.1_3567	91.912	544	544
WP_004766692.1	lcl|NZ_AOWW01000168.1_cds_WP_000689743.1_3567	91.912	544	544
WP_002740998.1	lcl|NZ_AOWW01000168.1_cds_WP_017861862.1_3566	93.962	265	265
WP_002740998.1	lcl|NZ_AOWW01000064.1_cds_WP_001002663.1_918	46.091	243	265
WP_016761674.1	lcl|NZ_AOWW01000168.1_cds_WP_001246618.1_3565	92.903	310	310
WP_016761674.1	lcl|NZ_AOWW01000090.1_cds_WP_000501205.1_1349	36.842	304	310
WP_016761674.1	lcl|NZ_AOWW01000125.1_cds_WP_001183723.1_2313	28.938	273	310
WP_016761674.1	lcl|NZ_AOWW01000171.1_cds_WP_000279894.1_3733	23.282	262	310
WP_016761674.1	lcl|NZ_AOWW01000168.1_cds_WP_001246618.1_3565	92.903	310	310
WP_016761674.1	lcl|NZ_AOWW01000090.1_cds_WP_000501205.1_1349	36.842	304	310
WP_016761674.1	lcl|NZ_AOWW01000125.1_cds_WP_001183723.1_2313	28.938	273	310
WP_016761674.1	lcl|NZ_AOWW01000171.1_cds_WP_000279894.1_3733	23.282	262	310
WP_000479982.1	lcl|NZ_AOWW01000168.1_cds_WP_000479982.1_3564	100.000	264	264
WP_000715956.1	lcl|NZ_AOWW01000168.1_cds_WP_000715958.1_3563	98.473	131	131
WP_001088861.1	lcl|NZ_AOWW01000168.1_cds_WP_001088866.1_3562	98.611	144	144
WP_001088861.1	lcl|NZ_AOWW01000167.1_cds_LEP2GSC037_RS01000000123115_3414	42.857	56	144
WP_000517243.1	lcl|NZ_AOWW01000168.1_cds_WP_000517242.1_3561	99.548	221	221
WP_000517243.1	lcl|NZ_AOWW01000170.1_cds_WP_001082180.1_3668	28.205	78	221
WP_000517243.1	lcl|NZ_AOWW01000027.1_cds_WP_001069834.1_399	28.440	109	221
WP_000611591.1	lcl|NZ_AOWW01000168.1_cds_WP_000611594.1_3560	99.429	175	175
WP_000611591.1	lcl|NZ_AOWW01000170.1_cds_WP_001206947.1_3661	29.655	145	175
WP_004766685.1	lcl|NZ_AOWW01000168.1_cds_WP_001015422.1_3559	98.496	399	406
WP_004766685.1	lcl|NZ_AOWW01000169.1_cds_WP_000402845.1_3586	23.182	220	406
WP_004766685.1	lcl|NZ_AOWW01000027.1_cds_WP_000347681.1_400	25.000	208	406
WP_004766685.1	lcl|NZ_AOWW01000168.1_cds_WP_000661932.1_3526	24.088	137	406
WP_004766685.1	lcl|NZ_AOWW01000170.1_cds_WP_001082180.1_3668	24.074	162	406
WP_000980525.1	lcl|NZ_AOWW01000025.1_cds_WP_000653653.1_370	26.984	252	241
WP_000980525.1	lcl|NZ_AOWW01000172.1_cds_WP_000998676.1_3764	26.471	238	241
WP_000980525.1	lcl|NZ_AOWW01000167.1_cds_WP_000566240.1_3417	32.673	101	241
WP_000980525.1	lcl|NZ_AOWW01000046.1_cds_WP_000043153.1_705	30.857	175	241
WP_000980525.1	lcl|NZ_AOWW01000167.1_cds_WP_001968389.1_3389	25.847	236	241
WP_000980525.1	lcl|NZ_AOWW01000044.1_cds_WP_000194186.1_685	25.339	221	241
WP_000481873.1	lcl|NZ_AOWW01000168.1_cds_WP_001106774.1_3554	30.790	367	413
WP_002106376.1	lcl|NZ_AOWW01000107.1_cds_WP_000172202.1_1749	34.933	375	596
WP_002106376.1	lcl|NZ_AOWW01000160.1_cds_WP_000667646.1_3218	35.907	259	596
WP_002106376.1	lcl|NZ_AOWW01000168.1_cds_WP_000834715.1_3553	29.211	380	596
WP_002106376.1	lcl|NZ_AOWW01000094.1_cds_WP_000828455.1_1415	35.341	249	596
WP_002106376.1	lcl|NZ_AOWW01000045.1_cds_WP_000510777.1_695	32.083	240	596
WP_002106376.1	lcl|NZ_AOWW01000165.1_cds_WP_000666552.1_3331	29.675	246	596
