WP_004753574.1	lcl|NZ_AHPR01000031.1_cds_WP_000340715.1_3331	94.186	86	106
WP_004766657.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	95.860	314	314
WP_004766657.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	25.076	331	314
WP_004766657.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	26.022	269	314
WP_004766657.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	23.368	291	314
WP_004766657.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	23.118	186	314
WP_262052077.1	lcl|NZ_AHPR01000031.1_cds_WP_000604524.1_3329	97.534	365	365
WP_000884059.1	lcl|NZ_AHPR01000031.1_cds_WP_000884057.1_3328	99.459	185	185
WP_000884059.1	lcl|NZ_AHPR01000009.1_cds_WP_000351733.1_3626	40.000	140	185
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	100.000	329	329
WP_000646251.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	32.063	315	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	31.343	335	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	31.677	322	329
WP_000646251.1	lcl|NZ_AHPR01000032.1_cds_WP_001984071.1_3206	31.803	305	329
WP_000646251.1	lcl|NZ_AHPR01000135.1_cds_WP_000649927.1_1466	30.183	328	329
WP_000646251.1	lcl|NZ_AHPR01000076.1_cds_WP_000709512.1_2200	30.030	333	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000601375.1_3270	24.415	299	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_001067556.1_3324	28.990	307	329
WP_000646251.1	lcl|NZ_AHPR01000032.1_cds_WP_000688700.1_3226	28.975	283	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000707057.1_3303	29.670	273	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000025488.1_3305	25.078	319	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000475906.1_3260	26.642	274	329
WP_000646251.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	25.392	319	329
WP_000646251.1	lcl|NZ_AHPR01000125.1_cds_WP_001074785.1_1710	29.434	265	329
