WP_004753574.1	lcl|NZ_RQFU01000026.1_cds_WP_015678341.1_2957	64.865	74	106
WP_004766657.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	82.581	310	314
WP_004766657.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	23.457	324	314
WP_004766657.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	25.556	180	314
WP_004766657.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	21.965	173	314
WP_004766657.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	23.197	319	314
WP_000884059.1	lcl|NZ_RQFU01000019.1_cds_WP_135636384.1_1148	30.588	170	185
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	30.573	314	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	30.645	310	329
WP_000646251.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	29.326	341	329
WP_000646251.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	27.492	331	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_015676887.1_486	27.950	322	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633056.1_131	28.754	313	329
WP_000646251.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	27.358	318	329
WP_000646251.1	lcl|NZ_RQFU01000026.1_cds_WP_135637363.1_2938	27.778	270	329
WP_000646251.1	lcl|NZ_RQFU01000016.1_cds_WP_208597430.1_2479	26.840	231	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135632959.1_51	28.916	249	329
WP_000646251.1	lcl|NZ_RQFU01000028.1_cds_WP_015678111.1_3386	24.907	269	329
WP_000646251.1	lcl|NZ_RQFU01000001.1_cds_WP_135632670.1_2769	25.543	184	329
WP_000646251.1	lcl|NZ_RQFU01000005.1_cds_WP_135633423.1_432	22.305	269	329
WP_000774262.1	lcl|NZ_RQFU01000028.1_cds_WP_135637619.1_3325	23.372	261	267
WP_000774262.1	lcl|NZ_RQFU01000005.1_cds_WP_135633389.1_405	30.128	156	267
WP_000774262.1	lcl|NZ_RQFU01000028.1_cds_WP_135637664.1_3401	24.352	193	267
WP_000774262.1	lcl|NZ_RQFU01000005.1_cds_WP_135633588.1_552	27.011	174	267
WP_000774262.1	lcl|NZ_RQFU01000016.1_cds_WP_015679378.1_2467	26.562	192	267
WP_000602734.1	lcl|NZ_RQFU01000019.1_cds_WP_167880757.1_1126	23.692	325	509
WP_000602734.1	lcl|NZ_RQFU01000019.1_cds_WP_015675751.1_1125	28.972	107	509
WP_000602734.1	lcl|NZ_RQFU01000019.1_cds_WP_167880757.1_1126	23.692	325	509
WP_000602734.1	lcl|NZ_RQFU01000019.1_cds_WP_015675751.1_1125	28.972	107	509
WP_004766696.1	lcl|NZ_RQFU01000005.1_cds_WP_135633797.1_669	24.101	278	330
WP_004766696.1	lcl|NZ_RQFU01000005.1_cds_WP_135633056.1_131	26.019	319	330
WP_004766696.1	lcl|NZ_RQFU01000005.1_cds_WP_135633018.1_104	26.812	276	330
WP_004766696.1	lcl|NZ_RQFU01000005.1_cds_WP_135633423.1_432	26.848	257	330
WP_004766696.1	lcl|NZ_RQFU01000026.1_cds_WP_135637363.1_2938	25.869	259	330
WP_004766696.1	lcl|NZ_RQFU01000028.1_cds_WP_135637665.1_3402	22.866	328	330
WP_004766696.1	lcl|NZ_RQFU01000005.1_cds_WP_135632959.1_51	27.317	205	330
WP_004766696.1	lcl|NZ_RQFU01000001.1_cds_WP_135632670.1_2769	23.849	239	330
WP_004766696.1	lcl|NZ_RQFU01000016.1_cds_WP_135635337.1_2468	22.742	299	330
WP_004766696.1	lcl|NZ_RQFU01000026.1_cds_WP_135637401.1_2956	24.675	231	330
WP_004766691.1	lcl|NZ_RQFU01000028.1_cds_WP_135637673.1_3411	32.853	347	366
WP_004766691.1	lcl|NZ_RQFU01000005.1_cds_WP_135633345.1_372	29.581	382	366
WP_004766691.1	lcl|NZ_RQFU01000026.1_cds_WP_135637385.1_2949	34.050	279	366
WP_004766691.1	lcl|NZ_RQFU01000024.1_cds_WP_015676052.1_3470	28.889	360	366
WP_004766691.1	lcl|NZ_RQFU01000010.1_cds_WP_135634402.1_1937	28.324	173	366
WP_004766642.1	lcl|NZ_RQFU01000028.1_cds_WP_135637673.1_3411	36.264	364	367
WP_004766642.1	lcl|NZ_RQFU01000026.1_cds_WP_135637385.1_2949	31.897	348	367
WP_004766642.1	lcl|NZ_RQFU01000024.1_cds_WP_015676052.1_3470	28.382	377	367
WP_004766642.1	lcl|NZ_RQFU01000005.1_cds_WP_135633345.1_372	29.365	378	367
WP_004766642.1	lcl|NZ_RQFU01000010.1_cds_WP_135634402.1_1937	25.967	362	367
WP_004766642.1	lcl|NZ_RQFU01000018.1_cds_WP_135636001.1_1834	31.579	114	367
WP_002740998.1	lcl|NZ_RQFU01000010.1_cds_WP_135634335.1_1883	42.387	243	265
WP_016761674.1	lcl|NZ_RQFU01000001.1_cds_WP_015676230.1_2676	36.452	310	310
WP_016761674.1	lcl|NZ_RQFU01000018.1_cds_WP_135635925.1_1765	31.183	279	310
WP_016761674.1	lcl|NZ_RQFU01000019.1_cds_WP_135636470.1_1214	22.433	263	310
WP_016761674.1	lcl|NZ_RQFU01000001.1_cds_WP_015676230.1_2676	36.452	310	310
