WP_004753574.1	lcl|NZ_AFLR01000457.1_cds_WP_000340715.1_360	94.186	86	106
WP_004766657.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	96.497	314	314
WP_004766657.1	lcl|NZ_AFLR01000020.1_cds_WP_000093099.1_3644	46.988	83	314
WP_004766657.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	26.022	269	314
WP_004766657.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	25.267	281	314
WP_004766657.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	23.024	291	314
WP_004766657.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	23.602	161	314
WP_262052077.1	lcl|NZ_AFLR01000457.1_cds_WP_000604524.1_358	97.534	365	365
WP_000884059.1	lcl|NZ_AFLR01000457.1_cds_WP_000884059.1_357	100.000	185	185
WP_000884059.1	lcl|NZ_AFLR01000491.1_cds_WP_000351733.1_113	40.000	140	185
WP_000646251.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	99.392	329	329
WP_000646251.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	31.045	335	329
WP_000646251.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	33.716	261	329
WP_000646251.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	31.803	305	329
WP_000646251.1	lcl|NZ_AFLR01000107.1_cds_WP_000649925.1_2892	30.183	328	329
WP_000646251.1	lcl|NZ_AFLR01000194.1_cds_WP_000601375.1_1676	24.415	299	329
WP_000646251.1	lcl|NZ_AFLR01000307.1_cds_WP_000316026.1_839	29.655	290	329
WP_000646251.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	29.808	208	329
WP_000646251.1	lcl|NZ_AFLR01000094.1_cds_WP_000519466.1_3137	30.918	207	329
WP_000646251.1	lcl|NZ_AFLR01000457.1_cds_WP_001067555.1_353	31.844	179	329
WP_000646251.1	lcl|NZ_AFLR01000194.1_cds_WP_000475904.1_1667	27.372	274	329
WP_000646251.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	25.705	319	329
WP_000646251.1	lcl|NZ_AFLR01000020.1_cds_WP_000600885.1_3653	33.645	107	329
WP_000646251.1	lcl|NZ_AFLR01000014.1_cds_WP_001074785.1_3720	29.434	265	329
WP_000646251.1	lcl|NZ_AFLR01000259.1_cds_WP_001003555.1_1324	25.148	338	329
WP_000646251.1	lcl|NZ_AFLR01000194.1_cds_WP_000487322.1_1678	27.077	325	329
WP_000774262.1	lcl|NZ_AFLR01000457.1_cds_WP_000774262.1_355	99.625	267	267
WP_000774262.1	lcl|NZ_AFLR01000106.1_cds_WP_000800438.1_2917	25.328	229	267
WP_000774262.1	lcl|NZ_AFLR01000299.1_cds_WP_000842260.1_897	26.316	190	267
WP_000774262.1	lcl|NZ_AFLR01000250.1_cds_WP_000667727.1_1429	31.818	110	267
WP_000774262.1	lcl|NZ_AFLR01000110.1_cds_WP_000805357.1_2775	33.645	107	267
WP_000774262.1	lcl|NZ_AFLR01000047.1_cds_WP_000859504.1_3415	25.954	131	267
WP_000602734.1	lcl|NZ_AFLR01000457.1_cds_WP_000612797.1_354	97.839	509	509
WP_000602734.1	lcl|NZ_AFLR01000125.1_cds_WP_000291591.1_2480	26.911	327	509
WP_000602734.1	lcl|NZ_AFLR01000125.1_cds_WP_000364507.1_2479	31.111	90	509
WP_000602734.1	lcl|NZ_AFLR01000457.1_cds_WP_000612797.1_354	97.839	509	509
WP_000602734.1	lcl|NZ_AFLR01000125.1_cds_WP_000291591.1_2480	26.911	327	509
WP_000602734.1	lcl|NZ_AFLR01000125.1_cds_WP_000364507.1_2479	31.111	90	509
WP_004766696.1	lcl|NZ_AFLR01000457.1_cds_WP_001067555.1_353	99.522	209	330
WP_004766696.1	lcl|NZ_AFLR01000020.1_cds_LEP2GSC194_RS0101160_3630	100.000	125	330
WP_004766696.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	28.990	307	330
WP_004766696.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	25.735	272	330
WP_004766696.1	lcl|NZ_AFLR01000259.1_cds_WP_001003555.1_1324	28.395	243	330
WP_004766696.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	26.740	273	330
WP_004766696.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	23.724	333	330
WP_004766696.1	lcl|NZ_AFLR01000107.1_cds_WP_000649925.1_2892	28.854	253	330
WP_004766696.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	26.623	154	330
WP_004766696.1	lcl|NZ_AFLR01000094.1_cds_WP_000519466.1_3137	27.381	168	330
WP_004766696.1	lcl|NZ_AFLR01000020.1_cds_WP_000600885.1_3653	30.769	91	330
WP_004766696.1	lcl|NZ_AFLR01000194.1_cds_WP_000601375.1_1676	26.740	273	330
WP_004766696.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	25.305	328	330
WP_004766691.1	lcl|NZ_AFLR01000020.1_cds_WP_001198107.1_3631	98.907	366	366
WP_004766691.1	lcl|NZ_AFLR01000020.1_cds_WP_000608295.1_3632	40.000	365	366
WP_004766691.1	lcl|NZ_AFLR01000194.1_cds_WP_000575177.1_1656	34.540	359	366
WP_004766691.1	lcl|NZ_AFLR01000106.1_cds_WP_000346036.1_2914	28.090	356	366
WP_004766691.1	lcl|NZ_AFLR01000520.1_cds_WP_000330831.1_20	27.654	358	366
WP_004766691.1	lcl|NZ_AFLR01000020.1_cds_WP_000582222.1_3642	31.389	360	366
WP_004766691.1	lcl|NZ_AFLR01000105.1_cds_WP_000538752.1_2924	29.412	357	366
WP_004766691.1	lcl|NZ_AFLR01000106.1_cds_WP_000947844.1_2921	26.667	345	366
WP_004766691.1	lcl|NZ_AFLR01000316.1_cds_WP_001982414.1_778	31.579	190	366
WP_004766642.1	lcl|NZ_AFLR01000020.1_cds_WP_000608295.1_3632	95.640	367	367
WP_004766642.1	lcl|NZ_AFLR01000020.1_cds_WP_001198107.1_3631	39.178	365	367
WP_004766642.1	lcl|NZ_AFLR01000194.1_cds_WP_000575177.1_1656	36.314	369	367
WP_004766642.1	lcl|NZ_AFLR01000105.1_cds_WP_000538752.1_2924	31.016	374	367
WP_004766642.1	lcl|NZ_AFLR01000020.1_cds_WP_000582222.1_3642	36.000	325	367
WP_004766642.1	lcl|NZ_AFLR01000520.1_cds_WP_000330831.1_20	30.084	359	367
WP_004766642.1	lcl|NZ_AFLR01000106.1_cds_WP_000346036.1_2914	24.665	373	367
WP_004766642.1	lcl|NZ_AFLR01000106.1_cds_WP_000947844.1_2921	26.124	356	367
WP_004766642.1	lcl|NZ_AFLR01000316.1_cds_WP_001982414.1_778	24.432	352	367
WP_004766692.1	lcl|NZ_AFLR01000020.1_cds_WP_000689743.1_3633	91.912	544	544
WP_004766692.1	lcl|NZ_AFLR01000020.1_cds_WP_000689743.1_3633	91.912	544	544
WP_002740998.1	lcl|NZ_AFLR01000020.1_cds_WP_000342713.1_3634	94.340	265	265
WP_002740998.1	lcl|NZ_AFLR01000130.1_cds_WP_001002663.1_2379	46.091	243	265
WP_016761674.1	lcl|NZ_AFLR01000020.1_cds_WP_001246618.1_3635	92.903	310	310
WP_016761674.1	lcl|NZ_AFLR01000062.1_cds_WP_000430167.1_3358	37.627	295	310
WP_016761674.1	lcl|NZ_AFLR01000505.1_cds_WP_000430722.1_60	28.938	273	310
WP_016761674.1	lcl|NZ_AFLR01000145.1_cds_WP_000279894.1_2210	23.282	262	310
WP_016761674.1	lcl|NZ_AFLR01000020.1_cds_WP_001246618.1_3635	92.903	310	310
WP_016761674.1	lcl|NZ_AFLR01000062.1_cds_WP_000430167.1_3358	37.627	295	310
WP_016761674.1	lcl|NZ_AFLR01000505.1_cds_WP_000430722.1_60	28.938	273	310
WP_016761674.1	lcl|NZ_AFLR01000145.1_cds_WP_000279894.1_2210	23.282	262	310
WP_000479982.1	lcl|NZ_AFLR01000020.1_cds_WP_000479982.1_3636	100.000	264	264
WP_000715956.1	lcl|NZ_AFLR01000020.1_cds_WP_000715958.1_3637	98.473	131	131
WP_001088861.1	lcl|NZ_AFLR01000020.1_cds_WP_001088866.1_3638	98.611	144	144
WP_001088861.1	lcl|NZ_AFLR01000277.1_cds_WP_002069656.1_1140	42.857	56	144
WP_000517243.1	lcl|NZ_AFLR01000020.1_cds_WP_000517242.1_3639	99.548	221	221
WP_000517243.1	lcl|NZ_AFLR01000092.1_cds_WP_001082180.1_3186	28.205	78	221
