WP_004753574.1	lcl|NZ_AOVR01000084.1_cds_WP_000340715.1_1975	94.186	86	106
WP_004766657.1	lcl|NZ_AOVR01000084.1_cds_WP_000410273.1_1974	96.497	314	314
WP_004766657.1	lcl|NZ_AOVR01000084.1_cds_WP_000093099.1_1954	46.988	83	314
WP_004766657.1	lcl|NZ_AOVR01000119.1_cds_WP_000744700.1_2990	25.076	331	314
WP_004766657.1	lcl|NZ_AOVR01000084.1_cds_WP_000646250.1_1971	26.022	269	314
WP_004766657.1	lcl|NZ_AOVR01000084.1_cds_WP_000723090.1_1892	23.024	291	314
WP_004766657.1	lcl|NZ_AOVR01000084.1_cds_WP_000600889.1_1945	23.118	186	314
WP_262052077.1	lcl|NZ_AOVR01000084.1_cds_WP_000604524.1_1973	97.534	365	365
WP_000884059.1	lcl|NZ_AOVR01000084.1_cds_WP_000884059.1_1972	100.000	185	185
WP_000884059.1	lcl|NZ_AOVR01000086.1_cds_WP_000351733.1_2054	40.000	140	185
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000646250.1_1971	99.392	329	329
WP_000646251.1	lcl|NZ_AOVR01000119.1_cds_WP_000744700.1_2990	32.063	315	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000723090.1_1892	31.045	335	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000600889.1_1945	31.677	322	329
WP_000646251.1	lcl|NZ_AOVR01000015.1_cds_WP_001984071.1_298	31.803	305	329
WP_000646251.1	lcl|NZ_AOVR01000103.1_cds_WP_000649925.1_2549	30.183	328	329
WP_000646251.1	lcl|NZ_AOVR01000037.1_cds_WP_000709511.1_761	29.730	333	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000601375.1_1918	24.415	299	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_001067557.1_1968	28.990	307	329
WP_000646251.1	lcl|NZ_AOVR01000085.1_cds_WP_000688695.1_1985	29.329	283	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000475904.1_1909	27.372	274	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000410273.1_1974	25.705	319	329
WP_000646251.1	lcl|NZ_AOVR01000025.1_cds_WP_001074785.1_558	29.434	265	329
WP_000646251.1	lcl|NZ_AOVR01000113.1_cds_WP_001003555.1_2756	25.148	338	329
WP_000646251.1	lcl|NZ_AOVR01000084.1_cds_WP_000487322.1_1920	27.077	325	329
WP_000774262.1	lcl|NZ_AOVR01000084.1_cds_WP_000774262.1_1970	99.625	267	267
WP_000774262.1	lcl|NZ_AOVR01000084.1_cds_WP_000859505.1_1921	26.639	244	267
WP_000774262.1	lcl|NZ_AOVR01000084.1_cds_WP_000800438.1_1940	25.328	229	267
WP_000774262.1	lcl|NZ_AOVR01000084.1_cds_WP_000842260.1_1891	26.316	190	267
WP_000774262.1	lcl|NZ_AOVR01000101.1_cds_WP_000667727.1_2481	31.818	110	267
WP_000774262.1	lcl|NZ_AOVR01000096.1_cds_WP_000805357.1_2299	33.645	107	267
WP_000602734.1	lcl|NZ_AOVR01000084.1_cds_WP_000612797.1_1969	97.839	509	509
WP_000602734.1	lcl|NZ_AOVR01000111.1_cds_WP_000291591.1_2674	26.911	327	509
WP_000602734.1	lcl|NZ_AOVR01000111.1_cds_WP_000364507.1_2675	31.111	90	509
WP_000602734.1	lcl|NZ_AOVR01000084.1_cds_WP_000612797.1_1969	97.839	509	509
WP_000602734.1	lcl|NZ_AOVR01000111.1_cds_WP_000291591.1_2674	26.911	327	509
WP_000602734.1	lcl|NZ_AOVR01000111.1_cds_WP_000364507.1_2675	31.111	90	509
WP_004766696.1	lcl|NZ_AOVR01000084.1_cds_WP_001067557.1_1968	99.697	330	330
WP_004766696.1	lcl|NZ_AOVR01000084.1_cds_WP_000600889.1_1945	26.692	266	330
WP_004766696.1	lcl|NZ_AOVR01000084.1_cds_WP_000646250.1_1971	28.990	307	330
WP_004766696.1	lcl|NZ_AOVR01000015.1_cds_WP_001984071.1_298	25.735	272	330
WP_004766696.1	lcl|NZ_AOVR01000119.1_cds_WP_000744700.1_2990	26.812	276	330
WP_004766696.1	lcl|NZ_AOVR01000113.1_cds_WP_001003555.1_2756	28.395	243	330
WP_004766696.1	lcl|NZ_AOVR01000084.1_cds_WP_000723090.1_1892	23.724	333	330
WP_004766696.1	lcl|NZ_AOVR01000103.1_cds_WP_000649925.1_2549	28.854	253	330
WP_004766696.1	lcl|NZ_AOVR01000085.1_cds_WP_000688695.1_1985	25.681	257	330
WP_004766696.1	lcl|NZ_AOVR01000084.1_cds_WP_000601375.1_1918	26.740	273	330
WP_004766696.1	lcl|NZ_AOVR01000084.1_cds_WP_000410273.1_1974	25.305	328	330
WP_004766691.1	lcl|NZ_AOVR01000084.1_cds_WP_001198107.1_1967	98.907	366	366
WP_004766691.1	lcl|NZ_AOVR01000084.1_cds_WP_000608295.1_1966	40.000	365	366
WP_004766691.1	lcl|NZ_AOVR01000084.1_cds_WP_000575178.1_1898	34.540	359	366
WP_004766691.1	lcl|NZ_AOVR01000026.1_cds_WP_001281953.1_568	27.704	379	366
WP_004766691.1	lcl|NZ_AOVR01000084.1_cds_WP_000346036.1_1937	28.090	356	366
WP_004766691.1	lcl|NZ_AOVR01000084.1_cds_WP_000582222.1_1956	31.389	360	366
WP_004766691.1	lcl|NZ_AOVR01000095.1_cds_WP_000538752.1_2282	29.412	357	366
WP_004766691.1	lcl|NZ_AOVR01000084.1_cds_WP_000947844.1_1944	26.667	345	366
WP_004766691.1	lcl|NZ_AOVR01000110.1_cds_WP_001982414.1_2660	31.579	190	366
WP_004766642.1	lcl|NZ_AOVR01000084.1_cds_WP_000608295.1_1966	95.640	367	367
WP_004766642.1	lcl|NZ_AOVR01000084.1_cds_WP_001198107.1_1967	39.178	365	367
WP_004766642.1	lcl|NZ_AOVR01000084.1_cds_WP_000575178.1_1898	36.314	369	367
WP_004766642.1	lcl|NZ_AOVR01000095.1_cds_WP_000538752.1_2282	31.016	374	367
WP_004766642.1	lcl|NZ_AOVR01000084.1_cds_WP_000582222.1_1956	36.000	325	367
WP_004766642.1	lcl|NZ_AOVR01000026.1_cds_WP_001281953.1_568	30.688	378	367
WP_004766642.1	lcl|NZ_AOVR01000084.1_cds_WP_000346036.1_1937	24.665	373	367
WP_004766642.1	lcl|NZ_AOVR01000084.1_cds_WP_000947844.1_1944	26.124	356	367
WP_004766642.1	lcl|NZ_AOVR01000110.1_cds_WP_001982414.1_2660	24.432	352	367
WP_004766692.1	lcl|NZ_AOVR01000084.1_cds_WP_000689743.1_1965	91.912	544	544
WP_004766692.1	lcl|NZ_AOVR01000084.1_cds_WP_000689743.1_1965	91.912	544	544
WP_002740998.1	lcl|NZ_AOVR01000084.1_cds_WP_000342713.1_1964	94.340	265	265
WP_002740998.1	lcl|NZ_AOVR01000005.1_cds_WP_001002663.1_57	46.091	243	265
WP_016761674.1	lcl|NZ_AOVR01000084.1_cds_WP_001246618.1_1963	92.903	310	310
WP_016761674.1	lcl|NZ_AOVR01000052.1_cds_WP_000501205.1_929	36.842	304	310
WP_016761674.1	lcl|NZ_AOVR01000076.1_cds_WP_001183723.1_1524	28.938	273	310
WP_016761674.1	lcl|NZ_AOVR01000127.1_cds_WP_000279894.1_3357	23.282	262	310
WP_016761674.1	lcl|NZ_AOVR01000084.1_cds_WP_001246618.1_1963	92.903	310	310
WP_016761674.1	lcl|NZ_AOVR01000052.1_cds_WP_000501205.1_929	36.842	304	310
WP_016761674.1	lcl|NZ_AOVR01000076.1_cds_WP_001183723.1_1524	28.938	273	310
WP_016761674.1	lcl|NZ_AOVR01000127.1_cds_WP_000279894.1_3357	23.282	262	310
WP_000479982.1	lcl|NZ_AOVR01000084.1_cds_WP_000479982.1_1962	100.000	264	264
WP_000715956.1	lcl|NZ_AOVR01000084.1_cds_WP_000715958.1_1961	98.473	131	131
WP_001088861.1	lcl|NZ_AOVR01000084.1_cds_WP_001088866.1_1960	98.611	144	144
WP_001088861.1	lcl|NZ_AOVR01000114.1_cds_WP_232420505.1_2853	42.857	56	144
WP_000517243.1	lcl|NZ_AOVR01000084.1_cds_WP_000517242.1_1959	99.548	221	221
WP_000517243.1	lcl|NZ_AOVR01000119.1_cds_WP_001082180.1_3019	28.205	78	221
WP_000517243.1	lcl|NZ_AOVR01000034.1_cds_WP_001069834.1_687	28.440	109	221
WP_000611591.1	lcl|NZ_AOVR01000084.1_cds_WP_000611594.1_1958	99.429	175	175
WP_000611591.1	lcl|NZ_AOVR01000119.1_cds_WP_001206947.1_3026	29.655	145	175
WP_004766685.1	lcl|NZ_AOVR01000084.1_cds_WP_001015422.1_1957	98.496	399	406
WP_004766685.1	lcl|NZ_AOVR01000125.1_cds_WP_000402845.1_3167	23.182	220	406
WP_004766685.1	lcl|NZ_AOVR01000034.1_cds_WP_000347681.1_688	25.000	208	406
WP_004766685.1	lcl|NZ_AOVR01000084.1_cds_WP_000661932.1_1924	24.088	137	406
WP_004766685.1	lcl|NZ_AOVR01000119.1_cds_WP_001082180.1_3019	24.074	162	406
