WP_004753574.1	lcl|NZ_JQPR01000001.1_cds_WP_000340713.1_1	98.837	86	106
WP_004766657.1	lcl|NZ_JQPR01000001.1_cds_WP_000412665.1_2	96.474	312	314
WP_004766657.1	lcl|NZ_JQPR01000001.1_cds_WP_000699347.1_6	24.759	311	314
WP_004766657.1	lcl|NZ_JQPR01000039.1_cds_WP_000744700.1_1205	25.076	331	314
WP_004766657.1	lcl|NZ_JQPR01000181.1_cds_WP_000723090.1_3304	23.024	291	314
WP_004766657.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	22.222	333	314
WP_004766657.1	lcl|NZ_JQPR01000001.1_cds_WP_000723077.1_15	20.652	276	314
WP_000884059.1	lcl|NZ_JQPR01000067.1_cds_WP_000351733.1_1770	40.000	140	185
WP_000646251.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	32.738	336	329
WP_000646251.1	lcl|NZ_JQPR01000001.1_cds_WP_000699347.1_6	31.304	345	329
WP_000646251.1	lcl|NZ_JQPR01000039.1_cds_WP_000744700.1_1205	32.063	315	329
WP_000646251.1	lcl|NZ_JQPR01000181.1_cds_WP_000723090.1_3304	31.045	335	329
WP_000646251.1	lcl|NZ_JQPR01000001.1_cds_WP_000723077.1_15	31.457	302	329
WP_000646251.1	lcl|NZ_JQPR01000029.1_cds_WP_001984071.1_904	31.803	305	329
WP_000646251.1	lcl|NZ_JQPR01000023.1_cds_WP_000649923.1_636	30.183	328	329
WP_000646251.1	lcl|NZ_JQPR01000330.1_cds_WP_000709511.1_4024	29.730	333	329
WP_000646251.1	lcl|NZ_JQPR01000029.1_cds_WP_000688695.1_884	29.329	283	329
WP_000646251.1	lcl|NZ_JQPR01000001.1_cds_WP_000412665.1_2	26.394	269	329
WP_000646251.1	lcl|NZ_JQPR01000001.1_cds_WP_000377752.1_61	24.716	352	329
WP_000646251.1	lcl|NZ_JQPR01000014.1_cds_WP_001074781.1_406	29.699	266	329
WP_000646251.1	lcl|NZ_JQPR01000079.1_cds_WP_001003557.1_2012	25.000	332	329
WP_000646251.1	lcl|NZ_JQPR01000001.1_cds_WP_000048849.1_26	25.306	245	329
WP_000774262.1	lcl|NZ_JQPR01000001.1_cds_WP_000432841.1_21	30.252	238	267
WP_000774262.1	lcl|NZ_JQPR01000181.1_cds_WP_000842260.1_3303	26.316	190	267
WP_000774262.1	lcl|NZ_JQPR01000001.1_cds_WP_000869621.1_60	22.358	246	267
WP_000774262.1	lcl|NZ_JQPR01000200.1_cds_WP_000667727.1_3459	31.818	110	267
WP_000774262.1	lcl|NZ_JQPR01000075.1_cds_JG85_RS09695_1928	33.645	107	267
WP_000602734.1	lcl|NZ_JQPR01000131.1_cds_WP_000291585.1_2779	26.911	327	509
WP_000602734.1	lcl|NZ_JQPR01000131.1_cds_WP_000364507.1_2778	31.111	90	509
WP_000602734.1	lcl|NZ_JQPR01000131.1_cds_WP_000291585.1_2779	26.911	327	509
WP_000602734.1	lcl|NZ_JQPR01000131.1_cds_WP_000364507.1_2778	31.111	90	509
WP_004766696.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	28.458	253	330
