WP_004753574.1	lcl|NZ_JADDXI010000013.1_cds_WP_002725873.1_802	89.535	86	106
WP_004766657.1	lcl|NZ_JADDXI010000013.1_cds_WP_061209188.1_803	92.332	313	314
WP_004766657.1	lcl|NZ_JADDXI010000471.1_cds_WP_002733534.1_2970	25.651	269	314
WP_004766657.1	lcl|NZ_JADDXI010000287.1_cds_WP_061208146.1_1536	24.224	322	314
WP_004766657.1	lcl|NZ_JADDXI010000122.1_cds_WP_011671706.1_226	23.239	284	314
WP_004766657.1	lcl|NZ_JADDXI010000369.1_cds_WP_061209097.1_2108	20.430	279	314
WP_004766657.1	lcl|NZ_JADDXI010000042.1_cds_WP_002729504.1_3137	21.387	173	314
WP_004766657.1	lcl|NZ_JADDXI010000031.1_cds_WP_061208650.1_2261	23.473	311	314
WP_262052077.1	lcl|NZ_JADDXI010000471.1_cds_IQA55_RS16120_2972	97.297	37	365
WP_000884059.1	lcl|NZ_JADDXI010000471.1_cds_WP_002733646.1_2971	95.676	185	185
WP_000884059.1	lcl|NZ_JADDXI010000437.1_cds_WP_193826487.1_2614	40.179	112	185
WP_000646251.1	lcl|NZ_JADDXI010000471.1_cds_WP_002733534.1_2970	98.480	329	329
WP_000646251.1	lcl|NZ_JADDXI010000013.1_cds_WP_061208754.1_807	32.544	338	329
WP_000646251.1	lcl|NZ_JADDXI010000122.1_cds_WP_011671706.1_226	31.642	335	329
WP_000646251.1	lcl|NZ_JADDXI010000287.1_cds_WP_061208146.1_1536	30.476	315	329
WP_000646251.1	lcl|NZ_JADDXI010000369.1_cds_WP_061209097.1_2108	31.126	302	329
WP_000646251.1	lcl|NZ_JADDXI010000031.1_cds_WP_061208650.1_2261	31.511	311	329
WP_000646251.1	lcl|NZ_JADDXI010000042.1_cds_WP_002729504.1_3137	27.273	341	329
WP_000646251.1	lcl|NZ_JADDXI010000155.1_cds_WP_061207995.1_538	29.712	313	329
WP_000646251.1	lcl|NZ_JADDXI010000031.1_cds_WP_002754065.1_2258	28.182	330	329
WP_000646251.1	lcl|NZ_JADDXI010000185.1_cds_WP_193826391.1_723	25.616	203	329
WP_000646251.1	lcl|NZ_JADDXI010000013.1_cds_WP_061209188.1_803	27.309	249	329
WP_000646251.1	lcl|NZ_JADDXI010000185.1_cds_WP_061208022.1_731	26.642	274	329
