WP_004753574.1	lcl|NZ_AHOG02000028.1_cds_WP_000340715.1_269	94.186	86	106
WP_004766657.1	lcl|NZ_AHOG02000028.1_cds_WP_000410273.1_268	96.497	314	314
WP_004766657.1	lcl|NZ_AHOG02000028.1_cds_WP_000093099.1_248	46.988	83	314
WP_004766657.1	lcl|NZ_AHOG02000004.1_cds_WP_000744700.1_3510	25.076	331	314
WP_004766657.1	lcl|NZ_AHOG02000028.1_cds_WP_000646250.1_265	26.022	269	314
WP_004766657.1	lcl|NZ_AHOG02000028.1_cds_WP_000723090.1_186	23.024	291	314
WP_004766657.1	lcl|NZ_AHOG02000028.1_cds_WP_000600889.1_239	23.118	186	314
WP_262052077.1	lcl|NZ_AHOG02000028.1_cds_WP_000604524.1_267	97.534	365	365
WP_000884059.1	lcl|NZ_AHOG02000028.1_cds_WP_000884059.1_266	100.000	185	185
WP_000884059.1	lcl|NZ_AHOG02000005.1_cds_WP_000351733.1_3359	40.000	140	185
WP_000646251.1	lcl|NZ_AHOG02000028.1_cds_WP_000646250.1_265	99.392	329	329
WP_000646251.1	lcl|NZ_AHOG02000004.1_cds_WP_000744700.1_3510	32.063	315	329
WP_000646251.1	lcl|NZ_AHOG02000028.1_cds_WP_000723090.1_186	31.045	335	329
WP_000646251.1	lcl|NZ_AHOG02000028.1_cds_WP_000600889.1_239	31.677	322	329
WP_000646251.1	lcl|NZ_AHOG02000010.1_cds_WP_001984071.1_2720	31.803	305	329
WP_000646251.1	lcl|NZ_AHOG02000016.1_cds_WP_000649925.1_1839	30.183	328	329
WP_000646251.1	lcl|NZ_AHOG02000010.1_cds_WP_000709511.1_2708	29.730	333	329
WP_000646251.1	lcl|NZ_AHOG02000028.1_cds_WP_000601375.1_212	24.415	299	329
WP_000646251.1	lcl|NZ_AHOG02000028.1_cds_WP_001067557.1_262	28.990	307	329
WP_000646251.1	lcl|NZ_AHOG02000010.1_cds_WP_000688695.1_2740	29.329	283	329
WP_000646251.1	lcl|NZ_AHOG02000028.1_cds_WP_000475904.1_203	27.372	274	329
