WP_004753574.1	lcl|NZ_VCHJ01000018.1_cds_WP_002725873.1_903	89.535	86	106
WP_004766657.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	92.258	310	314
WP_004766657.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	24.224	322	314
WP_004766657.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	23.050	282	314
WP_004766657.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669957.1_2414	24.551	167	314
WP_004766657.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	23.239	284	314
WP_004766657.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	21.387	173	314
WP_004766657.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	27.094	203	314
WP_000884059.1	lcl|NZ_VCHJ01000002.1_cds_WP_002750963.1_1036	36.301	146	185
WP_000884059.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669938.1_871	33.898	177	185
WP_000646251.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	30.841	321	329
WP_000646251.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	31.642	335	329
WP_000646251.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	30.476	315	329
WP_000646251.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	31.511	311	329
WP_000646251.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669957.1_2414	28.852	305	329
WP_000646251.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	27.273	341	329
WP_000646251.1	lcl|NZ_VCHJ01000017.1_cds_WP_011671143.1_833	30.032	313	329
WP_000646251.1	lcl|NZ_VCHJ01000074.1_cds_WP_002754065.1_2899	28.182	330	329
WP_000646251.1	lcl|NZ_VCHJ01000005.1_cds_WP_011671074.1_2221	24.852	338	329
WP_000646251.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	27.711	249	329
WP_000646251.1	lcl|NZ_VCHJ01000008.1_cds_WP_017859386.1_3018	26.592	267	329
WP_000646251.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669959.1_2412	25.993	277	329
WP_000646251.1	lcl|NZ_VCHJ01000081.1_cds_WP_011669202.1_3063	24.629	337	329
WP_000774262.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669956.1_2415	27.391	230	267
WP_000774262.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669974.1_2435	26.455	189	267
WP_000774262.1	lcl|NZ_VCHJ01000026.1_cds_WP_011670832.1_1346	33.636	110	267
WP_000774262.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670812.1_212	26.984	189	267
WP_000774262.1	lcl|NZ_VCHJ01000095.1_cds_WP_002766579.1_3284	26.344	186	267
WP_000602734.1	lcl|NZ_VCHJ01000015.1_cds_WP_011670269.1_677	27.103	321	509
WP_000602734.1	lcl|NZ_VCHJ01000015.1_cds_WP_002751286.1_678	31.111	90	509
WP_000602734.1	lcl|NZ_VCHJ01000015.1_cds_WP_011670269.1_677	27.103	321	509
WP_000602734.1	lcl|NZ_VCHJ01000015.1_cds_WP_002751286.1_678	31.111	90	509
WP_004766696.1	lcl|NZ_VCHJ01000074.1_cds_WP_011670961.1_2902	27.106	273	330
WP_004766696.1	lcl|NZ_VCHJ01000056.1_cds_WP_011669955.1_2416	24.000	275	330
WP_004766696.1	lcl|NZ_VCHJ01000071.1_cds_WP_011671202.1_2845	27.798	277	330
WP_004766696.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669973.1_2436	26.498	317	330
WP_004766696.1	lcl|NZ_VCHJ01000017.1_cds_WP_011671143.1_833	27.044	318	330
WP_004766696.1	lcl|NZ_VCHJ01000005.1_cds_WP_011671074.1_2221	26.457	223	330
WP_004766696.1	lcl|NZ_VCHJ01000081.1_cds_WP_011669202.1_3063	24.898	245	330
WP_004766696.1	lcl|NZ_VCHJ01000102.1_cds_WP_011670813.1_211	25.352	142	330
WP_004766696.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669917.1_902	24.316	329	330
WP_004766696.1	lcl|NZ_VCHJ01000008.1_cds_WP_017859386.1_3018	26.337	243	330
WP_004766696.1	lcl|NZ_VCHJ01000014.1_cds_WP_011671364.1_596	25.781	128	330
WP_004766691.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669968.1_2442	33.428	353	366
WP_004766691.1	lcl|NZ_VCHJ01000072.1_cds_WP_002753028.1_2866	28.042	378	366
WP_004766691.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669926.1_892	40.359	223	366
WP_004766691.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669932.1_877	30.769	390	366
WP_004766691.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669923.1_895	37.864	206	366
WP_004766691.1	lcl|NZ_VCHJ01000003.1_cds_WP_002753888.1_1451	29.248	359	366
WP_004766691.1	lcl|NZ_VCHJ01000005.1_cds_WP_002750680.1_2220	30.270	185	366
WP_004766642.1	lcl|NZ_VCHJ01000057.1_cds_WP_011669968.1_2442	36.043	369	367
WP_004766642.1	lcl|NZ_VCHJ01000003.1_cds_WP_002753888.1_1451	34.037	379	367
WP_004766642.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669932.1_877	31.720	372	367
WP_004766642.1	lcl|NZ_VCHJ01000072.1_cds_WP_002753028.1_2866	30.319	376	367
WP_004766642.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669926.1_892	33.219	292	367
WP_004766642.1	lcl|NZ_VCHJ01000018.1_cds_WP_011669923.1_895	27.874	348	367
WP_004766642.1	lcl|NZ_VCHJ01000005.1_cds_WP_002750680.1_2220	25.000	352	367
WP_002740998.1	lcl|NZ_VCHJ01000094.1_cds_WP_011669455.1_3274	46.091	243	265
WP_016761674.1	lcl|NZ_VCHJ01000078.1_cds_WP_011670400.1_2945	38.487	304	310
WP_016761674.1	lcl|NZ_VCHJ01000037.1_cds_WP_011669757.1_1758	27.241	290	310
WP_016761674.1	lcl|NZ_VCHJ01000002.1_cds_WP_011670034.1_1088	24.887	221	310
WP_016761674.1	lcl|NZ_VCHJ01000078.1_cds_WP_011670400.1_2945	38.487	304	310
WP_016761674.1	lcl|NZ_VCHJ01000037.1_cds_WP_011669757.1_1758	27.241	290	310
WP_016761674.1	lcl|NZ_VCHJ01000002.1_cds_WP_011670034.1_1088	24.887	221	310
WP_001088861.1	lcl|NZ_VCHJ01000067.1_cds_WP_026054147.1_2708	39.683	63	144
