WP_004753574.1	lcl|NZ_RQFE01000014.1_cds_WP_135633099.1_3500	62.821	78	106
WP_004766657.1	lcl|NZ_RQFE01000014.1_cds_WP_135633097.1_3499	79.032	310	314
WP_004766657.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	24.540	326	314
WP_004766657.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	26.752	314	314
WP_004766657.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	26.111	180	314
WP_004766657.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	21.965	173	314
WP_004766657.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	23.006	326	314
WP_000884059.1	lcl|NZ_RQFE01000011.1_cds_WP_135632379.1_1378	30.909	165	185
WP_000646251.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	31.210	314	329
WP_000646251.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	29.730	333	329
WP_000646251.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	30.645	310	329
WP_000646251.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	29.032	341	329
WP_000646251.1	lcl|NZ_RQFE01000024.1_cds_WP_135634855.1_661	27.628	333	329
WP_000646251.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	27.331	311	329
WP_000646251.1	lcl|NZ_RQFE01000014.1_cds_WP_135633059.1_3480	27.407	270	329
WP_000646251.1	lcl|NZ_RQFE01000014.1_cds_WP_135633097.1_3499	26.415	318	329
WP_000646251.1	lcl|NZ_RQFE01000014.1_cds_WP_135633039.1_3469	23.492	315	329
WP_000646251.1	lcl|NZ_RQFE01000014.1_cds_WP_135633031.1_3465	27.331	311	329
WP_000646251.1	lcl|NZ_RQFE01000014.1_cds_WP_135633067.1_3484	27.132	258	329
WP_000646251.1	lcl|NZ_RQFE01000009.1_cds_WP_208742289.1_3237	26.840	231	329
WP_000646251.1	lcl|NZ_RQFE01000011.1_cds_WP_135632104.1_1019	25.373	268	329
WP_000646251.1	lcl|NZ_RQFE01000021.1_cds_WP_135633413.1_3343	27.374	179	329
WP_000646251.1	lcl|NZ_RQFE01000024.1_cds_WP_135634057.1_181	28.112	249	329
WP_000646251.1	lcl|NZ_RQFE01000014.1_cds_WP_208742317.1_3472	26.061	165	329
WP_000774262.1	lcl|NZ_RQFE01000014.1_cds_WP_135633041.1_3470	26.122	245	267
WP_000774262.1	lcl|NZ_RQFE01000011.1_cds_WP_135632129.1_1080	23.755	261	267
WP_000774262.1	lcl|NZ_RQFE01000011.1_cds_WP_135632089.1_1004	24.365	197	267
WP_000774262.1	lcl|NZ_RQFE01000024.1_cds_WP_135635001.1_747	27.545	167	267
WP_000774262.1	lcl|NZ_RQFE01000009.1_cds_WP_135631983.1_3225	25.510	196	267
WP_000602734.1	lcl|NZ_RQFE01000011.1_cds_WP_135632948.1_1356	24.611	321	509
WP_000602734.1	lcl|NZ_RQFE01000011.1_cds_WP_135632361.1_1355	32.727	110	509
WP_000602734.1	lcl|NZ_RQFE01000011.1_cds_WP_135632948.1_1356	24.611	321	509
WP_000602734.1	lcl|NZ_RQFE01000011.1_cds_WP_135632361.1_1355	32.727	110	509
WP_004766696.1	lcl|NZ_RQFE01000024.1_cds_WP_135635229.1_860	25.899	278	330
WP_004766696.1	lcl|NZ_RQFE01000024.1_cds_WP_135634167.1_250	26.812	276	330
WP_004766696.1	lcl|NZ_RQFE01000024.1_cds_WP_135634215.1_277	25.000	332	330
WP_004766696.1	lcl|NZ_RQFE01000014.1_cds_WP_135633059.1_3480	25.769	260	330
WP_004766696.1	lcl|NZ_RQFE01000024.1_cds_WP_135634873.1_674	27.439	164	330
WP_004766696.1	lcl|NZ_RQFE01000011.1_cds_WP_135632088.1_1003	23.171	328	330
WP_004766696.1	lcl|NZ_RQFE01000009.1_cds_WP_135631984.1_3226	23.913	322	330
WP_004766696.1	lcl|NZ_RQFE01000014.1_cds_WP_135633039.1_3469	28.676	136	330
WP_004766696.1	lcl|NZ_RQFE01000021.1_cds_WP_135633413.1_3343	28.462	130	330
WP_004766696.1	lcl|NZ_RQFE01000024.1_cds_WP_135634057.1_181	25.837	209	330
WP_004766691.1	lcl|NZ_RQFE01000024.1_cds_WP_135635538.1_533	28.609	381	366
WP_004766691.1	lcl|NZ_RQFE01000014.1_cds_WP_135633091.1_3496	30.618	356	366
WP_004766691.1	lcl|NZ_RQFE01000031.1_cds_WP_135637239.1_2383	28.045	353	366
WP_004766691.1	lcl|NZ_RQFE01000031.1_cds_WP_135636626.1_2028	27.684	177	366
WP_004766642.1	lcl|NZ_RQFE01000014.1_cds_WP_135633091.1_3496	30.959	365	367
WP_004766642.1	lcl|NZ_RQFE01000031.1_cds_WP_135637239.1_2383	28.989	376	367
WP_004766642.1	lcl|NZ_RQFE01000024.1_cds_WP_135635538.1_533	29.630	378	367
WP_004766642.1	lcl|NZ_RQFE01000031.1_cds_WP_135636626.1_2028	26.124	356	367
WP_004766642.1	lcl|NZ_RQFE01000007.1_cds_WP_135631349.1_2421	33.962	106	367
WP_002740998.1	lcl|NZ_RQFE01000031.1_cds_WP_135586449.1_1977	42.387	243	265
WP_016761674.1	lcl|NZ_RQFE01000021.1_cds_WP_135633583.1_3442	35.806	310	310
WP_016761674.1	lcl|NZ_RQFE01000007.1_cds_WP_135631467.1_2493	29.393	313	310
WP_016761674.1	lcl|NZ_RQFE01000011.1_cds_WP_135632427.1_1442	22.053	263	310
WP_016761674.1	lcl|NZ_RQFE01000021.1_cds_WP_135633583.1_3442	35.806	310	310
WP_016761674.1	lcl|NZ_RQFE01000007.1_cds_WP_135631467.1_2493	29.393	313	310
WP_016761674.1	lcl|NZ_RQFE01000011.1_cds_WP_135632427.1_1442	22.053	263	310
WP_001088861.1	lcl|NZ_RQFE01000007.1_cds_WP_135631429.1_2468	39.683	63	144
WP_000517243.1	lcl|NZ_RQFE01000011.1_cds_WP_135632446.1_1463	34.021	97	221
WP_000517243.1	lcl|NZ_RQFE01000031.1_cds_WP_135636919.1_2192	26.897	145	221
WP_000611591.1	lcl|NZ_RQFE01000024.1_cds_WP_135634547.1_471	31.250	144	175
WP_004766685.1	lcl|NZ_RQFE01000014.1_cds_WP_135633069.1_3485	28.889	405	406
WP_004766685.1	lcl|NZ_RQFE01000011.1_cds_WP_135632857.1_1749	22.846	267	406
WP_000980525.1	lcl|NZ_RQFE01000011.1_cds_WP_135632442.1_1457	23.320	253	241
WP_000980525.1	lcl|NZ_RQFE01000024.1_cds_WP_135634609.1_512	23.849	239	241
WP_000980525.1	lcl|NZ_RQFE01000007.1_cds_WP_135631549.1_2544	23.600	250	241
WP_000980525.1	lcl|NZ_RQFE01000031.1_cds_WP_135636479.1_1956	26.289	194	241
WP_000980525.1	lcl|NZ_RQFE01000009.1_cds_WP_135632046.1_3302	30.526	95	241
WP_000980525.1	lcl|NZ_RQFE01000007.1_cds_WP_004787563.1_2474	29.204	113	241
WP_000980525.1	lcl|NZ_RQFE01000024.1_cds_WP_135634662.1_543	31.405	121	241
WP_002106376.1	lcl|NZ_RQFE01000014.1_cds_WP_135633093.1_3497	51.483	573	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135634674.1_552	38.189	254	596
WP_002106376.1	lcl|NZ_RQFE01000031.1_cds_WP_135636913.1_2188	31.218	394	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135634572.1_489	35.526	228	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635240.1_866	34.483	232	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635244.1_868	30.625	320	596
WP_002106376.1	lcl|NZ_RQFE01000026.1_cds_WP_135636071.1_3009	27.164	335	596
WP_002106376.1	lcl|NZ_RQFE01000036.1_cds_WP_135637428.1_3628	30.698	215	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631558.1_2549	27.155	232	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135633837.1_46	26.991	226	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631402.1_2453	30.918	207	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135592366.1_1350	25.217	230	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635193.1_838	30.769	221	596
WP_002106376.1	lcl|NZ_RQFE01000008.1_cds_WP_135631779.1_3738	27.074	229	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635048.1_774	26.484	219	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632488.1_1513	28.571	224	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632378.1_1377	27.014	211	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631661.1_2629	26.852	216	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632177.1_1138	28.054	221	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632139.1_1097	24.775	222	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631662.1_2630	23.600	250	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631662.1_2630	26.452	155	596
WP_002106376.1	lcl|NZ_RQFE01000031.1_cds_WP_135636658.1_2048	28.821	229	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635274.1_886	27.011	174	596
WP_002106376.1	lcl|NZ_RQFE01000026.1_cds_WP_244242032.1_2861	28.000	200	596
WP_002106376.1	lcl|NZ_RQFE01000026.1_cds_WP_135635636.1_2752	27.053	207	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631418.1_2461	26.941	219	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632120.1_1071	25.837	209	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635191.1_837	23.228	254	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632122.1_1073	21.698	212	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135632693.1_1648	25.980	204	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631578.1_2561	23.762	202	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631578.1_2561	27.848	237	596
WP_002106376.1	lcl|NZ_RQFE01000031.1_cds_WP_135636760.1_2101	25.234	214	596
WP_002106376.1	lcl|NZ_RQFE01000008.1_cds_WP_135631806.1_3767	23.305	236	596
WP_002106376.1	lcl|NZ_RQFE01000031.1_cds_WP_135637050.1_2267	21.176	255	596
WP_002106376.1	lcl|NZ_RQFE01000014.1_cds_WP_135633093.1_3497	51.483	573	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135634674.1_552	38.189	254	596
WP_002106376.1	lcl|NZ_RQFE01000031.1_cds_WP_135636913.1_2188	31.218	394	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135634572.1_489	35.526	228	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635240.1_866	34.483	232	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135635244.1_868	30.625	320	596
WP_002106376.1	lcl|NZ_RQFE01000026.1_cds_WP_135636071.1_3009	27.164	335	596
WP_002106376.1	lcl|NZ_RQFE01000036.1_cds_WP_135637428.1_3628	30.698	215	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631558.1_2549	27.155	232	596
WP_002106376.1	lcl|NZ_RQFE01000024.1_cds_WP_135633837.1_46	26.991	226	596
WP_002106376.1	lcl|NZ_RQFE01000007.1_cds_WP_135631402.1_2453	30.918	207	596
WP_002106376.1	lcl|NZ_RQFE01000011.1_cds_WP_135592366.1_1350	25.217	230	596
