WP_004753574.1	lcl|NZ_SORO01000001.1_cds_WP_035983633.1_122	62.821	78	106
WP_004766657.1	lcl|NZ_SORO01000001.1_cds_WP_004783745.1_125	80.323	310	314
WP_004766657.1	lcl|NZ_SORO01000001.1_cds_WP_004786772.1_2429	25.786	318	314
WP_004766657.1	lcl|NZ_SORO01000001.1_cds_WP_004785219.1_2402	27.389	314	314
WP_004766657.1	lcl|NZ_SORO01000001.1_cds_WP_004783859.1_124	22.581	217	314
WP_004766657.1	lcl|NZ_SORO01000002.1_cds_WP_004788049.1_3036	21.965	173	314
WP_000884059.1	lcl|NZ_SORO01000001.1_cds_WP_004788859.1_573	33.065	124	185
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004786772.1_2429	30.892	314	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_020776625.1_1830	30.671	313	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004783859.1_124	27.647	340	329
WP_000646251.1	lcl|NZ_SORO01000002.1_cds_WP_004788049.1_3036	28.739	341	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004785219.1_2402	28.302	318	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004787140.1_2016	26.168	321	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004785041.1_2081	30.159	252	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004783745.1_125	25.157	318	329
WP_000646251.1	lcl|NZ_SORO01000002.1_cds_WP_208325413.1_3047	26.840	231	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004783890.1_178	26.596	282	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004785143.1_2758	25.824	182	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_040917166.1_2482	28.514	249	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004786178.1_2073	23.048	269	329
WP_000646251.1	lcl|NZ_SORO01000001.1_cds_WP_004783983.1_126	24.691	243	329
WP_000774262.1	lcl|NZ_SORO01000001.1_cds_WP_020777677.1_239	23.755	261	267
WP_000774262.1	lcl|NZ_SORO01000001.1_cds_WP_004783685.1_123	26.455	189	267
WP_000774262.1	lcl|NZ_SORO01000001.1_cds_WP_081581548.1_1942	26.901	171	267
WP_000774262.1	lcl|NZ_SORO01000002.1_cds_WP_004787917.1_3035	26.943	193	267
WP_000602734.1	lcl|NZ_SORO01000001.1_cds_WP_004788872.1_551	23.839	323	509
WP_000602734.1	lcl|NZ_SORO01000001.1_cds_WP_004788552.1_550	30.000	110	509
WP_000602734.1	lcl|NZ_SORO01000001.1_cds_WP_004788872.1_551	23.839	323	509
WP_000602734.1	lcl|NZ_SORO01000001.1_cds_WP_004788552.1_550	30.000	110	509
WP_004766696.1	lcl|NZ_SORO01000001.1_cds_WP_020776625.1_1830	24.820	278	330
WP_004766696.1	lcl|NZ_SORO01000001.1_cds_WP_004786772.1_2429	27.536	276	330
WP_004766696.1	lcl|NZ_SORO01000001.1_cds_WP_004785219.1_2402	25.982	331	330
WP_004766696.1	lcl|NZ_SORO01000001.1_cds_WP_004785041.1_2081	29.487	234	330
