WP_004753574.1	lcl|NZ_RQFS01000120.1_cds_WP_135594790.1_1574	64.865	74	106
WP_004766657.1	lcl|NZ_RQFS01000120.1_cds_WP_135594788.1_1575	82.581	310	314
WP_004766657.1	lcl|NZ_RQFS01000167.1_cds_WP_100725791.1_3259	23.765	324	314
WP_004766657.1	lcl|NZ_RQFS01000104.1_cds_WP_135638522.1_3566	22.615	283	314
WP_004766657.1	lcl|NZ_RQFS01000142.1_cds_WP_135675635.1_3578	26.203	187	314
WP_004766657.1	lcl|NZ_RQFS01000104.1_cds_WP_135674754.1_3568	21.927	301	314
WP_004766657.1	lcl|NZ_RQFS01000015.1_cds_WP_100715920.1_2972	22.543	173	314
WP_000884059.1	lcl|NZ_RQFS01000146.1_cds_WP_135652139.1_3440	33.898	177	185
WP_000884059.1	lcl|NZ_RQFS01000126.1_cds_WP_135675317.1_109	31.783	129	185
WP_000646251.1	lcl|NZ_RQFS01000104.1_cds_WP_135638522.1_3566	31.894	301	329
WP_000646251.1	lcl|NZ_RQFS01000104.1_cds_WP_135674754.1_3568	31.475	305	329
WP_000646251.1	lcl|NZ_RQFS01000167.1_cds_WP_100725791.1_3259	30.255	314	329
WP_000646251.1	lcl|NZ_RQFS01000186.1_cds_WP_135676294.1_3027	31.803	305	329
WP_000646251.1	lcl|NZ_RQFS01000015.1_cds_WP_100715920.1_2972	29.326	341	329
WP_000646251.1	lcl|NZ_RQFS01000142.1_cds_WP_135675635.1_3578	27.492	331	329
WP_000646251.1	lcl|NZ_RQFS01000084.1_cds_WP_100725525.1_2752	27.950	322	329
WP_000646251.1	lcl|NZ_RQFS01000132.1_cds_WP_135639720.1_3417	28.981	314	329
WP_000646251.1	lcl|NZ_RQFS01000120.1_cds_WP_135594788.1_1575	28.302	318	329
WP_000646251.1	lcl|NZ_RQFS01000079.1_cds_WP_135674136.1_3016	27.888	251	329
WP_000646251.1	lcl|NZ_RQFS01000135.1_cds_WP_135675578.1_3397	21.723	267	329
WP_000646251.1	lcl|NZ_RQFS01000135.1_cds_WP_135594706.1_3400	34.194	155	329
WP_000646251.1	lcl|NZ_RQFS01000104.1_cds_WP_135594683.1_3570	26.154	260	329
WP_000646251.1	lcl|NZ_RQFS01000061.1_cds_WP_135673990.1_3451	24.275	276	329
WP_000646251.1	lcl|NZ_RQFS01000015.1_cds_WP_208730464.1_2960	24.595	309	329
WP_000646251.1	lcl|NZ_RQFS01000007.1_cds_WP_135673053.1_1849	28.514	249	329
WP_000646251.1	lcl|NZ_RQFS01000077.1_cds_WP_135674099.1_2839	24.460	278	329
WP_000646251.1	lcl|NZ_RQFS01000097.1_cds_WP_135674459.1_754	26.257	179	329
WP_000774262.1	lcl|NZ_RQFS01000104.1_cds_WP_135594689.1_3567	27.350	234	267
WP_000774262.1	lcl|NZ_RQFS01000135.1_cds_WP_135594704.1_3398	27.885	208	267
WP_000774262.1	lcl|NZ_RQFS01000118.1_cds_WP_100727872.1_2909	23.755	261	267
WP_000774262.1	lcl|NZ_RQFS01000130.1_cds_WP_135675432.1_2403	27.011	174	267
WP_000774262.1	lcl|NZ_RQFS01000142.1_cds_WP_135604079.1_3579	25.888	197	267
WP_000774262.1	lcl|NZ_RQFS01000015.1_cds_WP_135673265.1_2973	29.016	193	267
WP_000602734.1	lcl|NZ_RQFS01000126.1_cds_WP_100717124.1_131	25.378	331	509
WP_000602734.1	lcl|NZ_RQFS01000126.1_cds_WP_100717065.1_132	32.759	58	509
WP_000602734.1	lcl|NZ_RQFS01000126.1_cds_WP_100717124.1_131	25.378	331	509
WP_000602734.1	lcl|NZ_RQFS01000126.1_cds_WP_100717065.1_132	32.759	58	509
WP_004766696.1	lcl|NZ_RQFS01000186.1_cds_WP_135676294.1_3027	24.101	278	330
WP_004766696.1	lcl|NZ_RQFS01000079.1_cds_WP_135674136.1_3016	27.925	265	330
WP_004766696.1	lcl|NZ_RQFS01000104.1_cds_WP_135638522.1_3566	24.074	270	330
WP_004766696.1	lcl|NZ_RQFS01000167.1_cds_WP_100725791.1_3259	27.899	276	330
WP_004766696.1	lcl|NZ_RQFS01000132.1_cds_WP_135639720.1_3417	25.786	318	330
WP_004766696.1	lcl|NZ_RQFS01000142.1_cds_WP_135675635.1_3578	24.679	312	330
WP_004766696.1	lcl|NZ_RQFS01000061.1_cds_WP_135673990.1_3451	24.046	262	330
WP_004766696.1	lcl|NZ_RQFS01000104.1_cds_WP_135674754.1_3568	23.485	264	330
WP_004766696.1	lcl|NZ_RQFS01000007.1_cds_WP_135673053.1_1849	25.118	211	330
WP_004766696.1	lcl|NZ_RQFS01000097.1_cds_WP_135674459.1_754	25.210	238	330
WP_004766696.1	lcl|NZ_RQFS01000015.1_cds_WP_100715920.1_2972	22.742	299	330
WP_004766696.1	lcl|NZ_RQFS01000135.1_cds_WP_135675578.1_3397	25.758	132	330
WP_004766696.1	lcl|NZ_RQFS01000120.1_cds_WP_135594788.1_1575	24.118	340	330
WP_004766691.1	lcl|NZ_RQFS01000102.1_cds_WP_100716152.1_557	29.948	384	366
WP_004766691.1	lcl|NZ_RQFS01000146.1_cds_WP_135594735.1_3435	30.056	356	366
WP_004766691.1	lcl|NZ_RQFS01000120.1_cds_WP_135594781.1_1578	30.362	359	366
WP_004766691.1	lcl|NZ_RQFS01000037.1_cds_WP_135673600.1_3527	31.006	358	366
WP_004766691.1	lcl|NZ_RQFS01000089.1_cds_WP_135674261.1_1951	28.612	353	366
WP_004766691.1	lcl|NZ_RQFS01000044.1_cds_WP_100715612.1_1356	23.958	288	366
WP_004766642.1	lcl|NZ_RQFS01000120.1_cds_WP_135594781.1_1578	36.571	350	367
WP_004766642.1	lcl|NZ_RQFS01000037.1_cds_WP_135673600.1_3527	31.161	353	367
WP_004766642.1	lcl|NZ_RQFS01000089.1_cds_WP_135674261.1_1951	29.178	377	367
WP_004766642.1	lcl|NZ_RQFS01000102.1_cds_WP_100716152.1_557	28.836	378	367
WP_004766642.1	lcl|NZ_RQFS01000146.1_cds_WP_135594735.1_3435	24.138	377	367
WP_004766642.1	lcl|NZ_RQFS01000044.1_cds_WP_100715612.1_1356	26.891	357	367
WP_004766642.1	lcl|NZ_RQFS01000165.1_cds_WP_135675870.1_3075	33.019	106	367
WP_002740998.1	lcl|NZ_RQFS01000044.1_cds_WP_100715657.1_1409	42.798	243	265
WP_016761674.1	lcl|NZ_RQFS01000097.1_cds_WP_135603758.1_848	36.452	310	310
WP_016761674.1	lcl|NZ_RQFS01000181.1_cds_WP_135676191.1_2095	29.167	312	310
WP_016761674.1	lcl|NZ_RQFS01000126.1_cds_WP_135675273.1_46	22.433	263	310
WP_016761674.1	lcl|NZ_RQFS01000097.1_cds_WP_135603758.1_848	36.452	310	310
WP_016761674.1	lcl|NZ_RQFS01000181.1_cds_WP_135676191.1_2095	29.167	312	310
WP_016761674.1	lcl|NZ_RQFS01000126.1_cds_WP_135675273.1_46	22.433	263	310
WP_001088861.1	lcl|NZ_RQFS01000181.1_cds_WP_100718959.1_2070	34.862	109	144
WP_000517243.1	lcl|NZ_RQFS01000126.1_cds_WP_135638942.1_28	30.328	122	221
WP_000517243.1	lcl|NZ_RQFS01000012.1_cds_WP_135673183.1_885	27.381	84	221
WP_000611591.1	lcl|NZ_RQFS01000102.1_cds_WP_135605521.1_495	29.452	146	175
WP_004766685.1	lcl|NZ_RQFS01000145.1_cds_WP_135675696.1_713	22.174	230	406
WP_000980525.1	lcl|NZ_RQFS01000126.1_cds_WP_100726665.1_32	25.101	247	241
WP_000980525.1	lcl|NZ_RQFS01000030.1_cds_WP_100715851.1_1583	27.004	237	241
WP_000980525.1	lcl|NZ_RQFS01000102.1_cds_WP_135674697.1_536	24.268	239	241
WP_000980525.1	lcl|NZ_RQFS01000181.1_cds_WP_012389530.1_2076	29.204	113	241
WP_000980525.1	lcl|NZ_RQFS01000102.1_cds_WP_004786786.1_565	31.148	122	241
WP_000980525.1	lcl|NZ_RQFS01000094.1_cds_WP_100717658.1_1140	24.800	250	241
WP_002106376.1	lcl|NZ_RQFS01000120.1_cds_WP_167879885.1_1577	34.225	561	596
WP_002106376.1	lcl|NZ_RQFS01000102.1_cds_WP_135639619.1_574	32.970	367	596
WP_002106376.1	lcl|NZ_RQFS01000040.1_cds_WP_135651700.1_278	30.886	395	596
WP_002106376.1	lcl|NZ_RQFS01000102.1_cds_WP_135674674.1_513	31.511	311	596
WP_002106376.1	lcl|NZ_RQFS01000186.1_cds_WP_135676286.1_3021	34.538	249	596
WP_002106376.1	lcl|NZ_RQFS01000119.1_cds_WP_135675152.1_3338	33.921	227	596
WP_002106376.1	lcl|NZ_RQFS01000160.1_cds_WP_135675845.1_1341	28.295	258	596
WP_002106376.1	lcl|NZ_RQFS01000179.1_cds_WP_135676099.1_1094	29.767	215	596
WP_002106376.1	lcl|NZ_RQFS01000094.1_cds_WP_100717653.1_1145	27.155	232	596
WP_002106376.1	lcl|NZ_RQFS01000126.1_cds_WP_100717123.1_137	25.217	230	596
WP_002106376.1	lcl|NZ_RQFS01000036.1_cds_WP_135673573.1_2504	27.632	228	596
WP_002106376.1	lcl|NZ_RQFS01000134.1_cds_WP_100728022.1_2689	28.378	222	596
WP_002106376.1	lcl|NZ_RQFS01000181.1_cds_WP_100718973.1_2055	28.708	209	596
WP_002106376.1	lcl|NZ_RQFS01000086.1_cds_WP_135674215.1_2954	29.545	220	596
WP_002106376.1	lcl|NZ_RQFS01000118.1_cds_WP_135592251.1_2918	27.273	231	596
WP_002106376.1	lcl|NZ_RQFS01000118.1_cds_WP_100727859.1_2892	25.676	222	596
WP_002106376.1	lcl|NZ_RQFS01000028.1_cds_WP_135673383.1_2656	25.571	219	596
WP_002106376.1	lcl|NZ_RQFS01000183.1_cds_WP_100716774.1_2340	27.679	224	596
WP_002106376.1	lcl|NZ_RQFS01000052.1_cds_WP_135673927.1_3427	29.646	226	596
WP_002106376.1	lcl|NZ_RQFS01000094.1_cds_WP_100727059.1_1223	23.600	250	596
WP_002106376.1	lcl|NZ_RQFS01000094.1_cds_WP_100727059.1_1223	26.452	155	596
WP_002106376.1	lcl|NZ_RQFS01000181.1_cds_WP_100718965.1_2063	29.224	219	596
WP_002106376.1	lcl|NZ_RQFS01000126.1_cds_WP_246834656.1_110	25.116	215	596
WP_002106376.1	lcl|NZ_RQFS01000040.1_cds_WP_135594505.1_407	27.511	229	596
WP_002106376.1	lcl|NZ_RQFS01000040.1_cds_WP_135594505.1_407	25.134	187	596
WP_002106376.1	lcl|NZ_RQFS01000143.1_cds_WP_135675643.1_3612	25.359	209	596
WP_002106376.1	lcl|NZ_RQFS01000118.1_cds_WP_135675148.1_2916	23.445	209	596
