WP_004753574.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790840.1_2537	62.821	78	106
WP_004766657.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790839.1_2536	79.677	310	314
WP_004766657.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789090.1_330	26.852	324	314
WP_004766657.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789115.1_358	24.233	326	314
WP_004766657.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790837.1_2533	22.744	277	314
WP_004766657.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	26.111	180	314
WP_004766657.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792235.1_788	21.965	173	314
WP_004766657.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789625.1_1240	23.220	323	314
WP_000884059.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790120.1_1752	30.909	165	185
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790837.1_2533	32.515	326	329
WP_000646251.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789115.1_358	31.210	314	329
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	29.129	333	329
WP_000646251.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789625.1_1240	30.671	313	329
WP_000646251.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792235.1_788	29.032	341	329
WP_000646251.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789476.1_1069	28.483	323	329
WP_000646251.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789090.1_330	27.974	311	329
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790823.1_2517	27.854	219	329
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790839.1_2536	26.730	318	329
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790960.1_2501	27.737	274	329
WP_000646251.1	lcl|NZ_NPDQ01000011.1_cds_WP_208861468.1_799	26.840	231	329
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790776.1_2468	26.277	274	329
WP_000646251.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789422.1_421	28.800	250	329
WP_000646251.1	lcl|NZ_NPDQ01000010.1_cds_WP_100792189.1_705	26.374	182	329
WP_000646251.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790807.1_2499	22.973	222	329
WP_000774262.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790833.1_2528	26.190	252	267
WP_000774262.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790739.1_2407	23.755	261	267
WP_000774262.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788841.1_50	39.560	91	267
WP_000774262.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790790.1_2482	24.623	199	267
WP_000774262.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789531.1_1134	26.316	171	267
WP_000774262.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792234.1_787	25.510	196	267
WP_000602734.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790496.1_1730	24.845	322	509
WP_000602734.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790101.1_1729	31.818	110	509
WP_000602734.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790496.1_1730	24.845	322	509
WP_000602734.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790101.1_1729	31.818	110	509
WP_004766696.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790837.1_2533	27.138	269	330
WP_004766696.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789625.1_1240	25.180	278	330
WP_004766696.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789090.1_330	25.904	332	330
WP_004766696.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789115.1_358	27.174	276	330
WP_004766696.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790791.1_2483	23.476	328	330
WP_004766696.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789486.1_1082	27.586	174	330
WP_004766696.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790823.1_2517	23.744	219	330
WP_004766696.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789422.1_421	26.570	207	330
WP_004766696.1	lcl|NZ_NPDQ01000011.1_cds_WP_100792235.1_788	23.529	323	330
WP_004766696.1	lcl|NZ_NPDQ01000010.1_cds_WP_100792189.1_705	24.359	234	330
WP_004766691.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788870.1_86	29.396	381	366
WP_004766691.1	lcl|NZ_NPDQ01000006.1_cds_WP_100791495.1_3209	28.895	353	366
WP_004766691.1	lcl|NZ_NPDQ01000004.1_cds_WP_208861425.1_2532	34.956	226	366
WP_004766642.1	lcl|NZ_NPDQ01000006.1_cds_WP_100791495.1_3209	30.079	379	367
WP_004766642.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788870.1_86	29.101	378	367
WP_004766642.1	lcl|NZ_NPDQ01000004.1_cds_WP_208861425.1_2532	30.323	310	367
WP_004766642.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789913.1_1562	25.490	357	367
WP_004766642.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791555.1_3249	35.106	94	367
WP_002740998.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789867.1_1509	42.798	243	265
WP_016761674.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789346.1_619	36.129	310	310
WP_016761674.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791618.1_3321	28.896	308	310
WP_016761674.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790179.1_1821	22.814	263	310
WP_016761674.1	lcl|NZ_NPDQ01000001.1_cds_WP_100789346.1_619	36.129	310	310
WP_016761674.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791618.1_3321	28.896	308	310
WP_016761674.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790179.1_1821	22.814	263	310
WP_001088861.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791596.1_3295	39.683	63	144
WP_000517243.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790198.1_1845	32.540	126	221
WP_000611591.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788923.1_147	32.090	134	175
WP_004766685.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790447.1_2130	24.057	212	406
WP_000980525.1	lcl|NZ_NPDQ01000004.1_cds_WP_100790962.1_2521	25.194	258	241
WP_000980525.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790193.1_1839	22.892	249	241
WP_000980525.1	lcl|NZ_NPDQ01000003.1_cds_WP_100790340.1_2003	36.275	102	241
WP_000980525.1	lcl|NZ_NPDQ01000001.1_cds_WP_100788887.1_107	24.268	239	241
WP_000980525.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791656.1_3364	23.200	250	241
WP_000980525.1	lcl|NZ_NPDQ01000008.1_cds_WP_100791946.1_3658	24.790	238	241
WP_000980525.1	lcl|NZ_NPDQ01000007.1_cds_WP_100791602.1_3302	31.868	91	241
WP_000980525.1	lcl|NZ_NPDQ01000001.1_cds_WP_002972927.1_75	31.707	123	241
WP_000980525.1	lcl|NZ_NPDQ01000002.1_cds_WP_100789846.1_1486	25.714	175	241
WP_000206940.1	lcl|NZ_NPDQ01000011.1_cds_WP_100734528.1_808	22.830	311	349
WP_000206940.1	lcl|NZ_NPDQ01000011.1_cds_WP_100734528.1_808	22.830	311	349
