WP_004753574.1	lcl|NZ_JADDVH010000006.1_cds_WP_002725873.1_3054	89.535	86	106
WP_004766657.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	92.357	314	314
WP_004766657.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	24.534	322	314
WP_004766657.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	25.651	269	314
WP_004766657.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	23.592	284	314
WP_004766657.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	21.387	173	314
WP_004766657.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	27.094	203	314
WP_262052077.1	lcl|NZ_JADDVH010000006.1_cds_WP_026054882.1_3052	85.753	365	365
WP_000884059.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733646.1_3051	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVH010000003.1_cds_WP_002721790.1_1968	36.301	146	185
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	98.480	329	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	31.343	335	329
WP_000646251.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	29.841	315	329
WP_000646251.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	31.190	311	329
WP_000646251.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	27.273	341	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733638.1_3013	27.586	348	329
WP_000646251.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728316.1_3103	28.182	330	329
WP_000646251.1	lcl|NZ_JADDVH010000073.1_cds_WP_002741146.1_3080	29.167	312	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733546.1_2984	25.373	268	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740721.1_3047	28.990	307	329
WP_000646251.1	lcl|NZ_JADDVH010000008.1_cds_WP_002732331.1_3233	25.959	339	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002744551.1_3019	28.889	270	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	27.309	249	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733698.1_2976	26.642	274	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	23.659	317	329
WP_000646251.1	lcl|NZ_JADDVH010000057.1_cds_WP_002740236.1_2658	26.592	267	329
WP_000646251.1	lcl|NZ_JADDVH010000004.1_cds_WP_002721725.1_2392	25.223	337	329
WP_000646251.1	lcl|NZ_JADDVH010000004.1_cds_WP_002739935.1_2480	27.711	249	329
WP_000646251.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733757.1_2986	31.034	174	329
WP_000774262.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733627.1_3049	92.884	267	267
WP_000774262.1	lcl|NZ_JADDVH010000006.1_cds_WP_002738295.1_2987	24.701	251	267
WP_000774262.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740926.1_3008	25.541	231	267
WP_000774262.1	lcl|NZ_JADDVH010000006.1_cds_WP_002727921.1_2958	26.455	189	267
WP_000774262.1	lcl|NZ_JADDVH010000026.1_cds_WP_002729040.1_1273	33.636	110	267
WP_000774262.1	lcl|NZ_JADDVH010000014.1_cds_WP_002729513.1_439	26.455	189	267
WP_000774262.1	lcl|NZ_JADDVH010000002.1_cds_WP_002766579.1_1546	26.344	186	267
WP_000602734.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740779.1_3048	96.660	509	509
WP_000602734.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728536.1_2744	27.103	321	509
WP_000602734.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728534.1_2745	31.111	90	509
WP_000602734.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740779.1_3048	96.660	509	509
WP_000602734.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728536.1_2744	27.103	321	509
WP_000602734.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728534.1_2745	31.111	90	509
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740721.1_3047	94.848	330	330
WP_004766696.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	26.740	273	330
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	29.316	307	330
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	30.317	221	330
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	26.498	317	330
WP_004766696.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	27.425	299	330
WP_004766696.1	lcl|NZ_JADDVH010000008.1_cds_WP_002732331.1_3233	27.193	228	330
WP_004766696.1	lcl|NZ_JADDVH010000004.1_cds_WP_002721725.1_2392	24.898	245	330
WP_004766696.1	lcl|NZ_JADDVH010000073.1_cds_WP_002741146.1_3080	26.498	317	330
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733546.1_2984	25.461	271	330
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733638.1_3013	25.965	285	330
WP_004766696.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	25.153	326	330
WP_004766696.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	24.648	142	330
WP_004766696.1	lcl|NZ_JADDVH010000038.1_cds_WP_002739707.1_1905	25.781	128	330
WP_004766696.1	lcl|NZ_JADDVH010000057.1_cds_WP_002740236.1_2658	26.337	243	330
WP_004766691.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740826.1_3046	95.902	366	366
WP_004766691.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740861.1_3045	39.726	365	366
WP_004766691.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733737.1_3025	33.898	354	366
WP_004766691.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740294.1_2965	32.861	353	366
WP_004766691.1	lcl|NZ_JADDVH010000026.1_cds_WP_002728994.1_1267	28.042	378	366
WP_004766691.1	lcl|NZ_JADDVH010000007.1_cds_WP_002738884.1_3150	30.194	361	366
WP_004766691.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733599.1_3012	25.770	357	366
WP_004766691.1	lcl|NZ_JADDVH010000008.1_cds_WP_002724641.1_3234	30.270	185	366
WP_004766642.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740861.1_3045	98.093	367	367
WP_004766642.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740826.1_3046	39.452	365	367
WP_004766642.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733737.1_3025	40.111	359	367
WP_004766642.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740294.1_2965	35.694	353	367
WP_004766642.1	lcl|NZ_JADDVH010000007.1_cds_WP_002738884.1_3150	33.858	381	367
WP_004766642.1	lcl|NZ_JADDVH010000026.1_cds_WP_002728994.1_1267	30.319	376	367
WP_004766642.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733599.1_3012	30.508	354	367
WP_004766642.1	lcl|NZ_JADDVH010000008.1_cds_WP_002724641.1_3234	25.000	352	367
WP_004766692.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740729.1_3044	99.081	544	544
WP_004766692.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740729.1_3044	99.081	544	544
WP_002740998.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740998.1_3043	100.000	265	265
WP_002740998.1	lcl|NZ_JADDVH010000002.1_cds_WP_002742191.1_1577	45.679	243	265
WP_016761674.1	lcl|NZ_JADDVH010000006.1_cds_WP_032853071.1_3042	99.355	310	310
WP_016761674.1	lcl|NZ_JADDVH010000036.1_cds_WP_002741402.1_1828	37.829	304	310
WP_016761674.1	lcl|NZ_JADDVH010000021.1_cds_WP_002727287.1_988	27.586	290	310
WP_016761674.1	lcl|NZ_JADDVH010000003.1_cds_WP_002727177.1_2019	24.887	221	310
WP_016761674.1	lcl|NZ_JADDVH010000006.1_cds_WP_032853071.1_3042	99.355	310	310
WP_016761674.1	lcl|NZ_JADDVH010000036.1_cds_WP_002741402.1_1828	37.829	304	310
WP_016761674.1	lcl|NZ_JADDVH010000021.1_cds_WP_002727287.1_988	27.586	290	310
WP_016761674.1	lcl|NZ_JADDVH010000003.1_cds_WP_002727177.1_2019	24.887	221	310
WP_000479982.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740848.1_3041	93.182	264	264
WP_000715956.1	lcl|NZ_JADDVH010000006.1_cds_WP_032853450.1_3040	95.349	129	131
WP_001088861.1	lcl|NZ_JADDVH010000006.1_cds_WP_004777167.1_3039	98.611	144	144
WP_001088861.1	lcl|NZ_JADDVH010000021.1_cds_WP_026054147.1_979	39.683	63	144
WP_000517243.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740917.1_3038	95.023	221	221
WP_000517243.1	lcl|NZ_JADDVH010000018.1_cds_WP_011671435.1_695	26.923	78	221
WP_000517243.1	lcl|NZ_JADDVH010000040.1_cds_WP_002727076.1_2105	30.000	110	221
