WP_004753574.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135633099.1_3576	62.821	78	106
WP_004766657.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135633097.1_3575	79.032	310	314
WP_004766657.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390701.1_999	24.540	326	314
WP_004766657.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392300.1_3572	23.529	238	314
WP_004766657.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634215.1_1026	26.752	314	314
WP_004766657.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392244.1_3514	26.667	180	314
WP_004766657.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392272.1_3542	23.581	229	314
WP_004766657.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391932.1_2954	21.965	173	314
WP_004766657.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391083.1_1604	23.006	326	314
WP_000884059.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135632379.1_2809	30.909	165	185
WP_000646251.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390701.1_999	31.210	314	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392300.1_3572	30.503	318	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392244.1_3514	29.429	333	329
WP_000646251.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391083.1_1604	30.645	310	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391932.1_2954	29.032	341	329
WP_000646251.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634855.1_1411	27.628	333	329
WP_000646251.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634215.1_1026	27.331	311	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392272.1_3542	24.375	320	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135633097.1_3575	26.415	318	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392264.1_3534	26.104	249	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392269.1_3539	29.348	184	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391926.1_2943	26.840	231	329
WP_000646251.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392230.1_3498	25.373	268	329
WP_000646251.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135633413.1_635	27.374	179	329
WP_000646251.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390656.1_929	28.112	249	329
WP_000774262.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392293.1_3565	24.201	219	267
WP_000774262.1	lcl|NZ_JAMQQA010000002.1_cds_WP_135632129.1_3437	23.755	261	267
WP_000774262.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392270.1_3540	22.170	212	267
WP_000774262.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392243.1_3513	24.365	197	267
WP_000774262.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135635001.1_1495	27.545	167	267
WP_000774262.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391933.1_2955	25.510	196	267
WP_000602734.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391861.1_2831	24.611	321	509
WP_000602734.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391862.1_2832	32.727	110	509
WP_000602734.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391861.1_2831	24.611	321	509
WP_000602734.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391862.1_2832	32.727	110	509
WP_004766696.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392300.1_3572	28.676	272	330
WP_004766696.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391083.1_1604	25.540	278	330
WP_004766696.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392272.1_3542	25.962	312	330
WP_004766696.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390701.1_999	26.812	276	330
WP_004766696.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135634215.1_1026	25.000	332	330
WP_004766696.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390970.1_1424	29.091	165	330
WP_004766696.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392269.1_3539	23.871	310	330
WP_004766696.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392244.1_3514	23.476	328	330
WP_004766696.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391932.1_2954	23.529	323	330
WP_004766696.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135633413.1_635	28.462	130	330
WP_004766696.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390656.1_929	25.837	209	330
WP_004766691.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390875.1_1280	28.646	384	366
WP_004766691.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392281.1_3551	34.643	280	366
WP_004766691.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392286.1_3558	31.675	382	366
WP_004766691.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391508.1_2307	28.451	355	366
WP_004766691.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392299.1_3571	35.751	193	366
WP_004766691.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391291.1_1947	27.933	179	366
WP_004766642.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392286.1_3558	34.444	360	367
WP_004766642.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392281.1_3551	39.310	290	367
WP_004766642.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391508.1_2307	28.723	376	367
WP_004766642.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390875.1_1280	29.630	378	367
WP_004766642.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265392299.1_3571	33.992	253	367
WP_004766642.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391291.1_1947	25.770	357	367
WP_004766642.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390244.1_301	33.962	106	367
WP_002740998.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135586449.1_1894	42.387	243	265
WP_016761674.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135633583.1_730	35.806	310	310
WP_016761674.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390278.1_373	29.393	313	310
WP_016761674.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391818.1_2745	21.673	263	310
WP_016761674.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135633583.1_730	35.806	310	310
WP_016761674.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265390278.1_373	29.393	313	310
WP_016761674.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391818.1_2745	21.673	263	310
WP_001088861.1	lcl|NZ_JAMQQA010000001.1_cds_WP_135631429.1_348	39.683	63	144
WP_000517243.1	lcl|NZ_JAMQQA010000002.1_cds_WP_265391782.1_2701	35.052	97	221
WP_000517243.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391383.1_2106	25.714	140	221
WP_000517243.1	lcl|NZ_JAMQQA010000001.1_cds_WP_265391222.1_1834	30.769	78	221
