WP_004753574.1	lcl|NZ_AOHB02000041.1_cds_WP_004462903.1_1932	93.023	86	106
WP_004766657.1	lcl|NZ_AOHB02000041.1_cds_WP_004462901.1_1931	91.290	310	314
WP_004766657.1	lcl|NZ_AOHB02000053.1_cds_WP_004461583.1_884	24.691	324	314
WP_004766657.1	lcl|NZ_AOHB02000061.1_cds_WP_004484594.1_308	25.000	332	314
WP_004766657.1	lcl|NZ_AOHB02000041.1_cds_WP_004462153.1_1853	23.345	287	314
WP_004766657.1	lcl|NZ_AOHB02000041.1_cds_WP_004462127.1_1913	21.014	276	314
WP_004766657.1	lcl|NZ_AOHB02000004.1_cds_WP_004459510.1_3460	21.387	173	314
WP_000884059.1	lcl|NZ_AOHB02000044.1_cds_WP_004460143.1_1515	35.616	146	185
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_004462894.1_1928	31.214	346	329
WP_000646251.1	lcl|NZ_AOHB02000019.1_cds_WP_004461234.1_2710	32.797	311	329
WP_000646251.1	lcl|NZ_AOHB02000053.1_cds_WP_004461583.1_884	29.524	315	329
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_004462153.1_1853	31.045	335	329
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_004462127.1_1913	30.769	299	329
WP_000646251.1	lcl|NZ_AOHB02000004.1_cds_WP_004459510.1_3460	27.381	336	329
WP_000646251.1	lcl|NZ_AOHB02000061.1_cds_WP_004484594.1_308	28.882	322	329
WP_000646251.1	lcl|NZ_AOHB02000019.1_cds_WP_004461242.1_2713	28.788	330	329
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_016551824.1_1879	25.000	268	329
WP_000646251.1	lcl|NZ_AOHB02000009.1_cds_WP_032920871.1_3191	25.217	345	329
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_004462901.1_1931	26.296	270	329
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_016551794.1_1871	25.630	238	329
WP_000646251.1	lcl|NZ_AOHB02000010.1_cds_WP_004483289.1_3066	26.718	262	329
WP_000646251.1	lcl|NZ_AOHB02000053.1_cds_WP_004459168.1_785	24.773	331	329
WP_000646251.1	lcl|NZ_AOHB02000009.1_cds_WP_004459320.1_3241	27.273	286	329
WP_000646251.1	lcl|NZ_AOHB02000041.1_cds_WP_004479573.1_1881	30.460	174	329
WP_000774262.1	lcl|NZ_AOHB02000041.1_cds_WP_004462133.1_1908	24.742	194	267
WP_000774262.1	lcl|NZ_AOHB02000041.1_cds_WP_004477718.1_1882	26.442	208	267
WP_000774262.1	lcl|NZ_AOHB02000004.1_cds_WP_004459452.1_3426	36.441	118	267
WP_000774262.1	lcl|NZ_AOHB02000041.1_cds_WP_004462154.1_1852	25.789	190	267
WP_000774262.1	lcl|NZ_AOHB02000004.1_cds_WP_016551523.1_3461	26.943	193	267
WP_000774262.1	lcl|NZ_AOHB02000019.1_cds_WP_016754360.1_2681	27.957	186	267
WP_000602734.1	lcl|NZ_AOHB02000030.1_cds_WP_004463881.1_2303	27.385	325	509
WP_000602734.1	lcl|NZ_AOHB02000030.1_cds_WP_004460640.1_2302	33.333	90	509
WP_000602734.1	lcl|NZ_AOHB02000030.1_cds_WP_004463881.1_2303	27.385	325	509
WP_000602734.1	lcl|NZ_AOHB02000030.1_cds_WP_004460640.1_2302	33.333	90	509
WP_004766696.1	lcl|NZ_AOHB02000019.1_cds_WP_004461234.1_2710	26.007	273	330
WP_004766696.1	lcl|NZ_AOHB02000041.1_cds_WP_004462127.1_1913	24.164	269	330
WP_004766696.1	lcl|NZ_AOHB02000053.1_cds_WP_004461583.1_884	28.261	276	330
WP_004766696.1	lcl|NZ_AOHB02000041.1_cds_WP_004462153.1_1853	26.048	334	330
WP_004766696.1	lcl|NZ_AOHB02000041.1_cds_WP_004462894.1_1928	27.586	232	330
WP_004766696.1	lcl|NZ_AOHB02000009.1_cds_WP_032920871.1_3191	25.969	258	330
WP_004766696.1	lcl|NZ_AOHB02000053.1_cds_WP_004459168.1_785	25.103	243	330
WP_004766696.1	lcl|NZ_AOHB02000061.1_cds_WP_004484594.1_308	28.455	246	330
WP_004766696.1	lcl|NZ_AOHB02000041.1_cds_WP_016551824.1_1879	24.723	271	330
WP_004766696.1	lcl|NZ_AOHB02000004.1_cds_WP_004459510.1_3460	25.180	139	330
WP_004766696.1	lcl|NZ_AOHB02000041.1_cds_WP_004462901.1_1931	24.620	329	330
WP_004766696.1	lcl|NZ_AOHB02000010.1_cds_WP_004483289.1_3066	28.462	130	330
WP_004766691.1	lcl|NZ_AOHB02000041.1_cds_WP_004462146.1_1860	32.861	353	366
WP_004766691.1	lcl|NZ_AOHB02000004.1_cds_WP_004459441.1_3420	28.457	376	366
WP_004766691.1	lcl|NZ_AOHB02000041.1_cds_WP_004483440.1_1901	31.921	354	366
WP_004766691.1	lcl|NZ_AOHB02000026.1_cds_WP_004457542.1_2428	30.362	359	366
WP_004766691.1	lcl|NZ_AOHB02000041.1_cds_WP_004462128.1_1912	25.978	358	366
