WP_004753574.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000340715.1_939	94.186	86	106
WP_004766657.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000410273.1_940	96.497	314	314
WP_004766657.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000093099.1_960	46.988	83	314
WP_004766657.1	lcl|NZ_JAGGCE010000005.1_cds_WP_000744700.1_826	25.076	331	314
WP_004766657.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000646250.1_943	26.022	269	314
WP_004766657.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000723090.1_1022	23.024	291	314
WP_004766657.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000600889.1_969	23.118	186	314
WP_262052077.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000604524.1_941	97.534	365	365
WP_000884059.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000884059.1_942	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCE010000009.1_cds_WP_000351733.1_1341	40.000	140	185
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000646250.1_943	99.392	329	329
WP_000646251.1	lcl|NZ_JAGGCE010000005.1_cds_WP_000744700.1_826	32.063	315	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000723090.1_1022	31.045	335	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000600889.1_969	31.677	322	329
WP_000646251.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001984071.1_2767	31.803	305	329
WP_000646251.1	lcl|NZ_JAGGCE010000008.1_cds_WP_000649925.1_1233	30.183	328	329
WP_000646251.1	lcl|NZ_JAGGCE010000065.1_cds_WP_000709511.1_3669	29.730	333	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000601375.1_996	24.415	299	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001067557.1_946	28.990	307	329
WP_000646251.1	lcl|NZ_JAGGCE010000029.1_cds_WP_000688695.1_2746	29.329	283	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000475904.1_1005	27.372	274	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000410273.1_940	25.705	319	329
WP_000646251.1	lcl|NZ_JAGGCE010000004.1_cds_WP_001074785.1_672	29.434	265	329
WP_000646251.1	lcl|NZ_JAGGCE010000019.1_cds_WP_001003555.1_2236	25.148	338	329
WP_000646251.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000487322.1_994	27.077	325	329
WP_000774262.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000774262.1_944	99.625	267	267
WP_000774262.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000859505.1_993	26.639	244	267
WP_000774262.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000800438.1_974	25.328	229	267
WP_000774262.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000842260.1_1023	26.316	190	267
WP_000774262.1	lcl|NZ_JAGGCE010000028.1_cds_WP_000667727.1_2695	31.818	110	267
WP_000774262.1	lcl|NZ_JAGGCE010000020.1_cds_WP_000805357.1_2279	33.645	107	267
WP_000602734.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000612797.1_945	97.839	509	509
WP_000602734.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000291591.1_748	26.911	327	509
WP_000602734.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000364507.1_747	31.111	90	509
WP_000602734.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000612797.1_945	97.839	509	509
WP_000602734.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000291591.1_748	26.911	327	509
WP_000602734.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000364507.1_747	31.111	90	509
WP_004766696.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001067557.1_946	99.697	330	330
WP_004766696.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000600889.1_969	26.692	266	330
WP_004766696.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000646250.1_943	28.990	307	330
WP_004766696.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001984071.1_2767	25.735	272	330
WP_004766696.1	lcl|NZ_JAGGCE010000005.1_cds_WP_000744700.1_826	26.812	276	330
WP_004766696.1	lcl|NZ_JAGGCE010000019.1_cds_WP_001003555.1_2236	28.395	243	330
WP_004766696.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000723090.1_1022	23.724	333	330
WP_004766696.1	lcl|NZ_JAGGCE010000008.1_cds_WP_000649925.1_1233	28.854	253	330
WP_004766696.1	lcl|NZ_JAGGCE010000029.1_cds_WP_000688695.1_2746	25.681	257	330
WP_004766696.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000601375.1_996	26.740	273	330
WP_004766696.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000410273.1_940	25.305	328	330
WP_004766691.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001198107.1_947	98.907	366	366
WP_004766691.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000608295.1_948	40.000	365	366
WP_004766691.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000575178.1_1016	34.540	359	366
WP_004766691.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001281953.1_2732	27.704	379	366
WP_004766691.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000346036.1_977	28.090	356	366
WP_004766691.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000582222.1_958	31.389	360	366
WP_004766691.1	lcl|NZ_JAGGCE010000002.1_cds_WP_000538752.1_340	29.412	357	366
WP_004766691.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000947844.1_970	26.667	345	366
WP_004766691.1	lcl|NZ_JAGGCE010000007.1_cds_WP_001982414.1_1166	31.579	190	366
WP_004766642.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000608295.1_948	95.640	367	367
WP_004766642.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001198107.1_947	39.178	365	367
WP_004766642.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000575178.1_1016	36.314	369	367
WP_004766642.1	lcl|NZ_JAGGCE010000002.1_cds_WP_000538752.1_340	31.016	374	367
WP_004766642.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000582222.1_958	36.000	325	367
WP_004766642.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001281953.1_2732	30.688	378	367
WP_004766642.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000346036.1_977	24.665	373	367
WP_004766642.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000947844.1_970	26.124	356	367
WP_004766642.1	lcl|NZ_JAGGCE010000007.1_cds_WP_001982414.1_1166	24.432	352	367
WP_004766692.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000689743.1_949	91.912	544	544
WP_004766692.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000689743.1_949	91.912	544	544
WP_002740998.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000342713.1_950	94.340	265	265
WP_002740998.1	lcl|NZ_JAGGCE010000059.1_cds_WP_001002663.1_3608	46.091	243	265
