WP_004753574.1	lcl|NZ_AOUW01000022.1_cds_WP_002733653.1_3107	88.372	86	106
WP_004766657.1	lcl|NZ_AOUW01000022.1_cds_WP_002733579.1_3106	92.357	314	314
WP_004766657.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	24.534	322	314
WP_004766657.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	25.651	269	314
WP_004766657.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	23.592	284	314
WP_004766657.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	21.387	173	314
WP_004766657.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	27.094	203	314
WP_262052077.1	lcl|NZ_AOUW01000022.1_cds_WP_026054882.1_3105	85.753	365	365
WP_000884059.1	lcl|NZ_AOUW01000022.1_cds_WP_002733646.1_3104	95.676	185	185
WP_000884059.1	lcl|NZ_AOUW01000043.1_cds_WP_002721790.1_2395	36.301	146	185
WP_000646251.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	98.480	329	329
WP_000646251.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	30.746	335	329
WP_000646251.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	29.841	315	329
WP_000646251.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	31.190	311	329
WP_000646251.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	27.273	341	329
WP_000646251.1	lcl|NZ_AOUW01000031.1_cds_WP_002733638.1_2758	27.586	348	329
WP_000646251.1	lcl|NZ_AOUW01000009.1_cds_WP_002735602.1_3264	28.182	330	329
WP_000646251.1	lcl|NZ_AOUW01000027.1_cds_WP_002732362.1_2923	29.167	312	329
WP_000646251.1	lcl|NZ_AOUW01000031.1_cds_WP_002733546.1_2724	25.373	268	329
WP_000646251.1	lcl|NZ_AOUW01000022.1_cds_WP_016749079.1_3100	28.990	307	329
WP_000646251.1	lcl|NZ_AOUW01000073.1_cds_WP_002732331.1_1035	25.959	339	329
WP_000646251.1	lcl|NZ_AOUW01000031.1_cds_WP_002744551.1_2764	28.889	270	329
WP_000646251.1	lcl|NZ_AOUW01000022.1_cds_WP_002733579.1_3106	27.309	249	329
WP_000646251.1	lcl|NZ_AOUW01000031.1_cds_WP_002733698.1_2716	26.642	274	329
WP_000646251.1	lcl|NZ_AOUW01000031.1_cds_WP_016749081.1_2766	23.659	317	329
WP_000646251.1	lcl|NZ_AOUW01000077.1_cds_WP_002728462.1_556	26.592	267	329
WP_000646251.1	lcl|NZ_AOUW01000065.1_cds_WP_002732574.1_1385	24.924	329	329
WP_000646251.1	lcl|NZ_AOUW01000075.1_cds_WP_002728696.1_715	27.309	249	329
WP_000646251.1	lcl|NZ_AOUW01000031.1_cds_WP_002733757.1_2726	31.034	174	329
WP_000774262.1	lcl|NZ_AOUW01000022.1_cds_WP_002733627.1_3102	92.884	267	267
WP_000774262.1	lcl|NZ_AOUW01000031.1_cds_WP_002733554.1_2727	24.590	244	267
WP_000774262.1	lcl|NZ_AOUW01000031.1_cds_WP_002733775.1_2753	25.108	231	267
WP_000774262.1	lcl|NZ_AOUW01000045.1_cds_WP_002727921.1_2336	26.455	189	267
WP_000774262.1	lcl|NZ_AOUW01000088.1_cds_WP_002729040.1_29	33.636	110	267
WP_000774262.1	lcl|NZ_AOUW01000087.1_cds_WP_002729513.1_141	26.455	189	267
WP_000774262.1	lcl|NZ_AOUW01000079.1_cds_WP_002766579.1_344	26.344	186	267
WP_000602734.1	lcl|NZ_AOUW01000022.1_cds_WP_002738292.1_3101	96.857	509	509
WP_000602734.1	lcl|NZ_AOUW01000077.1_cds_WP_002728536.1_483	27.103	321	509
WP_000602734.1	lcl|NZ_AOUW01000077.1_cds_WP_002728534.1_484	31.111	90	509
WP_000602734.1	lcl|NZ_AOUW01000022.1_cds_WP_002738292.1_3101	96.857	509	509
WP_000602734.1	lcl|NZ_AOUW01000077.1_cds_WP_002728536.1_483	27.103	321	509
WP_000602734.1	lcl|NZ_AOUW01000077.1_cds_WP_002728534.1_484	31.111	90	509
WP_004766696.1	lcl|NZ_AOUW01000022.1_cds_WP_016749079.1_3100	94.545	330	330
WP_004766696.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	26.740	273	330
WP_004766696.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	29.316	307	330
WP_004766696.1	lcl|NZ_AOUW01000031.1_cds_WP_016749081.1_2766	30.317	221	330
WP_004766696.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	26.498	317	330
WP_004766696.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	27.425	299	330
WP_004766696.1	lcl|NZ_AOUW01000073.1_cds_WP_002732331.1_1035	27.193	228	330
WP_004766696.1	lcl|NZ_AOUW01000065.1_cds_WP_002732574.1_1385	24.898	245	330
WP_004766696.1	lcl|NZ_AOUW01000027.1_cds_WP_002732362.1_2923	27.554	323	330
WP_004766696.1	lcl|NZ_AOUW01000031.1_cds_WP_002733546.1_2724	25.461	271	330
WP_004766696.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	25.352	142	330
WP_004766696.1	lcl|NZ_AOUW01000031.1_cds_WP_002733638.1_2758	25.965	285	330
WP_004766696.1	lcl|NZ_AOUW01000022.1_cds_WP_002733579.1_3106	25.153	326	330
WP_004766696.1	lcl|NZ_AOUW01000077.1_cds_WP_002728462.1_556	26.337	243	330
WP_004766696.1	lcl|NZ_AOUW01000055.1_cds_WP_002739707.1_1975	25.781	128	330
WP_004766691.1	lcl|NZ_AOUW01000031.1_cds_WP_002733737.1_2770	33.898	354	366
WP_004766691.1	lcl|NZ_AOUW01000045.1_cds_WP_002733556.1_2343	32.861	353	366
WP_004766691.1	lcl|NZ_AOUW01000088.1_cds_WP_002728994.1_35	28.042	378	366
WP_004766691.1	lcl|NZ_AOUW01000022.1_cds_WP_002733587.1_3089	31.373	357	366
WP_004766691.1	lcl|NZ_AOUW01000031.1_cds_WP_002733730.1_2750	26.966	356	366
WP_004766691.1	lcl|NZ_AOUW01000028.1_cds_WP_002724694.1_2866	30.194	361	366
WP_004766691.1	lcl|NZ_AOUW01000031.1_cds_WP_002733599.1_2757	25.770	357	366
WP_004766691.1	lcl|NZ_AOUW01000073.1_cds_WP_002724641.1_1034	30.270	185	366
WP_004766642.1	lcl|NZ_AOUW01000031.1_cds_WP_002733737.1_2770	40.111	359	367
WP_004766642.1	lcl|NZ_AOUW01000045.1_cds_WP_002733556.1_2343	35.772	369	367
WP_004766642.1	lcl|NZ_AOUW01000028.1_cds_WP_002724694.1_2866	34.121	381	367
WP_004766642.1	lcl|NZ_AOUW01000022.1_cds_WP_002733587.1_3089	41.048	229	367
WP_004766642.1	lcl|NZ_AOUW01000088.1_cds_WP_002728994.1_35	30.319	376	367
WP_004766642.1	lcl|NZ_AOUW01000031.1_cds_WP_002733599.1_2757	30.508	354	367
WP_004766642.1	lcl|NZ_AOUW01000031.1_cds_WP_002733730.1_2750	24.267	375	367
WP_004766642.1	lcl|NZ_AOUW01000073.1_cds_WP_002724641.1_1034	25.000	352	367
WP_004766692.1	lcl|NZ_AOUW01000022.1_cds_WP_002733528.1_3099	38.462	546	544
WP_004766692.1	lcl|NZ_AOUW01000022.1_cds_WP_002733528.1_3099	38.462	546	544
WP_002740998.1	lcl|NZ_AOUW01000022.1_cds_WP_002733670.1_3098	66.288	264	265
WP_002740998.1	lcl|NZ_AOUW01000079.1_cds_WP_002722928.1_313	46.502	243	265
WP_016761674.1	lcl|NZ_AOUW01000022.1_cds_WP_002733687.1_3097	94.839	310	310
WP_016761674.1	lcl|NZ_AOUW01000034.1_cds_WP_002730863.1_2697	37.829	304	310
WP_016761674.1	lcl|NZ_AOUW01000059.1_cds_WP_002727287.1_1704	27.586	290	310
