WP_004753574.1	lcl|NZ_RQGD01000023.1_cds_WP_135623430.1_374	58.974	78	106
WP_004766657.1	lcl|NZ_RQGD01000046.1_cds_WP_135625458.1_1894	80.968	310	314
WP_004766657.1	lcl|NZ_RQGD01000022.1_cds_WP_135623212.1_2184	25.118	211	314
WP_004766657.1	lcl|NZ_RQGD01000023.1_cds_WP_210412795.1_373	26.667	180	314
WP_004766657.1	lcl|NZ_RQGD01000014.1_cds_WP_135622782.1_2970	23.121	173	314
WP_262052077.1	lcl|NZ_RQGD01000023.1_cds_WP_135623417.1_359	60.000	365	365
WP_000884059.1	lcl|NZ_RQGD01000023.1_cds_WP_135623434.1_380	31.288	163	185
WP_000884059.1	lcl|NZ_RQGD01000035.1_cds_WP_135624491.1_2491	33.108	148	185
WP_000646251.1	lcl|NZ_RQGD01000022.1_cds_WP_135623212.1_2184	31.861	317	329
WP_000646251.1	lcl|NZ_RQGD01000014.1_cds_WP_135622782.1_2970	29.912	341	329
WP_000646251.1	lcl|NZ_RQGD01000022.1_cds_WP_135623235.1_2210	30.844	308	329
WP_000646251.1	lcl|NZ_RQGD01000022.1_cds_WP_135623094.1_2056	29.412	306	329
WP_000646251.1	lcl|NZ_RQGD01000023.1_cds_WP_210412795.1_373	28.657	335	329
WP_000646251.1	lcl|NZ_RQGD01000046.1_cds_WP_135625074.1_1617	27.160	324	329
WP_000646251.1	lcl|NZ_RQGD01000023.1_cds_WP_135623450.1_396	30.534	262	329
WP_000646251.1	lcl|NZ_RQGD01000046.1_cds_WP_135625458.1_1894	24.367	316	329
WP_000646251.1	lcl|NZ_RQGD01000035.1_cds_WP_135624324.1_2315	24.765	319	329
WP_000646251.1	lcl|NZ_RQGD01000035.1_cds_WP_135624331.1_2322	25.091	275	329
WP_000646251.1	lcl|NZ_RQGD01000035.1_cds_WP_135624345.1_2337	25.573	262	329
WP_000646251.1	lcl|NZ_RQGD01000014.1_cds_WP_210412779.1_2959	26.407	231	329
WP_000646251.1	lcl|NZ_RQGD01000035.1_cds_WP_246047356.1_2311	24.709	344	329
WP_000646251.1	lcl|NZ_RQGD01000034.1_cds_WP_135624177.1_1262	28.472	288	329
WP_000774262.1	lcl|NZ_RQGD01000035.1_cds_WP_135624400.1_2397	23.774	265	267
WP_000774262.1	lcl|NZ_RQGD01000023.1_cds_WP_135623432.1_377	28.495	186	267
WP_000774262.1	lcl|NZ_RQGD01000035.1_cds_WP_135624320.1_2310	21.790	257	267
WP_000774262.1	lcl|NZ_RQGD01000023.1_cds_WP_135623426.1_369	25.668	187	267
WP_000774262.1	lcl|NZ_RQGD01000014.1_cds_WP_135622164.1_2697	28.646	192	267
WP_000774262.1	lcl|NZ_RQGD01000046.1_cds_WP_135625159.1_1669	26.786	168	267
WP_000602734.1	lcl|NZ_RQGD01000035.1_cds_WP_135624665.1_2518	26.586	331	509
WP_000602734.1	lcl|NZ_RQGD01000035.1_cds_WP_135624518.1_2519	29.245	106	509
WP_000602734.1	lcl|NZ_RQGD01000035.1_cds_WP_135624665.1_2518	26.586	331	509
WP_000602734.1	lcl|NZ_RQGD01000035.1_cds_WP_135624518.1_2519	29.245	106	509
WP_004766696.1	lcl|NZ_RQGD01000023.1_cds_WP_210412795.1_373	27.826	345	330
WP_004766696.1	lcl|NZ_RQGD01000022.1_cds_WP_135623094.1_2056	23.588	301	330
WP_004766696.1	lcl|NZ_RQGD01000022.1_cds_WP_135623212.1_2184	27.536	276	330
WP_004766696.1	lcl|NZ_RQGD01000023.1_cds_WP_135623450.1_396	28.333	300	330
WP_004766696.1	lcl|NZ_RQGD01000022.1_cds_WP_135623235.1_2210	23.492	315	330
WP_004766696.1	lcl|NZ_RQGD01000014.1_cds_WP_135622782.1_2970	24.375	320	330
WP_004766691.1	lcl|NZ_RQGD01000046.1_cds_WP_135625456.1_1892	34.454	357	366
WP_004766691.1	lcl|NZ_RQGD01000027.1_cds_WP_135623765.1_1913	28.010	382	366
WP_004766691.1	lcl|NZ_RQGD01000034.1_cds_WP_135624041.1_1109	27.027	370	366
WP_004766691.1	lcl|NZ_RQGD01000023.1_cds_WP_135623447.1_393	29.193	322	366
