WP_004753574.1	lcl|NZ_AHNB02000048.1_cds_WP_000340715.1_1300	94.186	86	106
WP_004766657.1	lcl|NZ_AHNB02000048.1_cds_WP_000410268.1_1301	96.452	310	314
WP_004766657.1	lcl|NZ_AHNB02000022.1_cds_WP_000744700.1_2998	25.076	331	314
WP_004766657.1	lcl|NZ_AHNB02000048.1_cds_WP_000723079.1_1351	22.662	278	314
WP_004766657.1	lcl|NZ_AHNB02000048.1_cds_WP_000723083.1_1373	23.368	291	314
WP_004766657.1	lcl|NZ_AHNB02000048.1_cds_WP_000567886.1_1353	22.749	211	314
WP_000884059.1	lcl|NZ_AHNB02000018.1_cds_WP_000351733.1_3320	40.000	140	185
WP_000884059.1	lcl|NZ_AHNB02000048.1_cds_WP_001047906.1_1332	33.898	177	185
WP_000646251.1	lcl|NZ_AHNB02000022.1_cds_WP_000744700.1_2998	32.063	315	329
WP_000646251.1	lcl|NZ_AHNB02000048.1_cds_WP_000723079.1_1351	30.530	321	329
WP_000646251.1	lcl|NZ_AHNB02000048.1_cds_WP_000723083.1_1373	31.343	335	329
WP_000646251.1	lcl|NZ_AHNB02000051.1_cds_WP_001984071.1_1077	31.803	305	329
WP_000646251.1	lcl|NZ_AHNB02000022.1_cds_WP_000649924.1_2837	30.183	328	329
WP_000646251.1	lcl|NZ_AHNB02000048.1_cds_WP_000567886.1_1353	29.180	305	329
WP_000646251.1	lcl|NZ_AHNB02000051.1_cds_WP_000709513.1_1067	30.030	333	329
WP_000646251.1	lcl|NZ_AHNB02000051.1_cds_WP_000688693.1_1099	29.329	283	329
WP_000646251.1	lcl|NZ_AHNB02000048.1_cds_WP_000410268.1_1301	25.680	331	329
WP_000646251.1	lcl|NZ_AHNB02000048.1_cds_WP_000475907.1_1356	26.667	240	329
WP_000646251.1	lcl|NZ_AHNB02000001.1_cds_WP_001074779.1_4087	29.057	265	329
WP_000646251.1	lcl|NZ_AHNB02000022.1_cds_WP_001003557.1_3130	25.000	332	329
WP_000774262.1	lcl|NZ_AHNB02000048.1_cds_WP_000043899.1_1352	25.610	246	267
WP_000774262.1	lcl|NZ_AHNB02000048.1_cds_WP_000842260.1_1374	26.316	190	267
WP_000774262.1	lcl|NZ_AHNB02000051.1_cds_WP_000667727.1_1121	31.818	110	267
WP_000774262.1	lcl|NZ_AHNB02000032.1_cds_WP_000805357.1_2254	33.645	107	267
WP_000602734.1	lcl|NZ_AHNB02000070.1_cds_WP_000291579.1_379	26.911	327	509
WP_000602734.1	lcl|NZ_AHNB02000070.1_cds_WP_000364507.1_378	31.111	90	509
WP_000602734.1	lcl|NZ_AHNB02000070.1_cds_WP_000291579.1_379	26.911	327	509
WP_000602734.1	lcl|NZ_AHNB02000070.1_cds_WP_000364507.1_378	31.111	90	509
WP_004766696.1	lcl|NZ_AHNB02000048.1_cds_WP_000723079.1_1351	23.273	275	330
WP_004766696.1	lcl|NZ_AHNB02000051.1_cds_WP_001984071.1_1077	25.735	272	330
WP_004766696.1	lcl|NZ_AHNB02000022.1_cds_WP_000744700.1_2998	26.812	276	330
WP_004766696.1	lcl|NZ_AHNB02000022.1_cds_WP_001003557.1_3130	28.395	243	330
WP_004766696.1	lcl|NZ_AHNB02000048.1_cds_WP_000723083.1_1373	23.423	333	330
WP_004766696.1	lcl|NZ_AHNB02000022.1_cds_WP_000649924.1_2837	28.854	253	330
WP_004766696.1	lcl|NZ_AHNB02000051.1_cds_WP_000688693.1_1099	25.292	257	330
WP_004766691.1	lcl|NZ_AHNB02000048.1_cds_WP_000575181.1_1367	33.983	359	366
WP_004766691.1	lcl|NZ_AHNB02000048.1_cds_WP_000041235.1_1311	34.161	322	366
WP_004766691.1	lcl|NZ_AHNB02000051.1_cds_WP_001281953.1_1115	27.704	379	366
WP_004766691.1	lcl|NZ_AHNB02000048.1_cds_WP_002099944.1_1326	30.513	390	366
WP_004766691.1	lcl|NZ_AHNB02000048.1_cds_WP_001117631.1_1308	37.864	206	366
WP_004766691.1	lcl|NZ_AHNB02000044.1_cds_WP_000538754.1_1573	29.692	357	366
WP_004766691.1	lcl|NZ_AHNB02000041.1_cds_WP_001982414.1_1824	31.579	190	366
WP_004766642.1	lcl|NZ_AHNB02000048.1_cds_WP_000575181.1_1367	36.043	369	367
WP_004766642.1	lcl|NZ_AHNB02000048.1_cds_WP_002099944.1_1326	31.452	372	367
WP_004766642.1	lcl|NZ_AHNB02000044.1_cds_WP_000538754.1_1573	31.016	374	367
WP_004766642.1	lcl|NZ_AHNB02000051.1_cds_WP_001281953.1_1115	30.688	378	367
WP_004766642.1	lcl|NZ_AHNB02000048.1_cds_WP_000041235.1_1311	33.218	289	367
WP_004766642.1	lcl|NZ_AHNB02000048.1_cds_WP_001117631.1_1308	27.874	348	367
WP_004766642.1	lcl|NZ_AHNB02000041.1_cds_WP_001982414.1_1824	24.432	352	367
WP_004766692.1	lcl|NZ_AHNB02000017.1_cds_WP_000584316.1_3380	32.468	77	544
WP_004766692.1	lcl|NZ_AHNB02000017.1_cds_WP_000584316.1_3380	32.468	77	544
WP_002740998.1	lcl|NZ_AHNB02000016.1_cds_WP_001002662.1_3401	46.091	243	265
WP_016761674.1	lcl|NZ_AHNB02000063.1_cds_WP_000501205.1_693	36.842	304	310
WP_016761674.1	lcl|NZ_AHNB02000020.1_cds_WP_001183716.1_3217	28.938	273	310
WP_016761674.1	lcl|NZ_AHNB02000046.1_cds_WP_000279890.1_1542	22.901	262	310
WP_016761674.1	lcl|NZ_AHNB02000063.1_cds_WP_000501205.1_693	36.842	304	310
WP_016761674.1	lcl|NZ_AHNB02000020.1_cds_WP_001183716.1_3217	28.938	273	310
WP_016761674.1	lcl|NZ_AHNB02000046.1_cds_WP_000279890.1_1542	22.901	262	310
WP_001088861.1	lcl|NZ_AHNB02000028.1_cds_WP_002100450.1_2578	44.643	56	144
WP_000517243.1	lcl|NZ_AHNB02000022.1_cds_WP_001082181.1_2969	28.205	78	221
WP_000517243.1	lcl|NZ_AHNB02000048.1_cds_WP_001075145.1_1317	32.432	111	221
WP_000517243.1	lcl|NZ_AHNB02000063.1_cds_WP_001069827.1_713	28.440	109	221
WP_000611591.1	lcl|NZ_AHNB02000022.1_cds_WP_001206947.1_2961	29.655	145	175
WP_004766685.1	lcl|NZ_AHNB02000071.1_cds_WP_000402849.1_295	23.182	220	406
WP_004766685.1	lcl|NZ_AHNB02000063.1_cds_WP_000347685.1_714	25.000	208	406
WP_004766685.1	lcl|NZ_AHNB02000022.1_cds_WP_001082181.1_2969	24.074	162	406
WP_000980525.1	lcl|NZ_AHNB02000048.1_cds_WP_000601342.1_1321	38.235	102	241
WP_000980525.1	lcl|NZ_AHNB02000048.1_cds_WP_000653652.1_1183	26.984	252	241
WP_000980525.1	lcl|NZ_AHNB02000022.1_cds_WP_000998676.1_3025	26.471	238	241
WP_000980525.1	lcl|NZ_AHNB02000028.1_cds_WP_000566240.1_2581	32.673	101	241
WP_000980525.1	lcl|NZ_AHNB02000056.1_cds_WP_000043153.1_943	30.857	175	241
WP_000980525.1	lcl|NZ_AHNB02000028.1_cds_WP_002100448.1_2553	25.847	236	241
WP_000980525.1	lcl|NZ_AHNB02000001.1_cds_WP_000194184.1_4068	25.339	221	241
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000232365_830	83.000	200	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000232365_830	92.308	91	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000232365_830	82.609	23	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	72.932	133	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	55.429	175	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	85.714	21	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	92.727	55	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000230820_829	50.000	64	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000230820_829	47.368	38	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000230820_829	36.111	108	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000232365_830	83.000	200	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000232365_830	92.308	91	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000232365_830	82.609	23	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	72.932	133	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	55.429	175	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	85.714	21	349
WP_000206940.1	lcl|NZ_AHNB02000008.1_cds_LEP1GSC085_RS2000000232950_3750	92.727	55	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000230820_829	50.000	64	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000230820_829	47.368	38	349
WP_000206940.1	lcl|NZ_AHNB02000058.1_cds_LEP1GSC085_RS2000000230820_829	36.111	108	349
WP_002106376.1	lcl|NZ_AHNB02000044.1_cds_WP_000172203.1_1642	34.933	375	596
WP_002106376.1	lcl|NZ_AHNB02000044.1_cds_WP_000667646.1_1599	35.907	259	596
WP_002106376.1	lcl|NZ_AHNB02000022.1_cds_WP_000828456.1_2908	35.341	249	596
WP_002106376.1	lcl|NZ_AHNB02000048.1_cds_WP_000615263.1_1327	31.132	212	596
