WP_004753574.1	lcl|NZ_JQRJ01000111.1_cds_WP_004462903.1_2698	93.023	86	106
WP_004766657.1	lcl|NZ_JQRJ01000111.1_cds_WP_004464977.1_2699	91.290	310	314
WP_004766657.1	lcl|NZ_JQRJ01000054.1_cds_WP_004461583.1_1774	24.691	324	314
WP_004766657.1	lcl|NZ_JQRJ01000043.1_cds_WP_004464967.1_1376	22.662	278	314
WP_004766657.1	lcl|NZ_JQRJ01000018.1_cds_WP_004472946.1_789	25.000	332	314
WP_004766657.1	lcl|NZ_JQRJ01000043.1_cds_WP_004465002.1_1378	22.749	211	314
WP_004766657.1	lcl|NZ_JQRJ01000027.1_cds_WP_004465060.1_1023	23.592	284	314
WP_004766657.1	lcl|NZ_JQRJ01000042.1_cds_WP_004468319.1_1358	21.387	173	314
WP_000884059.1	lcl|NZ_JQRJ01000003.1_cds_WP_004460143.1_110	35.616	146	185
WP_000884059.1	lcl|NZ_JQRJ01000235.1_cds_WP_004475196.1_3545	35.028	177	185
WP_000646251.1	lcl|NZ_JQRJ01000043.1_cds_WP_004464967.1_1376	31.776	321	329
WP_000646251.1	lcl|NZ_JQRJ01000027.1_cds_WP_004465060.1_1023	31.343	335	329
WP_000646251.1	lcl|NZ_JQRJ01000020.1_cds_WP_004461234.1_895	32.797	311	329
WP_000646251.1	lcl|NZ_JQRJ01000054.1_cds_WP_004461583.1_1774	29.524	315	329
WP_000646251.1	lcl|NZ_JQRJ01000043.1_cds_WP_004465002.1_1378	30.164	305	329
WP_000646251.1	lcl|NZ_JQRJ01000042.1_cds_WP_004468319.1_1358	27.083	336	329
WP_000646251.1	lcl|NZ_JQRJ01000018.1_cds_WP_004472946.1_789	28.882	322	329
WP_000646251.1	lcl|NZ_JQRJ01000020.1_cds_WP_004467290.1_892	28.571	322	329
WP_000646251.1	lcl|NZ_JQRJ01000016.1_cds_WP_032920871.1_671	25.217	345	329
WP_000646251.1	lcl|NZ_JQRJ01000111.1_cds_WP_004464977.1_2699	26.296	270	329
