WP_004753574.1	lcl|NZ_JQGW01000100.1_cds_WP_020985020.1_3096	89.535	86	106
WP_004766657.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	90.446	314	314
WP_004766657.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	83.784	37	314
WP_004766657.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	75.862	29	314
WP_004766657.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	75.000	12	314
WP_004766657.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	25.000	324	314
WP_004766657.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	25.843	267	314
WP_004766657.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	23.944	284	314
WP_004766657.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	24.925	333	314
WP_004766657.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	20.809	173	314
WP_004766657.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	25.676	222	314
WP_262052077.1	lcl|NZ_JQGW01000100.1_cds_WP_020984893.1_3098	85.205	365	365
WP_000884059.1	lcl|NZ_JQGW01000100.1_cds_WP_010578411.1_3099	95.135	185	185
WP_000884059.1	lcl|NZ_JQGW01000002.1_cds_WP_078127932.1_162	34.932	146	185
WP_000646251.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	94.833	329	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	31.751	337	329
WP_000646251.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	30.476	315	329
WP_000646251.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	31.511	311	329
WP_000646251.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	27.761	335	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_078129421.1_2014	28.161	348	329
WP_000646251.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	29.808	312	329
WP_000646251.1	lcl|NZ_JQGW01000015.1_cds_WP_039940969.1_686	28.571	322	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_078129391.1_1983	25.000	268	329
WP_000646251.1	lcl|NZ_JQGW01000100.1_cds_WP_078130248.1_3103	29.316	307	329
WP_000646251.1	lcl|NZ_JQGW01000017.1_cds_WP_078128406.1_760	26.036	338	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_176087484.1_2020	29.259	270	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_078129428.1_2022	24.843	318	329
WP_000646251.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	27.778	252	329
WP_000646251.1	lcl|NZ_JQGW01000042.1_cds_WP_078129206.1_1742	26.616	263	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_078129435.1_1974	25.210	238	329
WP_000646251.1	lcl|NZ_JQGW01000084.1_cds_WP_078130049.1_2863	24.471	331	329
WP_000646251.1	lcl|NZ_JQGW01000022.1_cds_WP_078128548.1_947	27.869	244	329
WP_000646251.1	lcl|NZ_JQGW01000050.1_cds_WP_078129393.1_1985	30.460	174	329
WP_000774262.1	lcl|NZ_JQGW01000100.1_cds_WP_078130236.1_3101	89.139	267	267
