WP_004753574.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725873.1_253	89.535	86	106
WP_004766657.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	92.581	310	314
WP_004766657.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	24.224	322	314
WP_004766657.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	23.050	282	314
WP_004766657.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669957.1_1087	24.551	167	314
WP_004766657.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	23.239	284	314
WP_004766657.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	21.387	173	314
WP_004766657.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	23.473	311	314
WP_000884059.1	lcl|NZ_JADDWV010000230.1_cds_WP_002750963.1_1810	36.301	146	185
WP_000884059.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669938.1_1106	33.898	177	185
WP_000646251.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	30.841	321	329
WP_000646251.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	31.642	335	329
WP_000646251.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	30.476	315	329
WP_000646251.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	31.511	311	329
WP_000646251.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669957.1_1087	28.852	305	329
WP_000646251.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	27.273	341	329
WP_000646251.1	lcl|NZ_JADDWV010000240.1_cds_WP_193817147.1_1978	29.712	313	329
WP_000646251.1	lcl|NZ_JADDWV010000022.1_cds_WP_002754065.1_1620	28.182	330	329
WP_000646251.1	lcl|NZ_JADDWV010000070.1_cds_IQA87_RS04330_2986	25.347	288	329
WP_000646251.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	27.309	249	329
WP_000646251.1	lcl|NZ_JADDWV010000076.1_cds_WP_002751102.1_3131	26.592	267	329
WP_000646251.1	lcl|NZ_JADDWV010000196.1_cds_WP_011669959.1_1085	25.993	277	329
WP_000646251.1	lcl|NZ_JADDWV010000251.1_cds_WP_011669202.1_2147	24.629	337	329
WP_000646251.1	lcl|NZ_JADDWV010000254.1_cds_WP_193817227.1_2226	26.908	249	329
WP_000774262.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816901.1_1088	27.391	230	267
WP_000774262.1	lcl|NZ_JADDWV010000165.1_cds_WP_011669974.1_832	26.455	189	267
WP_000774262.1	lcl|NZ_JADDWV010000006.1_cds_WP_061208961.1_2953	33.636	110	267
WP_000774262.1	lcl|NZ_JADDWV010000136.1_cds_WP_193816742.1_454	26.455	189	267
WP_000774262.1	lcl|NZ_JADDWV010000003.1_cds_WP_002766579.1_2622	26.344	186	267
WP_000602734.1	lcl|NZ_JADDWV010000225.1_cds_WP_193817070.1_1669	27.103	321	509
WP_000602734.1	lcl|NZ_JADDWV010000225.1_cds_WP_002751286.1_1670	31.111	90	509
WP_000602734.1	lcl|NZ_JADDWV010000225.1_cds_WP_193817070.1_1669	27.103	321	509
WP_000602734.1	lcl|NZ_JADDWV010000225.1_cds_WP_002751286.1_1670	31.111	90	509
WP_004766696.1	lcl|NZ_JADDWV010000022.1_cds_WP_061208650.1_1623	27.106	273	330
WP_004766696.1	lcl|NZ_JADDWV010000196.1_cds_WP_193816902.1_1089	24.000	275	330
WP_004766696.1	lcl|NZ_JADDWV010000165.1_cds_WP_011671706.1_831	26.498	317	330
WP_004766696.1	lcl|NZ_JADDWV010000164.1_cds_WP_061208146.1_806	27.798	277	330
WP_004766696.1	lcl|NZ_JADDWV010000240.1_cds_WP_193817147.1_1978	27.044	318	330
WP_004766696.1	lcl|NZ_JADDWV010000251.1_cds_WP_011669202.1_2147	24.898	245	330
WP_004766696.1	lcl|NZ_JADDWV010000070.1_cds_IQA87_RS04330_2986	27.976	168	330
WP_004766696.1	lcl|NZ_JADDWV010000136.1_cds_WP_002729504.1_455	25.352	142	330
WP_004766696.1	lcl|NZ_JADDWV010000115.1_cds_WP_002725867.1_254	24.316	329	330
