WP_004753574.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000340715.1_879	94.186	86	106
WP_004766657.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000410273.1_880	96.497	314	314
WP_004766657.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000093099.1_900	46.988	83	314
WP_004766657.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	25.076	331	314
WP_004766657.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	26.022	269	314
WP_004766657.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	23.024	291	314
WP_004766657.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	23.118	186	314
WP_262052077.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000604524.1_881	97.534	365	365
WP_000884059.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000884059.1_882	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCH010000003.1_cds_WP_000351733.1_634	40.000	140	185
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	99.392	329	329
WP_000646251.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	32.063	315	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	31.045	335	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	31.677	322	329
WP_000646251.1	lcl|NZ_JAGGCH010000029.1_cds_WP_001984071.1_2913	31.803	305	329
WP_000646251.1	lcl|NZ_JAGGCH010000008.1_cds_WP_000649925.1_1335	30.183	328	329
WP_000646251.1	lcl|NZ_JAGGCH010000059.1_cds_WP_000709511.1_3689	29.730	333	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000601375.1_936	24.415	299	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001067557.1_886	28.990	307	329
WP_000646251.1	lcl|NZ_JAGGCH010000029.1_cds_WP_000688695.1_2933	29.329	283	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000475904.1_945	27.372	274	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000410273.1_880	25.705	319	329
WP_000646251.1	lcl|NZ_JAGGCH010000018.1_cds_WP_001074785.1_2265	29.434	265	329
WP_000646251.1	lcl|NZ_JAGGCH010000020.1_cds_WP_001003555.1_2428	25.148	338	329
WP_000646251.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000487322.1_934	27.077	325	329
WP_000774262.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000774262.1_884	99.625	267	267
WP_000774262.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000859505.1_933	26.639	244	267
WP_000774262.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000800438.1_914	25.328	229	267
WP_000774262.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000842260.1_963	26.316	190	267
WP_000774262.1	lcl|NZ_JAGGCH010000026.1_cds_WP_000667727.1_2803	31.818	110	267
WP_000774262.1	lcl|NZ_JAGGCH010000023.1_cds_WP_000805357.1_2625	33.645	107	267
WP_000602734.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000612797.1_885	97.839	509	509
WP_000602734.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000291591.1_2491	26.911	327	509
WP_000602734.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000364507.1_2490	31.111	90	509
WP_000602734.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000612797.1_885	97.839	509	509
WP_000602734.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000291591.1_2491	26.911	327	509
WP_000602734.1	lcl|NZ_JAGGCH010000021.1_cds_WP_000364507.1_2490	31.111	90	509
WP_004766696.1	lcl|NZ_JAGGCH010000005.1_cds_WP_001067557.1_886	99.697	330	330
WP_004766696.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000600889.1_909	26.692	266	330
WP_004766696.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000646250.1_883	28.990	307	330
WP_004766696.1	lcl|NZ_JAGGCH010000029.1_cds_WP_001984071.1_2913	25.735	272	330
WP_004766696.1	lcl|NZ_JAGGCH010000006.1_cds_WP_000744700.1_1051	26.812	276	330
WP_004766696.1	lcl|NZ_JAGGCH010000020.1_cds_WP_001003555.1_2428	28.395	243	330
WP_004766696.1	lcl|NZ_JAGGCH010000005.1_cds_WP_000723090.1_962	23.724	333	330
