WP_004753574.1	lcl|NZ_NPDO01000001.1_cds_WP_040913380.1_295	93.023	86	106
WP_004766657.1	lcl|NZ_NPDO01000001.1_cds_WP_100736432.1_294	90.127	314	314
WP_004766657.1	lcl|NZ_NPDO01000006.1_cds_WP_100737763.1_3372	25.617	324	314
WP_004766657.1	lcl|NZ_NPDO01000001.1_cds_WP_100736389.1_232	23.512	336	314
WP_004766657.1	lcl|NZ_NPDO01000001.1_cds_WP_100736420.1_281	22.887	284	314
WP_004766657.1	lcl|NZ_NPDO01000003.1_cds_WP_010576029.1_2515	21.387	173	314
WP_000884059.1	lcl|NZ_NPDO01000009.1_cds_WP_010574925.1_3955	38.356	146	185
WP_000646251.1	lcl|NZ_NPDO01000003.1_cds_WP_207765004.1_2308	33.660	306	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_100736389.1_232	29.641	334	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_100736420.1_281	32.107	299	329
WP_000646251.1	lcl|NZ_NPDO01000006.1_cds_WP_100737763.1_3372	30.476	315	329
WP_000646251.1	lcl|NZ_NPDO01000003.1_cds_WP_010576029.1_2515	27.083	336	329
WP_000646251.1	lcl|NZ_NPDO01000003.1_cds_WP_100737016.1_2180	28.302	318	329
WP_000646251.1	lcl|NZ_NPDO01000003.1_cds_WP_040913715.1_2420	29.394	330	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_100736405.1_255	24.194	310	329
WP_000646251.1	lcl|NZ_NPDO01000005.1_cds_WP_100737667.1_3221	24.927	341	329
WP_000646251.1	lcl|NZ_NPDO01000007.1_cds_WP_100737905.1_3601	25.826	333	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_100736432.1_294	25.316	316	329
WP_000646251.1	lcl|NZ_NPDO01000002.1_cds_WP_010574654.1_1680	26.217	267	329
WP_000646251.1	lcl|NZ_NPDO01000006.1_cds_WP_100737717.1_3282	24.773	331	329
WP_000646251.1	lcl|NZ_NPDO01000004.1_cds_WP_100737529.1_2931	25.969	258	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_010575184.1_247	26.809	235	329
WP_000646251.1	lcl|NZ_NPDO01000003.1_cds_WP_100737173.1_2473	28.279	244	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_010575208.1_270	23.868	243	329
WP_000646251.1	lcl|NZ_NPDO01000001.1_cds_WP_100736406.1_257	25.357	280	329
WP_000774262.1	lcl|NZ_NPDO01000001.1_cds_WP_010575214.1_276	23.404	235	267
WP_000774262.1	lcl|NZ_NPDO01000001.1_cds_WP_100736407.1_258	25.481	208	267
WP_000774262.1	lcl|NZ_NPDO01000001.1_cds_WP_010575168.1_231	26.455	189	267
WP_000774262.1	lcl|NZ_NPDO01000005.1_cds_WP_010573628.1_3032	33.636	110	267
WP_000774262.1	lcl|NZ_NPDO01000003.1_cds_WP_207765005.1_2514	26.020	196	267
