WP_004753574.1	lcl|NZ_JACCKC010000002.1_cds_WP_040913380.1_2527	93.023	86	106
WP_004766657.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740012.1_2528	90.645	310	314
WP_004766657.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	23.385	325	314
WP_004766657.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740055.1_2572	25.000	260	314
WP_004766657.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	22.569	288	314
WP_004766657.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	20.863	278	314
WP_004766657.1	lcl|NZ_JACCKC010000012.1_cds_WP_118957901.1_210	22.543	173	314
WP_000884059.1	lcl|NZ_JACCKC010000004.1_cds_WP_118956693.1_3115	38.356	146	185
WP_000884059.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740034.1_2551	32.768	177	185
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	32.036	334	329
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	34.630	257	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	31.111	315	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_135778774.1_1882	31.410	312	329
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740055.1_2572	30.719	306	329
WP_000646251.1	lcl|NZ_JACCKC010000012.1_cds_WP_118957901.1_210	27.381	336	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739586.1_1741	30.422	332	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_118964863.1_1994	29.503	322	329
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740047.1_2564	26.437	261	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739408.1_1384	28.458	253	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739332.1_1223	25.588	340	329
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740012.1_2528	27.239	268	329
WP_000646251.1	lcl|NZ_JACCKC010000003.1_cds_WP_218740159.1_2726	26.718	262	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739471.1_1493	27.481	262	329
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740057.1_2574	25.979	281	329
WP_000646251.1	lcl|NZ_JACCKC010000007.1_cds_WP_135780142.1_3797	25.194	258	329
WP_000646251.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740045.1_2562	31.447	159	329
WP_000646251.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739724.1_2047	26.230	244	329
WP_000774262.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740054.1_2571	26.754	228	267
WP_000774262.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740044.1_2561	25.359	209	267
WP_000774262.1	lcl|NZ_JACCKC010000002.1_cds_WP_135571464.1_2591	25.789	190	267
WP_000774262.1	lcl|NZ_JACCKC010000001.1_cds_WP_135779348.1_1032	36.364	110	267
WP_000774262.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739292.1_1140	33.333	102	267
WP_000774262.1	lcl|NZ_JACCKC010000012.1_cds_WP_135780440.1_211	24.752	202	267
WP_000602734.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780757.1_3269	26.549	339	509
WP_000602734.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780756.1_3270	33.333	90	509
WP_000602734.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780757.1_3269	26.549	339	509
WP_000602734.1	lcl|NZ_JACCKC010000004.1_cds_WP_135780756.1_3270	33.333	90	509
WP_004766696.1	lcl|NZ_JACCKC010000001.1_cds_WP_135778774.1_1882	26.471	272	330
WP_004766696.1	lcl|NZ_JACCKC010000001.1_cds_WP_118954467.1_1584	28.623	276	330
WP_004766696.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740053.1_2570	23.875	289	330
WP_004766696.1	lcl|NZ_JACCKC010000002.1_cds_WP_135781012.1_2590	27.523	327	330
WP_004766696.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739408.1_1384	27.848	237	330
WP_004766696.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739332.1_1223	28.070	228	330
WP_004766696.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739471.1_1493	27.642	246	330
WP_004766696.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740047.1_2564	26.102	295	330
WP_004766696.1	lcl|NZ_JACCKC010000001.1_cds_WP_218739586.1_1741	29.365	252	330
WP_004766696.1	lcl|NZ_JACCKC010000012.1_cds_WP_118957901.1_210	22.162	370	330
WP_004766696.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740055.1_2572	21.154	260	330
WP_004766696.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740012.1_2528	25.460	326	330
WP_004766691.1	lcl|NZ_JACCKC010000002.1_cds_WP_218740028.1_2545	31.549	355	366
WP_004766691.1	lcl|NZ_JACCKC010000001.1_cds_WP_135573907.1_1026	27.968	379	366
