WP_004753574.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004462903.1_331	93.023	86	106
WP_004766657.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004464977.1_332	91.290	310	314
WP_004766657.1	lcl|NZ_JAUOTE010000001.1_cds_WP_046944705.1_3516	24.691	324	314
WP_004766657.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004464967.1_382	22.662	278	314
WP_004766657.1	lcl|NZ_JAUOTE010000016.1_cds_WP_032928188.1_2533	25.000	332	314
WP_004766657.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465002.1_384	22.749	211	314
WP_004766657.1	lcl|NZ_JAUOTE010000007.1_cds_WP_046951571.1_404	23.592	284	314
WP_004766657.1	lcl|NZ_JAUOTE010000045.1_cds_WP_004468319.1_556	21.387	173	314
WP_000884059.1	lcl|NZ_JAUOTE010000008.1_cds_WP_004460143.1_13	35.616	146	185
WP_000884059.1	lcl|NZ_JAUOTE010000007.1_cds_WP_075918475.1_365	35.028	177	185
WP_000646251.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004464967.1_382	31.776	321	329
WP_000646251.1	lcl|NZ_JAUOTE010000007.1_cds_WP_046951571.1_404	31.642	335	329
WP_000646251.1	lcl|NZ_JAUOTE010000015.1_cds_WP_046690057.1_1533	32.692	312	329
WP_000646251.1	lcl|NZ_JAUOTE010000001.1_cds_WP_046944705.1_3516	29.524	315	329
WP_000646251.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465002.1_384	30.164	305	329
WP_000646251.1	lcl|NZ_JAUOTE010000045.1_cds_WP_004468319.1_556	27.083	336	329
WP_000646251.1	lcl|NZ_JAUOTE010000016.1_cds_WP_032928188.1_2533	28.882	322	329
WP_000646251.1	lcl|NZ_JAUOTE010000015.1_cds_WP_004467290.1_1530	28.571	322	329
WP_000646251.1	lcl|NZ_JAUOTE010000009.1_cds_WP_032808862.1_2977	25.217	345	329
WP_000646251.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004464977.1_332	26.296	270	329
WP_000646251.1	lcl|NZ_JAUOTE010000025.1_cds_WP_303609305.1_717	27.099	262	329
WP_000646251.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004465101.1_386	25.993	277	329
WP_000646251.1	lcl|NZ_JAUOTE010000001.1_cds_WP_046951193.1_3610	24.471	331	329
WP_000646251.1	lcl|NZ_JAUOTE010000001.1_cds_WP_008395681.1_3704	27.273	286	329
WP_000774262.1	lcl|NZ_JAUOTE010000007.1_cds_WP_004475169.1_383	26.016	246	267
