WP_004753574.1	lcl|NZ_JASEXB010000012.1_cds_WP_004462903.1_1561	93.023	86	106
WP_004766657.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472299.1_1560	91.290	310	314
WP_004766657.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	24.691	324	314
WP_004766657.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	26.022	269	314
WP_004766657.1	lcl|NZ_JASEXB010000002.1_cds_WP_004487738.1_186	25.000	332	314
WP_004766657.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	24.419	172	314
WP_004766657.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	23.345	287	314
WP_004766657.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	21.387	173	314
WP_262052077.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479563.1_1559	83.014	365	365
WP_000884059.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472170.1_1558	94.595	185	185
WP_000884059.1	lcl|NZ_JASEXB010000031.1_cds_WP_004460143.1_2632	35.616	146	185
WP_000646251.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	93.902	328	329
WP_000646251.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	31.661	319	329
WP_000646251.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	31.343	335	329
WP_000646251.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461234.1_770	32.797	311	329
WP_000646251.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	29.206	315	329
WP_000646251.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	27.083	336	329
WP_000646251.1	lcl|NZ_JASEXB010000002.1_cds_WP_004487738.1_186	29.193	322	329
WP_000646251.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461242.1_767	28.788	330	329
WP_000646251.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479660.1_1554	31.128	257	329
WP_000646251.1	lcl|NZ_JASEXB010000069.1_cds_WP_008394668.1_3566	25.000	268	329
WP_000646251.1	lcl|NZ_JASEXB010000012.1_cds_WP_282973999.1_1532	25.890	309	329
WP_000646251.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472325.1_1530	29.658	263	329
WP_000646251.1	lcl|NZ_JASEXB010000023.1_cds_WP_282969019.1_2263	25.507	345	329
WP_000646251.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472299.1_1560	26.296	270	329
WP_000646251.1	lcl|NZ_JASEXB010000015.1_cds_WP_004470510.1_901	27.099	262	329
WP_000646251.1	lcl|NZ_JASEXB010000033.1_cds_WP_004479697.1_2720	25.630	238	329
WP_000646251.1	lcl|NZ_JASEXB010000010.1_cds_WP_004476349.1_1486	24.773	331	329
WP_000646251.1	lcl|NZ_JASEXB010000046.1_cds_WP_004459320.1_3151	27.273	286	329
WP_000646251.1	lcl|NZ_JASEXB010000069.1_cds_WP_004479573.1_3568	30.460	174	329
WP_000774262.1	lcl|NZ_JASEXB010000012.1_cds_WP_282974014.1_1556	88.764	267	267
WP_000774262.1	lcl|NZ_JASEXB010000012.1_cds_WP_269026269.1_1522	26.407	231	267
WP_000774262.1	lcl|NZ_JASEXB010000012.1_cds_WP_004477718.1_1488	26.442	208	267
WP_000774262.1	lcl|NZ_JASEXB010000021.1_cds_WP_004468365.1_2157	30.808	198	267
WP_000774262.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476528.1_2700	26.316	190	267
WP_000774262.1	lcl|NZ_JASEXB010000039.1_cds_WP_004477855.1_2898	26.943	193	267
WP_000774262.1	lcl|NZ_JASEXB010000019.1_cds_WP_016754360.1_800	27.957	186	267
WP_000602734.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472307.1_1555	87.795	508	509
WP_000602734.1	lcl|NZ_JASEXB010000024.1_cds_WP_004463881.1_2309	27.385	325	509
WP_000602734.1	lcl|NZ_JASEXB010000024.1_cds_WP_004460640.1_2310	33.333	90	509
WP_000602734.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472307.1_1555	87.795	508	509
