WP_004753574.1	lcl|NZ_AFKG01000223.1_cds_WP_000340715.1_297	94.186	86	106
WP_004766657.1	lcl|NZ_AFKG01000223.1_cds_WP_000410273.1_296	96.497	314	314
WP_004766657.1	lcl|NZ_AFKG01000223.1_cds_WP_000093099.1_276	46.988	83	314
WP_004766657.1	lcl|NZ_AFKG01000109.1_cds_WP_000744700.1_1695	25.076	331	314
WP_004766657.1	lcl|NZ_AFKG01000223.1_cds_WP_000646250.1_293	26.022	269	314
WP_004766657.1	lcl|NZ_AFKG01000223.1_cds_WP_000723090.1_214	23.024	291	314
WP_004766657.1	lcl|NZ_AFKG01000223.1_cds_WP_000600889.1_267	23.118	186	314
WP_262052077.1	lcl|NZ_AFKG01000223.1_cds_WP_000604524.1_295	97.534	365	365
WP_000884059.1	lcl|NZ_AFKG01000223.1_cds_WP_000884059.1_294	100.000	185	185
WP_000884059.1	lcl|NZ_AFKG01000034.1_cds_WP_000351733.1_2909	40.000	140	185
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000646250.1_293	99.392	329	329
WP_000646251.1	lcl|NZ_AFKG01000109.1_cds_WP_000744700.1_1695	32.063	315	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000723090.1_214	31.045	335	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000600889.1_267	31.677	322	329
WP_000646251.1	lcl|NZ_AFKG01000032.1_cds_WP_001984071.1_2997	31.803	305	329
WP_000646251.1	lcl|NZ_AFKG01000047.1_cds_WP_000649925.1_2483	30.183	328	329
WP_000646251.1	lcl|NZ_AFKG01000232.1_cds_WP_000709511.1_66	29.730	333	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000601375.1_240	24.415	299	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_001067557.1_290	28.990	307	329
WP_000646251.1	lcl|NZ_AFKG01000032.1_cds_WP_000688695.1_2977	29.329	283	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000475904.1_231	27.372	274	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000410273.1_296	25.705	319	329
WP_000646251.1	lcl|NZ_AFKG01000106.1_cds_WP_001074785.1_1774	29.434	265	329
WP_000646251.1	lcl|NZ_AFKG01000128.1_cds_WP_001003555.1_1193	25.148	338	329
WP_000646251.1	lcl|NZ_AFKG01000223.1_cds_WP_000487322.1_242	27.077	325	329
WP_000774262.1	lcl|NZ_AFKG01000223.1_cds_WP_000774262.1_292	99.625	267	267
WP_000774262.1	lcl|NZ_AFKG01000223.1_cds_WP_000859505.1_243	26.639	244	267
WP_000774262.1	lcl|NZ_AFKG01000223.1_cds_WP_000800438.1_262	25.328	229	267
WP_000774262.1	lcl|NZ_AFKG01000223.1_cds_WP_000842260.1_213	26.316	190	267
WP_000774262.1	lcl|NZ_AFKG01000174.1_cds_WP_000667727.1_512	31.818	110	267
WP_000774262.1	lcl|NZ_AFKG01000025.1_cds_WP_000805357.1_3189	33.645	107	267
WP_000602734.1	lcl|NZ_AFKG01000223.1_cds_WP_000612797.1_291	97.839	509	509
WP_000602734.1	lcl|NZ_AFKG01000017.1_cds_WP_000291591.1_3603	26.911	327	509
WP_000602734.1	lcl|NZ_AFKG01000017.1_cds_WP_000364507.1_3602	31.111	90	509
WP_000602734.1	lcl|NZ_AFKG01000223.1_cds_WP_000612797.1_291	97.839	509	509
WP_000602734.1	lcl|NZ_AFKG01000017.1_cds_WP_000291591.1_3603	26.911	327	509
WP_000602734.1	lcl|NZ_AFKG01000017.1_cds_WP_000364507.1_3602	31.111	90	509
WP_004766696.1	lcl|NZ_AFKG01000223.1_cds_WP_001067557.1_290	99.697	330	330
WP_004766696.1	lcl|NZ_AFKG01000223.1_cds_WP_000600889.1_267	26.692	266	330
WP_004766696.1	lcl|NZ_AFKG01000223.1_cds_WP_000646250.1_293	28.990	307	330
WP_004766696.1	lcl|NZ_AFKG01000032.1_cds_WP_001984071.1_2997	25.735	272	330
WP_004766696.1	lcl|NZ_AFKG01000109.1_cds_WP_000744700.1_1695	26.812	276	330
WP_004766696.1	lcl|NZ_AFKG01000128.1_cds_WP_001003555.1_1193	28.395	243	330
WP_004766696.1	lcl|NZ_AFKG01000223.1_cds_WP_000723090.1_214	23.724	333	330
WP_004766696.1	lcl|NZ_AFKG01000047.1_cds_WP_000649925.1_2483	28.854	253	330
WP_004766696.1	lcl|NZ_AFKG01000032.1_cds_WP_000688695.1_2977	25.681	257	330
WP_004766696.1	lcl|NZ_AFKG01000223.1_cds_WP_000601375.1_240	26.740	273	330
WP_004766696.1	lcl|NZ_AFKG01000223.1_cds_WP_000410273.1_296	25.305	328	330
WP_004766691.1	lcl|NZ_AFKG01000223.1_cds_WP_001198107.1_289	98.907	366	366
WP_004766691.1	lcl|NZ_AFKG01000223.1_cds_WP_000608295.1_288	40.000	365	366
WP_004766691.1	lcl|NZ_AFKG01000223.1_cds_WP_000575178.1_220	34.540	359	366
WP_004766691.1	lcl|NZ_AFKG01000199.1_cds_WP_001281953.1_346	27.704	379	366
WP_004766691.1	lcl|NZ_AFKG01000223.1_cds_WP_000346036.1_259	28.090	356	366
WP_004766691.1	lcl|NZ_AFKG01000223.1_cds_WP_000582222.1_278	31.389	360	366
