WP_004753574.1	lcl|NZ_JADDVS010000006.1_cds_WP_002725873.1_3029	89.535	86	106
WP_004766657.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	92.357	314	314
WP_004766657.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	24.534	322	314
WP_004766657.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	25.651	269	314
WP_004766657.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	23.592	284	314
WP_004766657.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	21.387	173	314
WP_004766657.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	27.094	203	314
WP_262052077.1	lcl|NZ_JADDVS010000006.1_cds_WP_026054882.1_3027	85.753	365	365
WP_000884059.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733646.1_3026	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVS010000003.1_cds_WP_002721790.1_1930	36.301	146	185
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	98.480	329	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	31.343	335	329
WP_000646251.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	29.841	315	329
WP_000646251.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	31.190	311	329
WP_000646251.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	27.273	341	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733638.1_2988	27.586	348	329
WP_000646251.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728316.1_3102	28.182	330	329
WP_000646251.1	lcl|NZ_JADDVS010000075.1_cds_WP_002741146.1_3075	29.167	312	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733546.1_2959	25.373	268	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740721.1_3022	28.990	307	329
WP_000646251.1	lcl|NZ_JADDVS010000008.1_cds_WP_002732331.1_3236	25.959	339	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002744551.1_2994	28.889	270	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	27.309	249	329
WP_000646251.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733698.1_2951	26.642	274	329
