WP_004753574.1	lcl|NZ_JQPZ01000035.1_cds_WP_000340715.1_1135	94.186	86	106
WP_004766657.1	lcl|NZ_JQPZ01000035.1_cds_WP_000410273.1_1136	96.497	314	314
WP_004766657.1	lcl|NZ_JQPZ01000035.1_cds_WP_000093099.1_1155	46.988	83	314
WP_004766657.1	lcl|NZ_JQPZ01000030.1_cds_WP_000744700.1_956	25.076	331	314
WP_004766657.1	lcl|NZ_JQPZ01000035.1_cds_WP_000646256.1_1139	26.022	269	314
WP_004766657.1	lcl|NZ_JQPZ01000035.1_cds_WP_000723092.1_1217	22.945	292	314
WP_004766657.1	lcl|NZ_JQPZ01000035.1_cds_WP_000600889.1_1164	23.118	186	314
WP_262052077.1	lcl|NZ_JQPZ01000035.1_cds_WP_000604524.1_1137	97.534	365	365
WP_000884059.1	lcl|NZ_JQPZ01000035.1_cds_WP_000884059.1_1138	100.000	185	185
WP_000884059.1	lcl|NZ_JQPZ01000037.1_cds_WP_000351733.1_1276	40.000	140	185
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000646256.1_1139	99.696	329	329
WP_000646251.1	lcl|NZ_JQPZ01000030.1_cds_WP_000744700.1_956	32.063	315	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000723092.1_1217	31.045	335	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000600889.1_1164	31.677	322	329
WP_000646251.1	lcl|NZ_JQPZ01000078.1_cds_WP_001984071.1_2184	31.803	305	329
WP_000646251.1	lcl|NZ_JQPZ01000019.1_cds_WP_000649925.1_444	30.183	328	329
WP_000646251.1	lcl|NZ_JQPZ01000150.1_cds_WP_000709513.1_3491	30.030	333	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000601375.1_1191	24.415	299	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_001067556.1_1142	28.990	307	329
WP_000646251.1	lcl|NZ_JQPZ01000078.1_cds_WP_000688696.1_2204	29.329	283	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000475901.1_1200	27.372	274	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000410273.1_1136	25.705	319	329
WP_000646251.1	lcl|NZ_JQPZ01000065.1_cds_WP_001074785.1_1921	29.434	265	329
WP_000646251.1	lcl|NZ_JQPZ01000002.1_cds_WP_001003556.1_22	25.602	332	329
WP_000646251.1	lcl|NZ_JQPZ01000035.1_cds_WP_000487322.1_1189	27.077	325	329
WP_000774262.1	lcl|NZ_JQPZ01000035.1_cds_WP_000774263.1_1140	99.251	267	267
WP_000774262.1	lcl|NZ_JQPZ01000035.1_cds_WP_000859505.1_1188	26.639	244	267
WP_000774262.1	lcl|NZ_JQPZ01000035.1_cds_WP_000800438.1_1169	25.328	229	267
WP_000774262.1	lcl|NZ_JQPZ01000035.1_cds_WP_000842260.1_1218	26.316	190	267
WP_000774262.1	lcl|NZ_JQPZ01000135.1_cds_WP_000667727.1_3292	31.818	110	267
WP_000774262.1	lcl|NZ_JQPZ01000008.1_cds_WP_000805357.1_148	33.645	107	267
WP_000602734.1	lcl|NZ_JQPZ01000035.1_cds_WP_002163445.1_1141	98.625	509	509
WP_000602734.1	lcl|NZ_JQPZ01000003.1_cds_WP_000291586.1_73	26.911	327	509
WP_000602734.1	lcl|NZ_JQPZ01000003.1_cds_WP_000364507.1_72	31.111	90	509
WP_000602734.1	lcl|NZ_JQPZ01000035.1_cds_WP_002163445.1_1141	98.625	509	509
WP_000602734.1	lcl|NZ_JQPZ01000003.1_cds_WP_000291586.1_73	26.911	327	509
WP_000602734.1	lcl|NZ_JQPZ01000003.1_cds_WP_000364507.1_72	31.111	90	509
WP_004766696.1	lcl|NZ_JQPZ01000035.1_cds_WP_001067556.1_1142	99.394	330	330
WP_004766696.1	lcl|NZ_JQPZ01000035.1_cds_WP_000646256.1_1139	29.642	307	330
WP_004766696.1	lcl|NZ_JQPZ01000035.1_cds_WP_000600889.1_1164	26.692	266	330
WP_004766696.1	lcl|NZ_JQPZ01000078.1_cds_WP_001984071.1_2184	25.735	272	330
WP_004766696.1	lcl|NZ_JQPZ01000030.1_cds_WP_000744700.1_956	26.812	276	330
WP_004766696.1	lcl|NZ_JQPZ01000002.1_cds_WP_001003556.1_22	28.395	243	330
WP_004766696.1	lcl|NZ_JQPZ01000035.1_cds_WP_000723092.1_1217	23.724	333	330
WP_004766696.1	lcl|NZ_JQPZ01000019.1_cds_WP_000649925.1_444	28.854	253	330
