WP_004753574.1	lcl|NZ_AOVF01000047.1_cds_WP_000340715.1_684	94.186	86	106
WP_004766657.1	lcl|NZ_AOVF01000047.1_cds_WP_000410273.1_685	96.497	314	314
WP_004766657.1	lcl|NZ_AOVF01000047.1_cds_WP_000093099.1_705	46.988	83	314
WP_004766657.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	25.076	331	314
WP_004766657.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	26.022	269	314
WP_004766657.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	23.024	291	314
WP_004766657.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	23.118	186	314
WP_262052077.1	lcl|NZ_AOVF01000047.1_cds_WP_000604524.1_686	97.534	365	365
WP_000884059.1	lcl|NZ_AOVF01000047.1_cds_WP_000884059.1_687	100.000	185	185
WP_000884059.1	lcl|NZ_AOVF01000084.1_cds_WP_000351733.1_1786	40.000	140	185
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	99.088	329	329
WP_000646251.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	32.063	315	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	31.045	335	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	31.677	322	329
WP_000646251.1	lcl|NZ_AOVF01000059.1_cds_WP_001984071.1_1033	31.803	305	329
WP_000646251.1	lcl|NZ_AOVF01000076.1_cds_WP_000649925.1_1472	30.183	328	329
WP_000646251.1	lcl|NZ_AOVF01000045.1_cds_WP_000709511.1_679	29.730	333	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000601375.1_741	24.415	299	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_001067557.1_691	28.990	307	329
WP_000646251.1	lcl|NZ_AOVF01000062.1_cds_WP_000688695.1_1093	29.329	283	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000475904.1_750	27.372	274	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000410273.1_685	25.705	319	329
WP_000646251.1	lcl|NZ_AOVF01000078.1_cds_WP_001074785.1_1580	29.434	265	329
WP_000646251.1	lcl|NZ_AOVF01000105.1_cds_WP_001003555.1_2320	25.148	338	329
WP_000646251.1	lcl|NZ_AOVF01000047.1_cds_WP_000487322.1_739	27.077	325	329
WP_000774262.1	lcl|NZ_AOVF01000047.1_cds_WP_000774262.1_689	99.625	267	267
WP_000774262.1	lcl|NZ_AOVF01000047.1_cds_WP_000859505.1_738	26.639	244	267
WP_000774262.1	lcl|NZ_AOVF01000047.1_cds_WP_000800438.1_719	25.328	229	267
WP_000774262.1	lcl|NZ_AOVF01000047.1_cds_WP_000842260.1_768	26.316	190	267
WP_000774262.1	lcl|NZ_AOVF01000095.1_cds_WP_000667727.1_2039	31.818	110	267
WP_000774262.1	lcl|NZ_AOVF01000068.1_cds_WP_000805357.1_1278	33.645	107	267
WP_000602734.1	lcl|NZ_AOVF01000047.1_cds_WP_000612797.1_690	97.839	509	509
WP_000602734.1	lcl|NZ_AOVF01000078.1_cds_WP_000291591.1_1656	26.911	327	509
WP_000602734.1	lcl|NZ_AOVF01000078.1_cds_WP_000364507.1_1655	31.111	90	509
WP_000602734.1	lcl|NZ_AOVF01000047.1_cds_WP_000612797.1_690	97.839	509	509
WP_000602734.1	lcl|NZ_AOVF01000078.1_cds_WP_000291591.1_1656	26.911	327	509
WP_000602734.1	lcl|NZ_AOVF01000078.1_cds_WP_000364507.1_1655	31.111	90	509
WP_004766696.1	lcl|NZ_AOVF01000047.1_cds_WP_001067557.1_691	99.697	330	330
WP_004766696.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	26.692	266	330
WP_004766696.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	28.990	307	330
WP_004766696.1	lcl|NZ_AOVF01000059.1_cds_WP_001984071.1_1033	25.735	272	330
WP_004766696.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	26.812	276	330
WP_004766696.1	lcl|NZ_AOVF01000105.1_cds_WP_001003555.1_2320	28.395	243	330
WP_004766696.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	23.724	333	330
WP_004766696.1	lcl|NZ_AOVF01000076.1_cds_WP_000649925.1_1472	28.854	253	330
WP_004766696.1	lcl|NZ_AOVF01000062.1_cds_WP_000688695.1_1093	25.681	257	330
WP_004766696.1	lcl|NZ_AOVF01000047.1_cds_WP_000601375.1_741	26.740	273	330
WP_004766696.1	lcl|NZ_AOVF01000047.1_cds_WP_000410273.1_685	25.305	328	330
WP_004766691.1	lcl|NZ_AOVF01000047.1_cds_WP_001198107.1_692	98.907	366	366
WP_004766691.1	lcl|NZ_AOVF01000047.1_cds_WP_000608295.1_693	40.000	365	366
WP_004766691.1	lcl|NZ_AOVF01000047.1_cds_WP_000575178.1_761	34.540	359	366
WP_004766691.1	lcl|NZ_AOVF01000061.1_cds_WP_001281953.1_1076	27.704	379	366
WP_004766691.1	lcl|NZ_AOVF01000047.1_cds_WP_000346036.1_722	28.090	356	366
WP_004766691.1	lcl|NZ_AOVF01000047.1_cds_WP_000582222.1_703	31.389	360	366
WP_004766691.1	lcl|NZ_AOVF01000131.1_cds_WP_000538752.1_3065	29.412	357	366
WP_004766691.1	lcl|NZ_AOVF01000047.1_cds_WP_000947844.1_715	26.667	345	366
WP_004766691.1	lcl|NZ_AOVF01000102.1_cds_WP_001982414.1_2189	31.579	190	366
WP_004766642.1	lcl|NZ_AOVF01000047.1_cds_WP_000608295.1_693	95.640	367	367
WP_004766642.1	lcl|NZ_AOVF01000047.1_cds_WP_001198107.1_692	39.178	365	367
WP_004766642.1	lcl|NZ_AOVF01000047.1_cds_WP_000575178.1_761	36.314	369	367
WP_004766642.1	lcl|NZ_AOVF01000131.1_cds_WP_000538752.1_3065	31.016	374	367
