WP_004753574.1	lcl|NZ_RQHH01000033.1_cds_WP_135630784.1_1940	62.821	78	106
WP_004766657.1	lcl|NZ_RQHH01000033.1_cds_WP_135630786.1_1943	80.000	310	314
WP_004766657.1	lcl|NZ_RQHH01000017.1_cds_WP_100718697.1_1410	25.786	318	314
WP_004766657.1	lcl|NZ_RQHH01000017.1_cds_WP_135630011.1_1383	27.389	314	314
WP_004766657.1	lcl|NZ_RQHH01000033.1_cds_WP_135630785.1_1942	23.041	217	314
WP_004766657.1	lcl|NZ_RQHH01000037.1_cds_WP_004788049.1_3631	21.965	173	314
WP_000884059.1	lcl|NZ_RQHH01000033.1_cds_WP_004788859.1_2347	33.065	124	185
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_100718697.1_1410	30.573	314	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_100719192.1_807	30.323	310	329
WP_000646251.1	lcl|NZ_RQHH01000037.1_cds_WP_004788049.1_3631	28.739	341	329
WP_000646251.1	lcl|NZ_RQHH01000033.1_cds_WP_135630785.1_1942	26.765	340	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_135630011.1_1383	27.157	313	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_004787140.1_996	26.168	321	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_135629813.1_1067	31.496	254	329
WP_000646251.1	lcl|NZ_RQHH01000033.1_cds_WP_135630786.1_1943	24.843	318	329
WP_000646251.1	lcl|NZ_RQHH01000037.1_cds_WP_210412568.1_3642	26.840	231	329
WP_000646251.1	lcl|NZ_RQHH01000033.1_cds_WP_100734655.1_1990	26.217	267	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_135630056.1_1464	28.112	249	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_135630297.1_1741	25.140	179	329
WP_000646251.1	lcl|NZ_RQHH01000017.1_cds_WP_135629806.1_1059	23.881	268	329
WP_000646251.1	lcl|NZ_RQHH01000033.1_cds_WP_135630787.1_1944	24.280	243	329
WP_000774262.1	lcl|NZ_RQHH01000033.1_cds_WP_020777677.1_2051	23.755	261	267
WP_000774262.1	lcl|NZ_RQHH01000033.1_cds_WP_277355114.1_1954	25.118	211	267
WP_000774262.1	lcl|NZ_RQHH01000033.1_cds_WP_100716951.1_1941	26.289	194	267
WP_000774262.1	lcl|NZ_RQHH01000017.1_cds_WP_100720616.1_917	26.901	171	267
WP_000774262.1	lcl|NZ_RQHH01000037.1_cds_WP_100719638.1_3630	26.943	193	267
WP_000602734.1	lcl|NZ_RQHH01000033.1_cds_WP_135631123.1_2325	23.529	323	509
WP_000602734.1	lcl|NZ_RQHH01000033.1_cds_WP_135610134.1_2324	30.909	110	509
WP_000602734.1	lcl|NZ_RQHH01000033.1_cds_WP_135631123.1_2325	23.529	323	509
WP_000602734.1	lcl|NZ_RQHH01000033.1_cds_WP_135610134.1_2324	30.909	110	509
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_100719192.1_807	24.820	278	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_100718697.1_1410	27.899	276	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_135629813.1_1067	30.472	233	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_135630011.1_1383	25.378	331	330
WP_004766696.1	lcl|NZ_RQHH01000033.1_cds_WP_135630787.1_1944	31.250	128	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_135629806.1_1059	25.681	257	330
WP_004766696.1	lcl|NZ_RQHH01000033.1_cds_WP_135630785.1_1942	25.253	297	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_135630297.1_1741	31.210	157	330
WP_004766696.1	lcl|NZ_RQHH01000037.1_cds_WP_004788049.1_3631	23.077	299	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_135630056.1_1464	25.604	207	330
WP_004766696.1	lcl|NZ_RQHH01000017.1_cds_WP_004787140.1_996	28.000	150	330
WP_004766691.1	lcl|NZ_RQHH01000033.1_cds_WP_135630801.1_1963	34.270	356	366
WP_004766691.1	lcl|NZ_RQHH01000017.1_cds_WP_135630399.1_1130	28.346	381	366
WP_004766691.1	lcl|NZ_RQHH01000033.1_cds_WP_210414228.1_1945	30.105	382	366
WP_004766691.1	lcl|NZ_RQHH01000017.1_cds_WP_100734244.1_122	28.612	353	366
WP_004766691.1	lcl|NZ_RQHH01000017.1_cds_WP_100719471.1_474	26.425	193	366
WP_004766642.1	lcl|NZ_RQHH01000033.1_cds_WP_135630801.1_1963	35.211	355	367
WP_004766642.1	lcl|NZ_RQHH01000033.1_cds_WP_210414228.1_1945	32.152	395	367
WP_004766642.1	lcl|NZ_RQHH01000017.1_cds_WP_100734244.1_122	29.144	374	367
WP_004766642.1	lcl|NZ_RQHH01000017.1_cds_WP_135630399.1_1130	28.042	378	367
WP_004766642.1	lcl|NZ_RQHH01000017.1_cds_WP_100719471.1_474	26.050	357	367
WP_002740998.1	lcl|NZ_RQHH01000017.1_cds_WP_100718239.1_529	42.798	243	265
WP_016761674.1	lcl|NZ_RQHH01000017.1_cds_WP_135630198.1_1648	35.806	310	310
WP_016761674.1	lcl|NZ_RQHH01000021.1_cds_WP_135630573.1_3317	32.231	242	310
WP_016761674.1	lcl|NZ_RQHH01000033.1_cds_WP_100721131.1_2413	22.433	263	310
WP_016761674.1	lcl|NZ_RQHH01000017.1_cds_WP_135630198.1_1648	35.806	310	310
WP_016761674.1	lcl|NZ_RQHH01000021.1_cds_WP_135630573.1_3317	32.231	242	310
WP_016761674.1	lcl|NZ_RQHH01000033.1_cds_WP_100721131.1_2413	22.433	263	310
WP_001088861.1	lcl|NZ_RQHH01000021.1_cds_WP_100719505.1_3341	39.683	63	144
WP_000517243.1	lcl|NZ_RQHH01000037.1_cds_WP_135631157.1_3435	28.283	99	221
WP_000611591.1	lcl|NZ_RQHH01000017.1_cds_WP_100720970.1_1193	29.861	144	175
WP_004766685.1	lcl|NZ_RQHH01000033.1_cds_WP_100721578.1_2711	25.333	225	406
WP_000980525.1	lcl|NZ_RQHH01000033.1_cds_WP_100734478.1_2433	24.409	254	241
WP_000980525.1	lcl|NZ_RQHH01000033.1_cds_WP_135630790.1_1948	24.335	263	241
WP_000980525.1	lcl|NZ_RQHH01000021.1_cds_WP_100721449.1_3275	23.506	251	241
WP_000980525.1	lcl|NZ_RQHH01000017.1_cds_WP_004785575.1_1151	23.431	239	241
WP_000980525.1	lcl|NZ_RQHH01000021.1_cds_WP_004787563.1_3335	29.204	113	241
WP_000980525.1	lcl|NZ_RQHH01000017.1_cds_WP_004786786.1_1120	31.148	122	241
WP_000980525.1	lcl|NZ_RQHH01000037.1_cds_WP_004788221.1_3446	30.526	95	241
WP_002106376.1	lcl|NZ_RQHH01000017.1_cds_WP_135629834.1_1111	38.132	257	596
WP_002106376.1	lcl|NZ_RQHH01000017.1_cds_WP_035982890.1_319	29.744	390	596
WP_002106376.1	lcl|NZ_RQHH01000017.1_cds_WP_135629873.1_1174	36.404	228	596
WP_002106376.1	lcl|NZ_RQHH01000017.1_cds_WP_135629696.1_802	34.914	232	596
WP_002106376.1	lcl|NZ_RQHH01000017.1_cds_WP_135629695.1_800	34.934	229	596
WP_002106376.1	lcl|NZ_RQHH01000052.1_cds_WP_135631322.1_2795	28.267	329	596
WP_002106376.1	lcl|NZ_RQHH01000025.1_cds_WP_100719737.1_3683	30.876	217	596
WP_002106376.1	lcl|NZ_RQHH01000017.1_cds_WP_135629726.1_890	28.507	221	596
WP_002106376.1	lcl|NZ_RQHH01000033.1_cds_WP_035983849.1_2319	25.217	230	596
WP_002106376.1	lcl|NZ_RQHH01000021.1_cds_WP_100721531.1_3270	27.155	232	596
