WP_004753574.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004462903.1_3491	93.023	86	106
WP_004766657.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464977.1_3492	91.290	310	314
WP_004766657.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	24.691	324	314
WP_004766657.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	22.662	278	314
WP_004766657.1	lcl|NZ_JAUOTH010000001.1_cds_WP_032928188.1_3345	25.000	332	314
WP_004766657.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964026.1_3547	24.551	167	314
WP_004766657.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	23.239	284	314
WP_004766657.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	21.387	173	314
WP_000884059.1	lcl|NZ_JAUOTH010000002.1_cds_WP_004460143.1_2208	35.616	146	185
WP_000884059.1	lcl|NZ_JAUOTH010000018.1_cds_WP_075918475.1_3528	35.028	177	185
WP_000646251.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	31.776	321	329
WP_000646251.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	31.343	335	329
WP_000646251.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004461234.1_447	32.797	311	329
WP_000646251.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	29.524	315	329
WP_000646251.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964026.1_3547	30.164	305	329
WP_000646251.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	27.083	336	329
WP_000646251.1	lcl|NZ_JAUOTH010000001.1_cds_WP_032928188.1_3345	28.882	322	329
WP_000646251.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004467290.1_444	28.571	322	329
WP_000646251.1	lcl|NZ_JAUOTH010000012.1_cds_WP_046943555.1_2762	24.928	345	329
WP_000646251.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464977.1_3492	26.296	270	329
WP_000646251.1	lcl|NZ_JAUOTH010000009.1_cds_WP_008398679.1_778	27.099	262	329
WP_000646251.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004465101.1_3549	25.993	277	329
WP_000646251.1	lcl|NZ_JAUOTH010000014.1_cds_WP_282963968.1_202	24.773	331	329
WP_000646251.1	lcl|NZ_JAUOTH010000017.1_cds_WP_004472818.1_1475	27.273	286	329
