WP_004462903.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746496.1_2031	61.538	78	106
WP_004472299.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746495.1_2032	80.192	313	319
WP_004472299.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745382.1_1494	27.937	315	319
WP_004472299.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745407.1_1521	24.540	326	319
WP_004472299.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753201.1_2098	25.253	198	319
WP_004472299.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744912.1_908	23.529	323	319
WP_004472299.1	lcl|NZ_JAIZBK010000006.1_cds_WP_135743732.1_3464	25.731	171	319
WP_004479563.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753116.1_2034	54.696	362	365
WP_004472170.1	lcl|NZ_JAIZBK010000003.1_cds_WP_135744205.1_2473	32.484	157	185
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745407.1_1521	30.255	314	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753201.1_2098	27.011	348	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_338127456.1_2076	31.290	310	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744912.1_908	29.221	308	329
WP_004479538.1	lcl|NZ_JAIZBK010000006.1_cds_WP_135743732.1_3464	27.859	341	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745055.1_1082	27.844	334	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745382.1_1494	26.837	313	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753148.1_2052	25.402	311	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753159.1_2064	26.937	271	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746495.1_2032	25.786	318	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753183.1_2083	27.092	251	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734906.1_1149	28.175	252	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745455.1_1575	29.388	245	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753226.1_2120	25.373	268	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746455.1_2073	29.677	155	329
WP_004479538.1	lcl|NZ_JAIZBK010000006.1_cds_WP_208739683.1_3453	24.028	283	329
WP_004479538.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746444.1_2084	19.841	252	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238752882.1_1857	24.157	178	329
WP_004479538.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734886.1_1141	22.744	277	329
WP_282974014.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753153.1_2059	28.426	197	267
WP_282974014.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746453.1_2075	26.271	236	267
WP_282974014.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746379.1_2181	24.806	258	267
WP_282974014.1	lcl|NZ_JAIZBK010000002.1_cds_WP_322113260.1_2099	23.684	266	267
WP_282974014.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745137.1_1177	33.898	118	267
WP_282974014.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744998.1_1015	27.586	174	267
WP_282974014.1	lcl|NZ_JAIZBK010000006.1_cds_WP_238754283.1_3465	29.534	193	267
WP_004472307.1	lcl|NZ_JAIZBK010000003.1_cds_WP_238754012.1_2451	23.894	339	509
WP_004472307.1	lcl|NZ_JAIZBK010000003.1_cds_WP_238754012.1_2451	23.894	339	509
WP_004479660.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753148.1_2052	34.069	317	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135744912.1_908	26.259	278	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745407.1_1521	27.174	276	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734906.1_1149	27.481	262	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745382.1_1494	26.300	327	330
WP_004479660.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753201.1_2098	24.085	328	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734886.1_1141	25.188	266	330
WP_004479660.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753159.1_2064	26.136	264	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745455.1_1575	27.536	207	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238752882.1_1857	30.065	153	330
WP_004479660.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135745055.1_1082	28.477	151	330
WP_004479660.1	lcl|NZ_JAIZBK010000006.1_cds_WP_135743732.1_3464	22.442	303	330
WP_004472322.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746435.1_2093	33.520	358	366
WP_004472322.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734983.1_1211	28.723	376	366
WP_004472322.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753120.1_2036	32.782	363	366
WP_004472322.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753155.1_2061	40.329	243	366
WP_004472322.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135743390.1_257	30.226	354	366
WP_004472322.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753149.1_2053	34.071	226	366
WP_004472322.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734137.1_604	25.654	191	366
WP_004472364.1	lcl|NZ_JAIZBK010000002.1_cds_WP_135746435.1_2093	36.264	364	367
WP_004472364.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753120.1_2036	31.421	366	367
WP_004472364.1	lcl|NZ_JAIZBK010000002.1_cds_WP_238753155.1_2061	36.131	274	367
WP_004472364.1	lcl|NZ_JAIZBK010000001.1_cds_WP_135743390.1_257	28.723	376	367
WP_004472364.1	lcl|NZ_JAIZBK010000001.1_cds_WP_238734983.1_1211	28.042	378	367
