WP_004462903.1	lcl|NZ_AHQD01000064.1_cds_WP_000340715.1_2876	95.402	87	106
WP_004472299.1	lcl|NZ_AHQD01000064.1_cds_WP_000410267.1_2875	92.258	310	319
WP_004472299.1	lcl|NZ_AHQD01000048.1_cds_WP_000744700.1_3287	25.382	327	319
WP_004472299.1	lcl|NZ_AHQD01000064.1_cds_WP_000646251.1_2872	26.667	270	319
WP_004472299.1	lcl|NZ_AHQD01000064.1_cds_WP_000093099.1_2856	53.968	63	319
WP_004472299.1	lcl|NZ_AHQD01000064.1_cds_WP_000600889.1_2847	23.118	186	319
WP_004472299.1	lcl|NZ_AHQD01000064.1_cds_WP_000723090.1_2793	23.368	291	319
WP_004472299.1	lcl|NZ_AHQD01000097.1_cds_WP_001984071.1_2257	21.678	286	319
WP_004472299.1	lcl|NZ_AHQD01000064.1_cds_WP_001067556.1_2869	24.012	329	319
WP_004479563.1	lcl|NZ_AHQD01000064.1_cds_WP_000604522.1_2874	83.014	365	365
WP_004472170.1	lcl|NZ_AHQD01000064.1_cds_WP_000884059.1_2873	94.595	185	185
WP_004472170.1	lcl|NZ_AHQD01000174.1_cds_WP_000351733.1_1266	39.286	140	185
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000646251.1_2872	93.902	328	329
WP_004479538.1	lcl|NZ_AHQD01000048.1_cds_WP_000744700.1_3287	31.429	315	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000600889.1_2847	31.629	313	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000723090.1_2793	29.552	335	329
WP_004479538.1	lcl|NZ_AHQD01000097.1_cds_WP_001984071.1_2257	30.945	307	329
WP_004479538.1	lcl|NZ_AHQD01000094.1_cds_WP_000649923.1_2408	29.721	323	329
WP_004479538.1	lcl|NZ_AHQD01000287.1_cds_WP_000709513.1_80	29.429	333	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_001067556.1_2869	29.316	307	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000601375.1_2820	25.632	277	329
WP_004479538.1	lcl|NZ_AHQD01000097.1_cds_WP_000688696.1_2237	28.720	289	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000475904.1_2810	27.536	276	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000410267.1_2875	27.138	269	329
WP_004479538.1	lcl|NZ_AHQD01000183.1_cds_WP_001074784.1_1045	29.779	272	329
WP_004479538.1	lcl|NZ_AHQD01000244.1_cds_WP_001003557.1_436	25.984	254	329
WP_004479538.1	lcl|NZ_AHQD01000064.1_cds_WP_000487322.1_2822	27.469	324	329
WP_282974014.1	lcl|NZ_AHQD01000064.1_cds_WP_000774261.1_2871	89.513	267	267
WP_282974014.1	lcl|NZ_AHQD01000064.1_cds_WP_000859505.1_2823	26.442	208	267
WP_282974014.1	lcl|NZ_AHQD01000064.1_cds_WP_000800438.1_2842	26.178	191	267
WP_282974014.1	lcl|NZ_AHQD01000064.1_cds_WP_000842261.1_2792	28.421	190	267
WP_282974014.1	lcl|NZ_AHQD01000178.1_cds_WP_000667727.1_1164	31.818	110	267
WP_282974014.1	lcl|NZ_AHQD01000079.1_cds_WP_000805357.1_2562	37.647	85	267
WP_004472307.1	lcl|NZ_AHQD01000064.1_cds_WP_000612798.1_2870	88.189	508	509
WP_004472307.1	lcl|NZ_AHQD01000134.1_cds_WP_000291586.1_1788	27.134	328	509
WP_004472307.1	lcl|NZ_AHQD01000134.1_cds_WP_000364507.1_1789	28.889	90	509
WP_004472307.1	lcl|NZ_AHQD01000064.1_cds_WP_000612798.1_2870	88.189	508	509
WP_004472307.1	lcl|NZ_AHQD01000134.1_cds_WP_000291586.1_1788	27.134	328	509
WP_004472307.1	lcl|NZ_AHQD01000134.1_cds_WP_000364507.1_1789	28.889	90	509
WP_004479660.1	lcl|NZ_AHQD01000064.1_cds_WP_001067556.1_2869	92.121	330	330
WP_004479660.1	lcl|NZ_AHQD01000064.1_cds_WP_000646251.1_2872	31.128	257	330
