WP_004462903.1	lcl|NZ_AOUZ01000009.1_cds_WP_000340715.1_245	95.402	87	106
WP_004472299.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	92.581	310	319
WP_004472299.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	26.667	270	319
WP_004472299.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	25.382	327	319
WP_004472299.1	lcl|NZ_AOUZ01000009.1_cds_WP_000093099.1_224	53.968	63	319
WP_004472299.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	23.118	186	319
WP_004472299.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	23.368	291	319
WP_004472299.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	21.678	286	319
WP_004472299.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	24.012	329	319
WP_004479563.1	lcl|NZ_AOUZ01000009.1_cds_WP_000604524.1_243	83.562	365	365
WP_004472170.1	lcl|NZ_AOUZ01000009.1_cds_WP_000884059.1_242	94.595	185	185
WP_004472170.1	lcl|NZ_AOUZ01000139.1_cds_WP_000351733.1_3341	39.286	140	185
WP_004479538.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	93.293	328	329
WP_004479538.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	31.429	315	329
WP_004479538.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	31.629	313	329
WP_004479538.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	29.552	335	329
WP_004479538.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	30.945	307	329
WP_004479538.1	lcl|NZ_AOUZ01000145.1_cds_WP_000649925.1_3685	29.721	323	329
WP_004479538.1	lcl|NZ_AOUZ01000032.1_cds_WP_000709511.1_655	29.429	333	329
WP_004479538.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	29.316	307	329
WP_004479538.1	lcl|NZ_AOUZ01000009.1_cds_WP_000601375.1_188	25.632	277	329
WP_004479538.1	lcl|NZ_AOUZ01000109.1_cds_WP_000688695.1_2615	28.720	289	329
WP_004479538.1	lcl|NZ_AOUZ01000009.1_cds_WP_000475904.1_179	27.536	276	329
WP_004479538.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	27.509	269	329
