WP_004462903.1	lcl|NZ_MVAF01000021.1_cds_WP_000340715.1_2191	95.402	87	106
WP_004472299.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	92.581	310	319
WP_004472299.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	26.667	270	319
WP_004472299.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	25.382	327	319
WP_004472299.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	23.288	292	319
WP_004472299.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	22.321	224	319
WP_004472299.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	21.678	286	319
WP_004472299.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	24.012	329	319
WP_004479563.1	lcl|NZ_MVAF01000021.1_cds_WP_001967810.1_2189	83.288	365	365
WP_004472170.1	lcl|NZ_MVAF01000021.1_cds_WP_082267446.1_2188	95.135	185	185
WP_004472170.1	lcl|NZ_MVAF01000005.1_cds_WP_000351733.1_2887	39.286	140	185
WP_004479538.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	93.293	328	329
WP_004479538.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	31.429	315	329
WP_004479538.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	29.552	335	329
WP_004479538.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	30.945	307	329
WP_004479538.1	lcl|NZ_MVAF01000059.1_cds_WP_000699346.1_3035	29.762	336	329
WP_004479538.1	lcl|NZ_MVAF01000029.1_cds_WP_000649923.1_824	29.721	323	329
WP_004479538.1	lcl|NZ_MVAF01000013.1_cds_WP_000709513.1_3977	29.429	333	329
WP_004479538.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	29.316	307	329
WP_004479538.1	lcl|NZ_MVAF01000040.1_cds_WP_000688696.1_2499	28.720	289	329
WP_004479538.1	lcl|NZ_MVAF01000084.1_cds_WP_000475904.1_286	27.536	276	329
WP_004479538.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	27.509	269	329
WP_004479538.1	lcl|NZ_MVAF01000060.1_cds_WP_001074785.1_3893	29.779	272	329
WP_004479538.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	26.537	309	329
WP_004479538.1	lcl|NZ_MVAF01000020.1_cds_WP_001003557.1_3520	25.984	254	329
WP_282974014.1	lcl|NZ_MVAF01000021.1_cds_WP_000774256.1_2186	89.513	267	267
WP_282974014.1	lcl|NZ_MVAF01000055.1_cds_WP_000842260.1_3009	28.421	190	267
WP_282974014.1	lcl|NZ_MVAF01000001.1_cds_WP_000805359.1_205	38.824	85	267
WP_282974014.1	lcl|NZ_MVAF01000036.1_cds_WP_000667727.1_1927	31.818	110	267
