WP_004462903.1	lcl|NZ_AFJP01000278.1_cds_WP_000340715.1_479	95.402	87	106
WP_004472299.1	lcl|NZ_AFJP01000278.1_cds_WP_000410273.1_478	92.581	310	319
WP_004472299.1	lcl|NZ_AFJP01000278.1_cds_WP_000646250.1_475	26.667	270	319
WP_004472299.1	lcl|NZ_AFJP01000085.1_cds_WP_000744700.1_2132	25.382	327	319
WP_004472299.1	lcl|NZ_AFJP01000278.1_cds_WP_000093099.1_458	53.968	63	319
WP_004472299.1	lcl|NZ_AFJP01000278.1_cds_WP_000600889.1_449	23.118	186	319
WP_004472299.1	lcl|NZ_AFJP01000289.1_cds_WP_000723090.1_243	23.368	291	319
WP_004472299.1	lcl|NZ_AFJP01000300.1_cds_WP_001984071.1_41	21.678	286	319
WP_004472299.1	lcl|NZ_AFJP01000278.1_cds_WP_001067557.1_472	24.012	329	319
WP_004479563.1	lcl|NZ_AFJP01000278.1_cds_WP_000604524.1_477	83.562	365	365
WP_004472170.1	lcl|NZ_AFJP01000278.1_cds_WP_000884059.1_476	94.595	185	185
WP_004472170.1	lcl|NZ_AFJP01000029.1_cds_WP_000351733.1_3537	39.286	140	185
WP_004479538.1	lcl|NZ_AFJP01000278.1_cds_WP_000646250.1_475	93.293	328	329
WP_004479538.1	lcl|NZ_AFJP01000085.1_cds_WP_000744700.1_2132	31.429	315	329
WP_004479538.1	lcl|NZ_AFJP01000278.1_cds_WP_000600889.1_449	31.629	313	329
WP_004479538.1	lcl|NZ_AFJP01000289.1_cds_WP_000723090.1_243	29.552	335	329
WP_004479538.1	lcl|NZ_AFJP01000300.1_cds_WP_001984071.1_41	30.945	307	329
WP_004479538.1	lcl|NZ_AFJP01000129.1_cds_WP_000649925.1_1727	29.721	323	329
WP_004479538.1	lcl|NZ_AFJP01000010.1_cds_WP_000709511.1_3639	29.429	333	329
WP_004479538.1	lcl|NZ_AFJP01000278.1_cds_WP_001067557.1_472	29.316	307	329
WP_004479538.1	lcl|NZ_AFJP01000289.1_cds_WP_000601375.1_217	25.632	277	329
WP_004479538.1	lcl|NZ_AFJP01000054.1_cds_WP_000688695.1_2623	28.720	289	329
WP_004479538.1	lcl|NZ_AFJP01000289.1_cds_WP_000475904.1_226	27.536	276	329
WP_004479538.1	lcl|NZ_AFJP01000278.1_cds_WP_000410273.1_478	27.509	269	329
WP_004479538.1	lcl|NZ_AFJP01000093.1_cds_WP_001074785.1_1969	29.779	272	329
WP_004479538.1	lcl|NZ_AFJP01000067.1_cds_WP_001003555.1_2376	25.984	254	329
WP_004479538.1	lcl|NZ_AFJP01000289.1_cds_WP_000487322.1_215	27.469	324	329
WP_282974014.1	lcl|NZ_AFJP01000278.1_cds_WP_000774262.1_474	88.764	267	267
WP_282974014.1	lcl|NZ_AFJP01000289.1_cds_WP_000859505.1_214	26.442	208	267
WP_282974014.1	lcl|NZ_AFJP01000278.1_cds_WP_000800438.1_444	26.178	191	267
WP_282974014.1	lcl|NZ_AFJP01000289.1_cds_WP_000842260.1_244	28.421	190	267
WP_282974014.1	lcl|NZ_AFJP01000203.1_cds_WP_000667727.1_755	31.818	110	267
WP_282974014.1	lcl|NZ_AFJP01000295.1_cds_WP_000805357.1_102	37.647	85	267
WP_004472307.1	lcl|NZ_AFJP01000278.1_cds_WP_000612797.1_473	88.386	508	509
WP_004472307.1	lcl|NZ_AFJP01000037.1_cds_WP_000291591.1_3129	27.134	328	509
WP_004472307.1	lcl|NZ_AFJP01000037.1_cds_WP_000364507.1_3130	28.889	90	509
WP_004472307.1	lcl|NZ_AFJP01000278.1_cds_WP_000612797.1_473	88.386	508	509
WP_004472307.1	lcl|NZ_AFJP01000037.1_cds_WP_000291591.1_3129	27.134	328	509
WP_004472307.1	lcl|NZ_AFJP01000037.1_cds_WP_000364507.1_3130	28.889	90	509
WP_004479660.1	lcl|NZ_AFJP01000278.1_cds_WP_001067557.1_472	92.424	330	330
WP_004479660.1	lcl|NZ_AFJP01000278.1_cds_WP_000646250.1_475	30.739	257	330
WP_004479660.1	lcl|NZ_AFJP01000300.1_cds_WP_001984071.1_41	25.461	271	330
WP_004479660.1	lcl|NZ_AFJP01000278.1_cds_WP_000600889.1_449	27.068	266	330
WP_004479660.1	lcl|NZ_AFJP01000085.1_cds_WP_000744700.1_2132	27.215	316	330
WP_004479660.1	lcl|NZ_AFJP01000289.1_cds_WP_000723090.1_243	25.816	337	330
WP_004479660.1	lcl|NZ_AFJP01000067.1_cds_WP_001003555.1_2376	27.572	243	330
WP_004479660.1	lcl|NZ_AFJP01000129.1_cds_WP_000649925.1_1727	30.078	256	330
WP_004479660.1	lcl|NZ_AFJP01000054.1_cds_WP_000688695.1_2623	26.957	230	330
WP_004479660.1	lcl|NZ_AFJP01000289.1_cds_WP_000601375.1_217	26.182	275	330
WP_004479660.1	lcl|NZ_AFJP01000130.1_cds_WP_000457972.1_1660	26.562	128	330
WP_004479660.1	lcl|NZ_AFJP01000289.1_cds_WP_000487322.1_215	26.148	283	330
WP_004479660.1	lcl|NZ_AFJP01000010.1_cds_WP_000709511.1_3639	30.464	151	330
WP_004472322.1	lcl|NZ_AFJP01000278.1_cds_WP_001198107.1_471	93.169	366	366
WP_004472322.1	lcl|NZ_AFJP01000278.1_cds_WP_000608295.1_470	39.178	365	366
WP_004472322.1	lcl|NZ_AFJP01000289.1_cds_WP_000575178.1_237	32.571	350	366
WP_004472322.1	lcl|NZ_AFJP01000278.1_cds_WP_000346036.1_441	28.267	375	366
WP_004472322.1	lcl|NZ_AFJP01000097.1_cds_WP_001281953.1_1912	27.177	379	366
WP_004472322.1	lcl|NZ_AFJP01000278.1_cds_WP_000582222.1_460	32.464	345	366
WP_004472322.1	lcl|NZ_AFJP01000180.1_cds_WP_000538752.1_1008	29.412	357	366
WP_004472322.1	lcl|NZ_AFJP01000278.1_cds_WP_000947844.1_448	25.507	345	366
WP_004472322.1	lcl|NZ_AFJP01000057.1_cds_WP_001982414.1_2547	31.053	190	366
WP_004472364.1	lcl|NZ_AFJP01000278.1_cds_WP_000608295.1_470	90.736	367	367
WP_004472364.1	lcl|NZ_AFJP01000278.1_cds_WP_001198107.1_471	39.452	365	367
WP_004472364.1	lcl|NZ_AFJP01000289.1_cds_WP_000575178.1_237	36.986	365	367
WP_004472364.1	lcl|NZ_AFJP01000180.1_cds_WP_000538752.1_1008	32.075	371	367
WP_004472364.1	lcl|NZ_AFJP01000278.1_cds_WP_000582222.1_460	40.171	234	367
WP_004472364.1	lcl|NZ_AFJP01000097.1_cds_WP_001281953.1_1912	29.894	378	367
WP_004472364.1	lcl|NZ_AFJP01000278.1_cds_WP_000346036.1_441	24.533	375	367
WP_004472364.1	lcl|NZ_AFJP01000278.1_cds_WP_000947844.1_448	25.970	335	367
WP_004472364.1	lcl|NZ_AFJP01000057.1_cds_WP_001982414.1_2547	25.138	362	367
WP_004479653.1	lcl|NZ_AFJP01000278.1_cds_WP_000689743.1_469	85.846	544	544
WP_004479653.1	lcl|NZ_AFJP01000278.1_cds_WP_000689743.1_469	85.846	544	544
WP_004470185.1	lcl|NZ_AFJP01000278.1_cds_WP_000342713.1_468	90.566	265	265
WP_004470185.1	lcl|NZ_AFJP01000286.1_cds_WP_001002663.1_266	43.210	243	265
WP_020783869.1	lcl|NZ_AFJP01000278.1_cds_WP_001246618.1_467	89.032	310	310
WP_020783869.1	lcl|NZ_AFJP01000177.1_cds_WP_000541745.1_1048	36.126	191	310
WP_020783869.1	lcl|NZ_AFJP01000017.1_cds_LEP2GSC079_RS0100810_3611	34.483	116	310
WP_020783869.1	lcl|NZ_AFJP01000066.1_cds_WP_001183723.1_2386	26.159	302	310
WP_020783869.1	lcl|NZ_AFJP01000032.1_cds_WP_000279894.1_3387	26.316	133	310
WP_020783869.1	lcl|NZ_AFJP01000278.1_cds_WP_001246618.1_467	89.032	310	310
WP_020783869.1	lcl|NZ_AFJP01000177.1_cds_WP_000541745.1_1048	36.126	191	310
WP_020783869.1	lcl|NZ_AFJP01000017.1_cds_LEP2GSC079_RS0100810_3611	34.483	116	310
WP_020783869.1	lcl|NZ_AFJP01000066.1_cds_WP_001183723.1_2386	26.159	302	310
WP_020783869.1	lcl|NZ_AFJP01000032.1_cds_WP_000279894.1_3387	26.316	133	310
WP_032912997.1	lcl|NZ_AFJP01000278.1_cds_WP_000479982.1_466	89.394	264	264
WP_004470135.1	lcl|NZ_AFJP01000278.1_cds_WP_000715958.1_465	91.473	129	130
WP_032912999.1	lcl|NZ_AFJP01000278.1_cds_WP_001088866.1_464	83.448	145	145
WP_004470037.1	lcl|NZ_AFJP01000278.1_cds_WP_000517242.1_463	90.045	221	221
WP_004470037.1	lcl|NZ_AFJP01000085.1_cds_WP_001082180.1_2104	24.359	78	221
WP_004470037.1	lcl|NZ_AFJP01000055.1_cds_WP_001069834.1_2598	27.723	101	221
WP_004470188.1	lcl|NZ_AFJP01000278.1_cds_WP_000611594.1_462	78.286	175	177
WP_004470188.1	lcl|NZ_AFJP01000294.1_cds_WP_001206947.1_139	31.818	132	177
WP_282974009.1	lcl|NZ_AFJP01000278.1_cds_WP_001015422.1_461	83.960	399	408
WP_282974009.1	lcl|NZ_AFJP01000055.1_cds_WP_000347681.1_2599	25.714	210	408
WP_282974009.1	lcl|NZ_AFJP01000085.1_cds_WP_001082180.1_2104	28.144	167	408
WP_282974009.1	lcl|NZ_AFJP01000289.1_cds_WP_000661932.1_211	27.007	137	408
WP_004479640.1	lcl|NZ_AFJP01000278.1_cds_WP_000582222.1_460	82.865	356	362
WP_004479640.1	lcl|NZ_AFJP01000278.1_cds_WP_000608295.1_470	34.412	340	362
WP_004479640.1	lcl|NZ_AFJP01000097.1_cds_WP_001281953.1_1912	30.591	389	362
WP_004479640.1	lcl|NZ_AFJP01000278.1_cds_WP_000947844.1_448	28.767	365	362
WP_004479640.1	lcl|NZ_AFJP01000278.1_cds_WP_001198107.1_471	30.747	348	362
WP_004479640.1	lcl|NZ_AFJP01000289.1_cds_WP_000575178.1_237	30.795	302	362
WP_004479640.1	lcl|NZ_AFJP01000278.1_cds_WP_000346036.1_441	28.685	251	362
WP_004479640.1	lcl|NZ_AFJP01000057.1_cds_WP_001982414.1_2547	23.269	361	362
WP_004479640.1	lcl|NZ_AFJP01000180.1_cds_WP_000538752.1_1008	28.175	252	362
