WP_004462903.1	lcl|NZ_NPDS01000002.1_cds_WP_100762083.1_1700	98.851	87	106
WP_004472299.1	lcl|NZ_NPDS01000002.1_cds_WP_100761755.1_1701	86.984	315	319
WP_004472299.1	lcl|NZ_NPDS01000007.1_cds_WP_100763529.1_3487	23.620	326	319
WP_004472299.1	lcl|NZ_NPDS01000002.1_cds_WP_100761767.1_1714	23.656	186	319
WP_004472299.1	lcl|NZ_NPDS01000002.1_cds_WP_100761817.1_1764	24.573	293	319
WP_004472299.1	lcl|NZ_NPDS01000005.1_cds_WP_208861998.1_2731	21.201	283	319
WP_004472299.1	lcl|NZ_NPDS01000003.1_cds_WP_100762281.1_2212	23.392	171	319
WP_004472170.1	lcl|NZ_NPDS01000008.1_cds_WP_100763639.1_3580	34.545	165	185
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_100761817.1_1764	29.341	334	329
WP_004479538.1	lcl|NZ_NPDS01000005.1_cds_WP_208861998.1_2731	32.353	306	329
WP_004479538.1	lcl|NZ_NPDS01000007.1_cds_WP_100763529.1_3487	31.013	316	329
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_100761767.1_1714	31.438	299	329
WP_004479538.1	lcl|NZ_NPDS01000005.1_cds_WP_100762933.1_2872	28.972	321	329
WP_004479538.1	lcl|NZ_NPDS01000003.1_cds_WP_100762281.1_2212	26.190	336	329
WP_004479538.1	lcl|NZ_NPDS01000003.1_cds_WP_100762356.1_2304	28.788	330	329
WP_004479538.1	lcl|NZ_NPDS01000001.1_cds_WP_100760606.1_139	24.927	341	329
WP_004479538.1	lcl|NZ_NPDS01000007.1_cds_WP_100763359.1_3290	26.000	350	329
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_100761792.1_1740	22.266	256	329
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_100761755.1_1701	25.786	318	329
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_100761800.1_1748	25.417	240	329
WP_004479538.1	lcl|NZ_NPDS01000006.1_cds_WP_100763246.1_3188	26.619	278	329
WP_004479538.1	lcl|NZ_NPDS01000004.1_cds_WP_100762657.1_2594	25.373	268	329
WP_004479538.1	lcl|NZ_NPDS01000003.1_cds_WP_100762316.1_2253	28.279	244	329
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_010575208.1_1725	23.140	242	329
WP_004479538.1	lcl|NZ_NPDS01000002.1_cds_WP_100761790.1_1738	24.912	285	329
WP_004479538.1	lcl|NZ_NPDS01000007.1_cds_WP_100763446.1_3394	23.333	330	329
WP_282974014.1	lcl|NZ_NPDS01000002.1_cds_WP_100761772.1_1719	25.541	231	267
WP_282974014.1	lcl|NZ_NPDS01000002.1_cds_WP_100761818.1_1765	28.947	190	267
