WP_004462903.1	lcl|NZ_JQRK01000069.1_cds_WP_004462903.1_2244	100.000	87	106
WP_004472299.1	lcl|NZ_JQRK01000069.1_cds_WP_004477867.1_2245	100.000	310	319
WP_004472299.1	lcl|NZ_JQRK01000012.1_cds_WP_004476620.1_521	25.309	324	319
WP_004472299.1	lcl|NZ_JQRK01000069.1_cds_WP_061215967.1_2266	23.022	278	319
WP_004472299.1	lcl|NZ_JQRK01000031.1_cds_WP_004465060.1_1214	22.867	293	319
WP_004472299.1	lcl|NZ_JQRK01000093.1_cds_WP_004461234.1_2735	22.145	289	319
WP_004472299.1	lcl|NZ_JQRK01000178.1_cds_WP_004468319.1_3528	23.392	171	319
WP_004472170.1	lcl|NZ_JQRK01000115.1_cds_WP_004460143.1_3083	34.932	146	185
WP_004479538.1	lcl|NZ_JQRK01000069.1_cds_WP_061215959.1_2250	31.871	342	329
WP_004479538.1	lcl|NZ_JQRK01000012.1_cds_WP_004476620.1_521	29.841	315	329
WP_004479538.1	lcl|NZ_JQRK01000093.1_cds_WP_004461234.1_2735	32.476	311	329
WP_004479538.1	lcl|NZ_JQRK01000069.1_cds_WP_061215967.1_2266	30.769	299	329
WP_004479538.1	lcl|NZ_JQRK01000031.1_cds_WP_004465060.1_1214	29.940	334	329
WP_004479538.1	lcl|NZ_JQRK01000048.1_cds_WP_004472946.1_1774	30.031	323	329
WP_004479538.1	lcl|NZ_JQRK01000093.1_cds_WP_004461242.1_2738	28.485	330	329
WP_004479538.1	lcl|NZ_JQRK01000178.1_cds_WP_004468319.1_3528	26.190	336	329
WP_004479538.1	lcl|NZ_JQRK01000017.1_cds_WP_032916356.1_777	25.294	340	329
WP_004479538.1	lcl|NZ_JQRK01000069.1_cds_WP_004477867.1_2245	28.044	271	329
WP_004479538.1	lcl|NZ_JQRK01000095.1_cds_WP_061216131.1_2786	31.579	190	329
WP_004479538.1	lcl|NZ_JQRK01000020.1_cds_WP_061215646.1_907	26.449	276	329
WP_004479538.1	lcl|NZ_JQRK01000069.1_cds_WP_002178821.1_2276	25.306	245	329
WP_004479538.1	lcl|NZ_JQRK01000046.1_cds_WP_016757118.1_1707	23.263	331	329
WP_282974014.1	lcl|NZ_JQRK01000069.1_cds_WP_004462133.1_2271	26.087	184	267
WP_282974014.1	lcl|NZ_JQRK01000031.1_cds_WP_004475142.1_1215	28.947	190	267
WP_282974014.1	lcl|NZ_JQRK01000136.1_cds_WP_004484915.1_3307	29.612	206	267
WP_282974014.1	lcl|NZ_JQRK01000145.1_cds_WP_016754360.1_3400	27.568	185	267
WP_282974014.1	lcl|NZ_JQRK01000095.1_cds_WP_061216130.1_2785	21.912	251	267
WP_282974014.1	lcl|NZ_JQRK01000178.1_cds_WP_061206628.1_3527	27.368	190	267
WP_004472307.1	lcl|NZ_JQRK01000080.1_cds_WP_004473482.1_2438	26.911	327	509
WP_004472307.1	lcl|NZ_JQRK01000080.1_cds_WP_004460640.1_2439	30.000	90	509
WP_004472307.1	lcl|NZ_JQRK01000080.1_cds_WP_004473482.1_2438	26.911	327	509
WP_004472307.1	lcl|NZ_JQRK01000080.1_cds_WP_004460640.1_2439	30.000	90	509
WP_004479660.1	lcl|NZ_JQRK01000093.1_cds_WP_004461234.1_2735	26.374	273	330
WP_004479660.1	lcl|NZ_JQRK01000012.1_cds_WP_004476620.1_521	28.261	276	330
WP_004479660.1	lcl|NZ_JQRK01000069.1_cds_WP_061215967.1_2266	25.000	276	330
WP_004479660.1	lcl|NZ_JQRK01000031.1_cds_WP_004465060.1_1214	27.987	318	330
WP_004479660.1	lcl|NZ_JQRK01000017.1_cds_WP_032916356.1_777	26.364	220	330
WP_004479660.1	lcl|NZ_JQRK01000069.1_cds_WP_002178821.1_2276	25.993	277	330
WP_004479660.1	lcl|NZ_JQRK01000069.1_cds_WP_061215959.1_2250	29.741	232	330
WP_004479660.1	lcl|NZ_JQRK01000046.1_cds_WP_016757118.1_1707	24.691	243	330
WP_004479660.1	lcl|NZ_JQRK01000048.1_cds_WP_004472946.1_1774	29.688	256	330
WP_004479660.1	lcl|NZ_JQRK01000095.1_cds_WP_061216132.1_2788	24.803	254	330
WP_004479660.1	lcl|NZ_JQRK01000178.1_cds_WP_004468319.1_3528	25.180	139	330
WP_004479660.1	lcl|NZ_JQRK01000015.1_cds_WP_004467770.1_721	28.125	128	330
WP_004479660.1	lcl|NZ_JQRK01000020.1_cds_WP_061215646.1_907	27.692	130	330
WP_004479660.1	lcl|NZ_JQRK01000093.1_cds_WP_004461242.1_2738	30.464	151	330
WP_004472322.1	lcl|NZ_JQRK01000095.1_cds_WP_061216136.1_2795	36.280	328	366
WP_004472322.1	lcl|NZ_JQRK01000031.1_cds_WP_004462146.1_1206	31.445	353	366
WP_004472322.1	lcl|NZ_JQRK01000136.1_cds_WP_004466571.1_3300	28.191	376	366
WP_004472322.1	lcl|NZ_JQRK01000069.1_cds_WP_061215974.1_2280	32.361	377	366
WP_004472322.1	lcl|NZ_JQRK01000039.1_cds_WP_004465893.1_1506	29.972	357	366
WP_004472322.1	lcl|NZ_JQRK01000069.1_cds_WP_061215968.1_2267	25.000	356	366
WP_004472322.1	lcl|NZ_JQRK01000017.1_cds_WP_004460480.1_778	29.730	185	366
WP_004472322.1	lcl|NZ_JQRK01000069.1_cds_WP_235596560.1_2279	24.670	227	366
WP_004472364.1	lcl|NZ_JQRK01000095.1_cds_WP_061216136.1_2795	38.187	364	367
WP_004472364.1	lcl|NZ_JQRK01000031.1_cds_WP_004462146.1_1206	38.000	350	367
WP_004472364.1	lcl|NZ_JQRK01000039.1_cds_WP_004465893.1_1506	34.121	381	367
WP_004472364.1	lcl|NZ_JQRK01000069.1_cds_WP_061215974.1_2280	32.698	367	367
WP_004472364.1	lcl|NZ_JQRK01000136.1_cds_WP_004466571.1_3300	30.548	383	367
WP_004472364.1	lcl|NZ_JQRK01000069.1_cds_WP_061215968.1_2267	28.955	335	367
WP_004472364.1	lcl|NZ_JQRK01000017.1_cds_WP_004460480.1_778	25.691	362	367
WP_004472364.1	lcl|NZ_JQRK01000069.1_cds_WP_235596560.1_2279	28.037	214	367
WP_004472364.1	lcl|NZ_JQRK01000022.1_cds_WP_032924150.1_1017	32.990	97	367
WP_004470185.1	lcl|NZ_JQRK01000214.1_cds_WP_061216395.1_3673	41.700	247	265
WP_020783869.1	lcl|NZ_JQRK01000081.1_cds_WP_061216029.1_2496	35.932	295	310
WP_020783869.1	lcl|NZ_JQRK01000150.1_cds_WP_004461490.1_3430	26.623	308	310
WP_020783869.1	lcl|NZ_JQRK01000050.1_cds_WP_061215869.1_1858	27.068	133	310
WP_020783869.1	lcl|NZ_JQRK01000081.1_cds_WP_061216029.1_2496	35.932	295	310
WP_020783869.1	lcl|NZ_JQRK01000150.1_cds_WP_004461490.1_3430	26.623	308	310
WP_020783869.1	lcl|NZ_JQRK01000050.1_cds_WP_061215869.1_1858	27.068	133	310
WP_004470037.1	lcl|NZ_JQRK01000008.1_cds_WP_061215515.1_347	37.037	54	221
WP_004470037.1	lcl|NZ_JQRK01000124.1_cds_WP_004462594.1_3218	26.733	101	221
