WP_004462903.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000340715.1_659	95.402	87	106
WP_004472299.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000410273.1_660	92.581	310	319
WP_004472299.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	26.667	270	319
WP_004472299.1	lcl|NZ_JAGGCR010000007.1_cds_WP_000744700.1_1360	25.382	327	319
WP_004472299.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000093099.1_680	53.968	63	319
WP_004472299.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	23.118	186	319
WP_004472299.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000723090.1_742	23.368	291	319
WP_004472299.1	lcl|NZ_JAGGCR010000027.1_cds_WP_001984071.1_2896	21.678	286	319
WP_004472299.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	24.012	329	319
WP_004479563.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000604524.1_661	83.562	365	365
WP_004472170.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000884059.1_662	94.595	185	185
WP_004472170.1	lcl|NZ_JAGGCR010000002.1_cds_WP_000351733.1_518	39.286	140	185
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	93.293	328	329
WP_004479538.1	lcl|NZ_JAGGCR010000007.1_cds_WP_000744700.1_1360	31.429	315	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	31.629	313	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000723090.1_742	29.552	335	329
WP_004479538.1	lcl|NZ_JAGGCR010000027.1_cds_WP_001984071.1_2896	30.945	307	329
WP_004479538.1	lcl|NZ_JAGGCR010000009.1_cds_WP_000649925.1_1588	29.721	323	329
WP_004479538.1	lcl|NZ_JAGGCR010000060.1_cds_WP_000709511.1_3683	29.429	333	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	29.316	307	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000601375.1_716	25.632	277	329
WP_004479538.1	lcl|NZ_JAGGCR010000027.1_cds_WP_000688695.1_2916	28.720	289	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000475904.1_725	27.536	276	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000410273.1_660	27.509	269	329
WP_004479538.1	lcl|NZ_JAGGCR010000002.1_cds_WP_001074785.1_313	29.779	272	329
WP_004479538.1	lcl|NZ_JAGGCR010000018.1_cds_WP_001003555.1_2411	25.984	254	329
WP_004479538.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000487322.1_714	27.469	324	329
WP_282974014.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000774262.1_664	88.764	267	267
WP_282974014.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000859505.1_713	26.442	208	267
WP_282974014.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000800438.1_694	26.178	191	267
WP_282974014.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000842260.1_743	28.421	190	267
WP_282974014.1	lcl|NZ_JAGGCR010000024.1_cds_WP_000667727.1_2787	31.818	110	267
WP_282974014.1	lcl|NZ_JAGGCR010000021.1_cds_WP_000805357.1_2608	37.647	85	267
WP_004472307.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000612797.1_665	88.386	508	509
WP_004472307.1	lcl|NZ_JAGGCR010000019.1_cds_WP_000291591.1_2448	27.134	328	509
WP_004472307.1	lcl|NZ_JAGGCR010000019.1_cds_WP_000364507.1_2449	28.889	90	509
WP_004472307.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000612797.1_665	88.386	508	509
WP_004472307.1	lcl|NZ_JAGGCR010000019.1_cds_WP_000291591.1_2448	27.134	328	509
WP_004472307.1	lcl|NZ_JAGGCR010000019.1_cds_WP_000364507.1_2449	28.889	90	509
WP_004479660.1	lcl|NZ_JAGGCR010000003.1_cds_WP_001067557.1_666	92.424	330	330
WP_004479660.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000646250.1_663	30.739	257	330
WP_004479660.1	lcl|NZ_JAGGCR010000027.1_cds_WP_001984071.1_2896	25.461	271	330
WP_004479660.1	lcl|NZ_JAGGCR010000003.1_cds_WP_000600889.1_689	27.068	266	330
