WP_004462903.1	lcl|NZ_JQRQ01000005.1_cds_WP_002614501.1_186	93.103	87	106
WP_004472299.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503085.1_185	90.323	310	319
WP_004472299.1	lcl|NZ_JQRQ01000005.1_cds_JF90_RS20620_165	58.730	63	319
WP_004472299.1	lcl|NZ_JQRQ01000005.1_cds_WP_061217629.1_182	27.126	247	319
WP_004472299.1	lcl|NZ_JQRQ01000025.1_cds_WP_002615921.1_680	25.000	324	319
WP_004472299.1	lcl|NZ_JQRQ01000039.1_cds_WP_016760841.1_1137	22.867	293	319
WP_004472299.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503537.1_1163	21.474	312	319
WP_004472299.1	lcl|NZ_JQRQ01000117.1_cds_WP_004495474.1_2789	23.263	331	319
WP_004472299.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503074.1_2968	22.018	327	319
WP_004479563.1	lcl|NZ_JQRQ01000005.1_cds_WP_061217630.1_184	89.863	365	365
WP_004472170.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503080.1_183	95.135	185	185
WP_004472170.1	lcl|NZ_JQRQ01000084.1_cds_WP_002630958.1_2252	34.247	146	185
WP_004479538.1	lcl|NZ_JQRQ01000005.1_cds_WP_061217629.1_182	92.073	328	329
WP_004479538.1	lcl|NZ_JQRQ01000039.1_cds_WP_016760841.1_1137	29.042	334	329
WP_004479538.1	lcl|NZ_JQRQ01000025.1_cds_WP_002615921.1_680	29.841	315	329
WP_004479538.1	lcl|NZ_JQRQ01000117.1_cds_WP_004495474.1_2789	31.190	311	329
WP_004479538.1	lcl|NZ_JQRQ01000029.1_cds_WP_004498401.1_828	29.560	318	329
WP_004479538.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503054.1_2958	29.003	331	329
WP_004479538.1	lcl|NZ_JQRQ01000102.1_cds_WP_004495537.1_2572	25.970	335	329
WP_004479538.1	lcl|NZ_JQRQ01000186.1_cds_WP_004495465.1_3567	28.261	322	329
WP_004479538.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503537.1_1163	24.627	268	329
WP_004479538.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503082.1_179	29.642	307	329
WP_004479538.1	lcl|NZ_JQRQ01000077.1_cds_WP_061218054.1_2161	25.882	340	329
WP_004479538.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503138.1_2966	30.000	270	329
WP_004479538.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503074.1_2968	24.922	321	329
WP_004479538.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503085.1_185	27.381	252	329
WP_004479538.1	lcl|NZ_JQRQ01000039.1_cds_WP_061217843.1_1154	26.642	274	329
WP_004479538.1	lcl|NZ_JQRQ01000045.1_cds_WP_004496193.1_1343	27.273	275	329
WP_004479538.1	lcl|NZ_JQRQ01000231.1_cds_WP_004495316.1_3751	27.459	244	329
WP_004479538.1	lcl|NZ_JQRQ01000115.1_cds_WP_016760974.1_2771	23.636	330	329
WP_004479538.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503611.1_1165	33.103	145	329
WP_282974014.1	lcl|NZ_JQRQ01000005.1_cds_WP_061217628.1_181	88.015	267	267
WP_282974014.1	lcl|NZ_JQRQ01000127.1_cds_WP_061218216.1_2948	26.178	191	267
WP_282974014.1	lcl|NZ_JQRQ01000039.1_cds_WP_002620407.1_1136	28.421	190	267
WP_282974014.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503495.1_1166	27.053	207	267
WP_282974014.1	lcl|NZ_JQRQ01000099.1_cds_WP_004496417.1_2517	29.442	197	267
WP_282974014.1	lcl|NZ_JQRQ01000059.1_cds_WP_026054267.1_1699	26.486	185	267
WP_282974014.1	lcl|NZ_JQRQ01000102.1_cds_WP_004495535.1_2573	27.895	190	267
WP_004472307.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503040.1_180	87.402	508	509
WP_004472307.1	lcl|NZ_JQRQ01000045.1_cds_WP_002617878.1_1273	27.302	315	509
WP_004472307.1	lcl|NZ_JQRQ01000045.1_cds_WP_016760653.1_1274	27.778	90	509
WP_004472307.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503040.1_180	87.402	508	509
WP_004472307.1	lcl|NZ_JQRQ01000045.1_cds_WP_002617878.1_1273	27.302	315	509
WP_004472307.1	lcl|NZ_JQRQ01000045.1_cds_WP_016760653.1_1274	27.778	90	509
WP_004479660.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503082.1_179	93.636	330	330
WP_004479660.1	lcl|NZ_JQRQ01000117.1_cds_WP_004495474.1_2789	27.473	273	330
WP_004479660.1	lcl|NZ_JQRQ01000005.1_cds_WP_061217629.1_182	29.470	302	330
WP_004479660.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503138.1_2966	28.522	291	330
WP_004479660.1	lcl|NZ_JQRQ01000025.1_cds_WP_002615921.1_680	27.899	276	330
WP_004479660.1	lcl|NZ_JQRQ01000039.1_cds_WP_016760841.1_1137	25.000	332	330
WP_004479660.1	lcl|NZ_JQRQ01000077.1_cds_WP_061218054.1_2161	26.457	223	330
WP_004479660.1	lcl|NZ_JQRQ01000115.1_cds_WP_016760974.1_2771	23.755	261	330
WP_004479660.1	lcl|NZ_JQRQ01000029.1_cds_WP_004498401.1_828	30.800	250	330
WP_004479660.1	lcl|NZ_JQRQ01000102.1_cds_WP_004495537.1_2572	26.056	142	330
WP_004479660.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503537.1_1163	26.277	274	330
WP_004479660.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503054.1_2958	25.000	296	330
WP_004479660.1	lcl|NZ_JQRQ01000040.1_cds_WP_061217868.1_1224	28.125	128	330
WP_004479660.1	lcl|NZ_JQRQ01000045.1_cds_WP_004496193.1_1343	26.230	244	330
WP_004479660.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503085.1_185	23.100	329	330
WP_004479660.1	lcl|NZ_JQRQ01000231.1_cds_WP_004495316.1_3751	24.252	301	330
WP_004472322.1	lcl|NZ_JQRQ01000127.1_cds_WP_061218226.1_2972	34.682	346	366
WP_004472322.1	lcl|NZ_JQRQ01000039.1_cds_WP_004499131.1_1143	33.140	344	366
