WP_004462903.1	lcl|NZ_JADDVY010000006.1_cds_WP_002725873.1_2941	95.402	87	106
WP_004472299.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733579.1_2942	91.935	310	319
WP_004472299.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733534.1_2945	25.926	270	319
WP_004472299.1	lcl|NZ_JADDVY010000018.1_cds_WP_002722638.1_639	23.242	327	319
WP_004472299.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740024.1_3036	22.867	293	319
WP_004472299.1	lcl|NZ_JADDVY010000007.1_cds_WP_002728309.1_3198	23.397	312	319
WP_004472299.1	lcl|NZ_JADDVY010000006.1_cds_WP_016749081.1_2974	23.313	326	319
WP_004472299.1	lcl|NZ_JADDVY010000013.1_cds_WP_002743770.1_338	23.392	171	319
WP_004479563.1	lcl|NZ_JADDVY010000006.1_cds_WP_026054882.1_2943	89.315	365	365
WP_004472170.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733646.1_2944	94.595	185	185
WP_004472170.1	lcl|NZ_JADDVY010000003.1_cds_WP_002721790.1_1931	35.616	146	185
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733534.1_2945	93.598	328	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740024.1_3036	29.042	334	329
WP_004479538.1	lcl|NZ_JADDVY010000018.1_cds_WP_002722638.1_639	29.206	315	329
WP_004479538.1	lcl|NZ_JADDVY010000007.1_cds_WP_002728309.1_3198	30.868	311	329
WP_004479538.1	lcl|NZ_JADDVY010000007.1_cds_WP_002728316.1_3195	28.182	330	329
WP_004479538.1	lcl|NZ_JADDVY010000074.1_cds_WP_002741146.1_3070	29.467	319	329
WP_004479538.1	lcl|NZ_JADDVY010000013.1_cds_WP_002743770.1_338	26.100	341	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733638.1_2982	27.855	359	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740721.1_2948	29.316	307	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733546.1_3011	25.000	268	329
WP_004479538.1	lcl|NZ_JADDVY010000008.1_cds_WP_002732331.1_3299	25.000	340	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002744551.1_2976	29.630	270	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733698.1_3019	26.642	274	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733579.1_2942	26.908	249	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_016749081.1_2974	24.765	319	329
WP_004479538.1	lcl|NZ_JADDVY010000057.1_cds_WP_002740236.1_2621	26.645	304	329
WP_004479538.1	lcl|NZ_JADDVY010000004.1_cds_WP_002739935.1_2443	27.869	244	329
WP_004479538.1	lcl|NZ_JADDVY010000004.1_cds_WP_002721725.1_2355	24.036	337	329
WP_004479538.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733757.1_3009	30.337	178	329
WP_282974014.1	lcl|NZ_JADDVY010000006.1_cds_WP_002733627.1_2946	89.888	267	267
WP_282974014.1	lcl|NZ_JADDVY010000006.1_cds_WP_002727921.1_3037	28.042	189	267
WP_282974014.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740926.1_2987	25.131	191	267
WP_282974014.1	lcl|NZ_JADDVY010000006.1_cds_WP_002738295.1_3008	26.316	209	267
WP_282974014.1	lcl|NZ_JADDVY010000002.1_cds_WP_002766579.1_1539	27.568	185	267
WP_282974014.1	lcl|NZ_JADDVY010000026.1_cds_WP_002729040.1_1252	32.258	93	267
WP_282974014.1	lcl|NZ_JADDVY010000013.1_cds_WP_002729513.1_339	25.926	189	267
WP_004472307.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740779.1_2947	87.992	508	509
WP_004472307.1	lcl|NZ_JADDVY010000005.1_cds_WP_002728536.1_2739	27.551	294	509
WP_004472307.1	lcl|NZ_JADDVY010000005.1_cds_WP_002728534.1_2738	28.889	90	509
WP_004472307.1	lcl|NZ_JADDVY010000006.1_cds_WP_002740779.1_2947	87.992	508	509
WP_004472307.1	lcl|NZ_JADDVY010000005.1_cds_WP_002728536.1_2739	27.551	294	509
