WP_004462903.1	lcl|NZ_ANNL01000057.1_cds_WP_000340715.1_1587	95.402	87	106
WP_004472299.1	lcl|NZ_ANNL01000057.1_cds_WP_000712241.1_1586	91.935	310	319
WP_004472299.1	lcl|NZ_ANNL01000055.1_cds_WP_000744700.1_1421	25.382	327	319
WP_004472299.1	lcl|NZ_ANNL01000057.1_cds_WP_000646240.1_1583	26.667	270	319
WP_004472299.1	lcl|NZ_ANNL01000057.1_cds_WP_000723084.1_1516	23.711	291	319
WP_004472299.1	lcl|NZ_ANNL01000115.1_cds_WP_001984071.1_3214	21.678	286	319
WP_004472299.1	lcl|NZ_ANNL01000057.1_cds_WP_001067557.1_1580	24.012	329	319
WP_004479563.1	lcl|NZ_ANNL01000057.1_cds_WP_000604524.1_1585	83.562	365	365
WP_004472170.1	lcl|NZ_ANNL01000057.1_cds_WP_000884058.1_1584	94.595	185	185
WP_004472170.1	lcl|NZ_ANNL01000118.1_cds_WP_000351733.1_3361	39.286	140	185
WP_004479538.1	lcl|NZ_ANNL01000057.1_cds_WP_000646240.1_1583	93.902	328	329
WP_004479538.1	lcl|NZ_ANNL01000055.1_cds_WP_000744700.1_1421	31.429	315	329
WP_004479538.1	lcl|NZ_ANNL01000057.1_cds_WP_000723084.1_1516	29.851	335	329
WP_004479538.1	lcl|NZ_ANNL01000115.1_cds_WP_001984071.1_3214	30.945	307	329
WP_004479538.1	lcl|NZ_ANNL01000023.1_cds_WP_000649924.1_661	29.721	323	329
WP_004479538.1	lcl|NZ_ANNL01000015.1_cds_WP_000709512.1_404	29.429	333	329
WP_004479538.1	lcl|NZ_ANNL01000057.1_cds_WP_001067557.1_1580	29.316	307	329
WP_004479538.1	lcl|NZ_ANNL01000115.1_cds_LEP1GSC013_RS01000000127235_3194	30.811	185	329
WP_004479538.1	lcl|NZ_ANNL01000115.1_cds_LEP1GSC013_RS01000000127235_3194	26.596	94	329
WP_004479538.1	lcl|NZ_ANNL01000057.1_cds_WP_000475906.1_1533	26.642	274	329
WP_004479538.1	lcl|NZ_ANNL01000057.1_cds_WP_000712241.1_1586	27.138	269	329
WP_004479538.1	lcl|NZ_ANNL01000094.1_cds_WP_001074785.1_2714	29.779	272	329
WP_004479538.1	lcl|NZ_ANNL01000091.1_cds_WP_001003551.1_2560	26.378	254	329
WP_004479538.1	lcl|NZ_ANNL01000057.1_cds_WP_000378096.1_1563	26.163	172	329
WP_282974014.1	lcl|NZ_ANNL01000057.1_cds_WP_000774257.1_1582	89.513	267	267
WP_282974014.1	lcl|NZ_ANNL01000057.1_cds_WP_000842260.1_1515	28.421	190	267
WP_282974014.1	lcl|NZ_ANNL01000085.1_cds_WP_000667728.1_2376	31.818	110	267
WP_282974014.1	lcl|NZ_ANNL01000003.1_cds_WP_000805356.1_62	37.647	85	267
WP_004472307.1	lcl|NZ_ANNL01000057.1_cds_WP_010679538.1_1581	88.189	508	509
WP_004472307.1	lcl|NZ_ANNL01000060.1_cds_WP_000291587.1_1629	27.134	328	509
WP_004472307.1	lcl|NZ_ANNL01000060.1_cds_WP_000364507.1_1630	28.889	90	509
WP_004472307.1	lcl|NZ_ANNL01000057.1_cds_WP_010679538.1_1581	88.189	508	509
WP_004472307.1	lcl|NZ_ANNL01000060.1_cds_WP_000291587.1_1629	27.134	328	509
WP_004472307.1	lcl|NZ_ANNL01000060.1_cds_WP_000364507.1_1630	28.889	90	509
WP_004479660.1	lcl|NZ_ANNL01000057.1_cds_WP_001067557.1_1580	92.424	330	330
WP_004479660.1	lcl|NZ_ANNL01000057.1_cds_WP_000646240.1_1583	29.276	304	330
WP_004479660.1	lcl|NZ_ANNL01000115.1_cds_WP_001984071.1_3214	25.461	271	330
WP_004479660.1	lcl|NZ_ANNL01000055.1_cds_WP_000744700.1_1421	27.215	316	330
WP_004479660.1	lcl|NZ_ANNL01000057.1_cds_WP_000723084.1_1516	26.409	337	330
WP_004479660.1	lcl|NZ_ANNL01000091.1_cds_WP_001003551.1_2560	27.572	243	330
WP_004479660.1	lcl|NZ_ANNL01000023.1_cds_WP_000649924.1_661	30.078	256	330
WP_004479660.1	lcl|NZ_ANNL01000115.1_cds_LEP1GSC013_RS01000000127235_3194	29.545	132	330
WP_004479660.1	lcl|NZ_ANNL01000044.1_cds_WP_000457972.1_1143	26.562	128	330
WP_004479660.1	lcl|NZ_ANNL01000015.1_cds_WP_000709512.1_404	30.464	151	330
WP_004472322.1	lcl|NZ_ANNL01000057.1_cds_WP_001198108.1_1579	92.896	366	366
WP_004472322.1	lcl|NZ_ANNL01000057.1_cds_WP_000608294.1_1578	38.904	365	366
WP_004472322.1	lcl|NZ_ANNL01000057.1_cds_WP_010679520.1_1522	32.286	350	366
