WP_004462903.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633099.1_2715	64.103	78	106
WP_004472299.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633097.1_2714	78.135	311	319
WP_004472299.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390701.1_392	24.233	326	319
WP_004472299.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392896.1_419	27.532	316	319
WP_004472299.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632088.1_2658	24.916	297	319
WP_004472299.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265391083.1_998	24.149	323	319
WP_004472299.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265391932.1_3605	25.731	171	319
WP_004472299.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393954.1_2694	20.259	232	319
WP_004479563.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393972.1_2712	55.249	362	365
WP_004472170.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632379.1_2283	31.361	169	185
WP_004479538.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390701.1_392	30.255	314	329
WP_004479538.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632088.1_2658	27.628	333	329
WP_004479538.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265391083.1_998	30.892	314	329
WP_004479538.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265391932.1_3605	27.273	341	329
WP_004479538.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135634855.1_804	27.246	334	329
WP_004479538.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392896.1_419	26.367	311	329
WP_004479538.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393954.1_2694	27.391	230	329
WP_004479538.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633097.1_2714	26.332	319	329
WP_004479538.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135633031.1_2674	27.823	248	329
WP_004479538.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393944.1_2684	27.350	234	329
WP_004479538.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265392230.1_2642	25.746	268	329
WP_004479538.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_208742289.1_3616	24.028	283	329
WP_004479538.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135633413.1_34	26.966	178	329
WP_004479538.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392862.1_322	28.279	244	329
WP_282974014.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393904.1_2581	24.419	258	267
WP_282974014.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393942.1_2682	23.944	213	267
WP_282974014.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393043.1_711	41.758	91	267
WP_282974014.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393924.1_2657	25.381	197	267
WP_282974014.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393122.1_887	27.320	194	267
WP_282974014.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265394396.1_3604	28.571	196	267
WP_004472307.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393780.1_2305	23.373	338	509
WP_004472307.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393780.1_2305	23.373	338	509
WP_004479660.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393944.1_2684	34.722	288	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265391083.1_998	25.899	278	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390701.1_392	27.174	276	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392896.1_419	25.758	330	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265390970.1_817	34.234	111	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265392862.1_322	26.087	207	330
WP_004479660.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393954.1_2694	26.432	227	330
WP_004479660.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_135632088.1_2658	22.256	328	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135633413.1_34	28.030	132	330
WP_004479660.1	lcl|NZ_JAMQPQ010000005.1_cds_WP_265391932.1_3605	23.242	327	330
WP_004479660.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135634855.1_804	28.477	151	330
WP_004472322.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_265393712.1_675	27.559	381	366
WP_004472322.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393970.1_2710	31.250	384	366
WP_004472322.1	lcl|NZ_JAMQPQ010000002.1_cds_WP_265393941.1_2681	31.805	349	366
WP_004472322.1	lcl|NZ_JAMQPQ010000001.1_cds_WP_135637239.1_1692	28.895	353	366
