WP_004462903.1	lcl|NZ_NPEJ01000001.1_cds_WP_035983633.1_66	62.821	78	106
WP_004472299.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734686.1_63	78.914	313	319
WP_004472299.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	28.165	316	319
WP_004472299.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	24.233	326	319
WP_004472299.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	23.828	256	319
WP_004472299.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	23.529	323	319
WP_004472299.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	24.561	171	319
WP_004472170.1	lcl|NZ_NPEJ01000009.1_cds_WP_004788859.1_3921	33.594	128	185
WP_004479538.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	29.618	314	329
WP_004479538.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	29.677	310	329
WP_004479538.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	26.347	334	329
WP_004479538.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	27.273	341	329
WP_004479538.1	lcl|NZ_NPEJ01000020.1_cds_WP_004787140.1_1296	26.154	325	329
WP_004479538.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	25.240	313	329
WP_004479538.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719111.1_2427	30.040	253	329
WP_004479538.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734686.1_63	25.078	319	329
WP_004479538.1	lcl|NZ_NPEJ01000031.1_cds_WP_100735066.1_2109	26.111	180	329
WP_004479538.1	lcl|NZ_NPEJ01000005.1_cds_WP_207763527.1_2985	24.028	283	329
WP_004479538.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734655.1_11	26.394	269	329
WP_004479538.1	lcl|NZ_NPEJ01000034.1_cds_WP_100740434.1_2219	28.689	244	329
WP_004479538.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716954.1_62	25.103	243	329
WP_004479538.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719104.1_2419	26.744	172	329
WP_282974014.1	lcl|NZ_NPEJ01000003.1_cds_WP_020777677.1_1901	24.806	258	267
WP_282974014.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716951.1_65	24.742	194	267
WP_282974014.1	lcl|NZ_NPEJ01000036.1_cds_WP_100735224.1_2282	27.072	181	267
WP_282974014.1	lcl|NZ_NPEJ01000005.1_cds_WP_100719638.1_2973	28.061	196	267
WP_004472307.1	lcl|NZ_NPEJ01000024.1_cds_WP_100719957.1_1537	23.669	338	509
WP_004472307.1	lcl|NZ_NPEJ01000024.1_cds_WP_100719957.1_1537	23.669	338	509
WP_004479660.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	25.902	305	330
WP_004479660.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	28.261	276	330
WP_004479660.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719111.1_2427	30.769	234	330
WP_004479660.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	25.680	331	330
WP_004479660.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719104.1_2419	26.172	256	330
WP_004479660.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	26.437	261	330
WP_004479660.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716954.1_62	31.250	128	330
WP_004479660.1	lcl|NZ_NPEJ01000034.1_cds_WP_100740434.1_2219	27.053	207	330
WP_004479660.1	lcl|NZ_NPEJ01000031.1_cds_WP_100735066.1_2109	29.870	154	330
WP_004479660.1	lcl|NZ_NPEJ01000020.1_cds_WP_004787140.1_1296	28.477	151	330
WP_004479660.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	22.442	303	330
WP_004472322.1	lcl|NZ_NPEJ01000001.1_cds_WP_100717004.1_38	33.708	356	366
WP_004472322.1	lcl|NZ_NPEJ01000004.1_cds_WP_004785484.1_2492	28.346	381	366
WP_004472322.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716963.1_50	29.888	358	366
WP_004472322.1	lcl|NZ_NPEJ01000001.1_cds_WP_207763559.1_61	29.921	381	366
WP_004472322.1	lcl|NZ_NPEJ01000019.1_cds_WP_100734244.1_1008	29.462	353	366
WP_004472322.1	lcl|NZ_NPEJ01000066.1_cds_WP_100719471.1_3426	25.654	191	366
WP_004472364.1	lcl|NZ_NPEJ01000001.1_cds_WP_100717004.1_38	37.079	356	367
WP_004472364.1	lcl|NZ_NPEJ01000001.1_cds_WP_207763559.1_61	31.899	395	367
WP_004472364.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716963.1_50	32.951	349	367
WP_004472364.1	lcl|NZ_NPEJ01000019.1_cds_WP_100734244.1_1008	28.989	376	367
WP_004472364.1	lcl|NZ_NPEJ01000004.1_cds_WP_004785484.1_2492	27.778	378	367
WP_004472364.1	lcl|NZ_NPEJ01000066.1_cds_WP_100719471.1_3426	25.070	359	367
WP_004472364.1	lcl|NZ_NPEJ01000023.1_cds_WP_100717135.1_1512	32.353	102	367
WP_004470185.1	lcl|NZ_NPEJ01000016.1_cds_WP_100718239.1_828	40.329	243	265
WP_020783869.1	lcl|NZ_NPEJ01000155.1_cds_WP_100741246.1_771	35.616	219	310
WP_020783869.1	lcl|NZ_NPEJ01000040.1_cds_WP_100719293.1_2575	30.094	319	310
WP_020783869.1	lcl|NZ_NPEJ01000191.1_cds_CH372_RS20210_1064	33.010	103	310
WP_020783869.1	lcl|NZ_NPEJ01000155.1_cds_WP_100741246.1_771	35.616	219	310
WP_020783869.1	lcl|NZ_NPEJ01000040.1_cds_WP_100719293.1_2575	30.094	319	310
WP_020783869.1	lcl|NZ_NPEJ01000191.1_cds_CH372_RS20210_1064	33.010	103	310
WP_004470037.1	lcl|NZ_NPEJ01000032.1_cds_WP_100721017.1_2135	33.000	100	221
WP_004470037.1	lcl|NZ_NPEJ01000007.1_cds_WP_100735776.1_3543	28.846	104	221
WP_004470037.1	lcl|NZ_NPEJ01000003.1_cds_WP_100734580.1_2028	22.835	127	221
WP_004470188.1	lcl|NZ_NPEJ01000004.1_cds_WP_100739369.1_2554	33.793	145	177
WP_282974009.1	lcl|NZ_NPEJ01000032.1_cds_WP_100721015.1_2136	32.000	100	408
WP_004479640.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716963.1_50	32.454	379	362
WP_004479640.1	lcl|NZ_NPEJ01000001.1_cds_WP_207763559.1_61	32.509	283	362
WP_004479640.1	lcl|NZ_NPEJ01000004.1_cds_WP_004785484.1_2492	26.992	389	362
WP_004479640.1	lcl|NZ_NPEJ01000001.1_cds_WP_100717004.1_38	32.215	298	362
WP_004479640.1	lcl|NZ_NPEJ01000066.1_cds_WP_100719471.1_3426	24.119	369	362
WP_004479640.1	lcl|NZ_NPEJ01000019.1_cds_WP_100734244.1_1008	29.317	249	362
WP_004479675.1	lcl|NZ_NPEJ01000001.1_cds_WP_243398598.1_45	42.308	52	229
WP_004479675.1	lcl|NZ_NPEJ01000023.1_cds_WP_100740150.1_1497	26.126	111	229
WP_004479675.1	lcl|NZ_NPEJ01000004.1_cds_WP_100739347.1_2496	26.829	123	229
WP_004479537.1	lcl|NZ_NPEJ01000047.1_cds_WP_100735871.1_2789	26.772	127	409
WP_004479635.1	lcl|NZ_NPEJ01000001.1_cds_WP_100717004.1_38	39.726	365	367
WP_004479635.1	lcl|NZ_NPEJ01000019.1_cds_WP_100734244.1_1008	31.461	356	367
WP_004479635.1	lcl|NZ_NPEJ01000001.1_cds_WP_207763559.1_61	30.334	389	367
WP_004479635.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716963.1_50	31.378	341	367
WP_004479635.1	lcl|NZ_NPEJ01000004.1_cds_WP_004785484.1_2492	26.972	393	367
WP_004479635.1	lcl|NZ_NPEJ01000066.1_cds_WP_100719471.1_3426	23.932	351	367
WP_282973999.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	28.328	293	313
WP_282973999.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	28.413	271	313
WP_282973999.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	24.138	261	313
WP_282973999.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	20.896	335	313
WP_282973999.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	21.345	342	313
WP_282973999.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734686.1_63	23.053	321	313
WP_282973999.1	lcl|NZ_NPEJ01000005.1_cds_WP_207763527.1_2985	20.848	283	313
WP_032918755.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716973.1_39	27.612	134	134
WP_004472325.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	26.163	344	311
WP_004472325.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	24.648	284	311
WP_004472325.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	29.255	188	311
WP_004472325.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719104.1_2419	24.364	275	311
WP_004472325.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	26.136	264	311
WP_004472325.1	lcl|NZ_NPEJ01000005.1_cds_WP_207763527.1_2985	26.068	234	311
WP_004472325.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	23.774	265	311
WP_004472325.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734655.1_11	23.675	283	311
WP_282973997.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716986.1_24	27.612	134	362
WP_282973997.1	lcl|NZ_NPEJ01000064.1_cds_WP_100740873.1_3395	25.000	160	362
WP_004479548.1	lcl|NZ_NPEJ01000004.1_cds_WP_004786686.1_2471	33.081	529	595
WP_004479548.1	lcl|NZ_NPEJ01000041.1_cds_WP_035982890.1_2614	31.445	512	595
WP_004479548.1	lcl|NZ_NPEJ01000004.1_cds_WP_100739363.1_2536	31.579	513	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100739701.1_244	37.917	240	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100739699.1_242	43.723	231	595
WP_004479548.1	lcl|NZ_NPEJ01000050.1_cds_WP_100719941.1_3006	30.738	244	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100717738.1_1167	26.496	234	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719214.1_224	31.395	172	595
WP_004479548.1	lcl|NZ_NPEJ01000006.1_cds_WP_100719737.1_3309	25.751	233	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100721531.1_1095	32.751	229	595
WP_004479548.1	lcl|NZ_NPEJ01000017.1_cds_WP_004786760.1_858	26.829	164	595
WP_004479548.1	lcl|NZ_NPEJ01000033.1_cds_WP_100735206.1_2165	32.979	94	595
WP_004479548.1	lcl|NZ_NPEJ01000009.1_cds_WP_100719347.1_3920	26.484	219	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100735173.1_268	27.848	237	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100717789.1_1168	27.215	158	595
WP_004479548.1	lcl|NZ_NPEJ01000023.1_cds_WP_100719518.1_1481	38.095	63	595
WP_004479548.1	lcl|NZ_NPEJ01000028.1_cds_WP_100740272.1_1776	27.228	202	595
WP_004479548.1	lcl|NZ_NPEJ01000015.1_cds_WP_100736026.1_703	26.570	207	595
WP_004479548.1	lcl|NZ_NPEJ01000015.1_cds_WP_100739891.1_735	26.087	69	595
WP_004479548.1	lcl|NZ_NPEJ01000024.1_cds_WP_035983849.1_1544	26.201	229	595
WP_004479548.1	lcl|NZ_NPEJ01000012.1_cds_WP_004786946.1_451	29.565	230	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100720184.1_1108	26.064	188	595
WP_004479548.1	lcl|NZ_NPEJ01000052.1_cds_WP_100734995.1_3064	32.258	186	595
WP_004479548.1	lcl|NZ_NPEJ01000033.1_cds_WP_100720747.1_2173	33.962	53	595
WP_004479548.1	lcl|NZ_NPEJ01000004.1_cds_WP_004786686.1_2471	33.081	529	595
WP_004479548.1	lcl|NZ_NPEJ01000041.1_cds_WP_035982890.1_2614	31.445	512	595
WP_004479548.1	lcl|NZ_NPEJ01000004.1_cds_WP_100739363.1_2536	31.579	513	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100739701.1_244	37.917	240	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100739699.1_242	43.723	231	595
WP_004479548.1	lcl|NZ_NPEJ01000050.1_cds_WP_100719941.1_3006	30.738	244	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100717738.1_1167	26.496	234	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719214.1_224	31.395	172	595
WP_004479548.1	lcl|NZ_NPEJ01000006.1_cds_WP_100719737.1_3309	25.751	233	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100721531.1_1095	32.751	229	595
WP_004479548.1	lcl|NZ_NPEJ01000017.1_cds_WP_004786760.1_858	26.829	164	595
WP_004479548.1	lcl|NZ_NPEJ01000033.1_cds_WP_100735206.1_2165	32.979	94	595
WP_004479548.1	lcl|NZ_NPEJ01000009.1_cds_WP_100719347.1_3920	26.484	219	595
WP_004479548.1	lcl|NZ_NPEJ01000010.1_cds_WP_100735173.1_268	27.848	237	595
WP_004479548.1	lcl|NZ_NPEJ01000002.1_cds_WP_100717789.1_1168	27.215	158	595
WP_004479548.1	lcl|NZ_NPEJ01000023.1_cds_WP_100719518.1_1481	38.095	63	595
WP_004479548.1	lcl|NZ_NPEJ01000028.1_cds_WP_100740272.1_1776	27.228	202	595
WP_004479548.1	lcl|NZ_NPEJ01000015.1_cds_WP_100736026.1_703	26.570	207	595
