WP_004462903.1	lcl|NZ_RQHC01000008.1_cds_WP_135576183.1_3340	64.103	78	106
WP_004472299.1	lcl|NZ_RQHC01000008.1_cds_WP_135737733.1_3341	80.000	315	319
WP_004472299.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	23.926	326	319
WP_004472299.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	23.980	196	319
WP_004472299.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	22.910	323	319
WP_004472299.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	24.599	187	319
WP_004472170.1	lcl|NZ_RQHC01000008.1_cds_WP_135576144.1_3360	31.724	145	185
WP_004472170.1	lcl|NZ_RQHC01000003.1_cds_WP_135575519.1_266	32.353	170	185
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	30.255	314	329
WP_004479538.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	30.333	300	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	28.662	314	329
WP_004479538.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	27.353	340	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_135577455.1_1641	27.844	334	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_012390182.1_2005	27.389	314	329
WP_004479538.1	lcl|NZ_RQHC01000008.1_cds_WP_135737748.1_3370	26.937	271	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_246846381.1_1697	28.400	250	329
WP_004479538.1	lcl|NZ_RQHC01000008.1_cds_WP_135737733.1_3341	24.451	319	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_135577379.1_1689	25.373	268	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_135737281.1_2085	29.098	244	329
WP_004479538.1	lcl|NZ_RQHC01000007.1_cds_WP_210415130.1_3043	24.382	283	329
WP_004479538.1	lcl|NZ_RQHC01000010.1_cds_WP_135737779.1_3465	26.199	271	329
WP_004479538.1	lcl|NZ_RQHC01000003.1_cds_WP_135737461.1_2387	25.281	178	329
WP_282974014.1	lcl|NZ_RQHC01000008.1_cds_WP_135576163.1_3350	30.526	190	267
WP_282974014.1	lcl|NZ_RQHC01000010.1_cds_WP_012388903.1_3404	24.419	258	267
WP_282974014.1	lcl|NZ_RQHC01000008.1_cds_WP_167881397.1_3357	30.811	185	267
WP_282974014.1	lcl|NZ_RQHC01000003.1_cds_WP_012387270.1_1573	28.161	174	267
WP_282974014.1	lcl|NZ_RQHC01000003.1_cds_WP_135737129.1_1727	35.955	89	267
WP_282974014.1	lcl|NZ_RQHC01000007.1_cds_WP_135737591.1_3055	26.768	198	267
WP_004472307.1	lcl|NZ_RQHC01000003.1_cds_WP_135737483.1_244	24.556	338	509
WP_004472307.1	lcl|NZ_RQHC01000003.1_cds_WP_135737483.1_244	24.556	338	509
WP_004479660.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	25.828	302	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	24.460	278	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_246846381.1_1697	27.586	261	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	27.174	276	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_012390182.1_2005	26.627	338	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_135577379.1_1689	24.219	256	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_135737281.1_2085	27.570	214	330
WP_004479660.1	lcl|NZ_RQHC01000008.1_cds_WP_135737748.1_3370	26.154	260	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_135737461.1_2387	25.229	218	330
WP_004479660.1	lcl|NZ_RQHC01000003.1_cds_WP_135577455.1_1641	29.333	150	330
WP_004479660.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	22.772	303	330
WP_004472322.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	28.646	384	366
WP_004472322.1	lcl|NZ_RQHC01000003.1_cds_WP_135736687.1_810	29.752	363	366
WP_004472322.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	28.481	316	366
WP_004472322.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	27.222	180	366
WP_004472364.1	lcl|NZ_RQHC01000003.1_cds_WP_135736687.1_810	29.360	344	367
WP_004472364.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	28.721	383	367
WP_004472364.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	26.590	346	367
WP_004472364.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	25.281	356	367
WP_004472364.1	lcl|NZ_RQHC01000013.1_cds_WP_135738072.1_2703	32.353	102	367
WP_004470185.1	lcl|NZ_RQHC01000003.1_cds_WP_135578024.1_1205	39.918	243	265
WP_020783869.1	lcl|NZ_RQHC01000003.1_cds_WP_012389893.1_2283	34.516	310	310
WP_020783869.1	lcl|NZ_RQHC01000013.1_cds_WP_135579642.1_2641	29.545	308	310
WP_020783869.1	lcl|NZ_RQHC01000003.1_cds_WP_012389893.1_2283	34.516	310	310
WP_020783869.1	lcl|NZ_RQHC01000013.1_cds_WP_135579642.1_2641	29.545	308	310
WP_004470188.1	lcl|NZ_RQHC01000003.1_cds_WP_135737173.1_1824	29.452	146	177
WP_282974009.1	lcl|NZ_RQHC01000003.1_cds_WP_135736584.1_625	23.950	238	408
WP_004479640.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	32.342	269	362
WP_004479640.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	27.157	394	362
WP_004479640.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	23.836	365	362
WP_004479640.1	lcl|NZ_RQHC01000003.1_cds_WP_135736687.1_810	28.077	260	362
WP_004479675.1	lcl|NZ_RQHC01000008.1_cds_WP_135737738.1_3347	24.627	134	229
WP_004479675.1	lcl|NZ_RQHC01000013.1_cds_WP_135738068.1_2687	25.225	111	229
WP_004479675.1	lcl|NZ_RQHC01000003.1_cds_WP_135577270.1_1767	27.642	123	229
WP_004479537.1	lcl|NZ_RQHC01000003.1_cds_WP_135577936.1_1258	27.200	125	409
WP_004479635.1	lcl|NZ_RQHC01000003.1_cds_WP_135736687.1_810	31.180	356	367
WP_004479635.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	28.861	395	367
WP_004479635.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	27.016	248	367
WP_004479635.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	23.851	348	367
WP_282973999.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	30.035	283	313
WP_282973999.1	lcl|NZ_RQHC01000003.1_cds_WP_012390182.1_2005	26.848	257	313
WP_282973999.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	23.567	314	313
WP_282973999.1	lcl|NZ_RQHC01000008.1_cds_WP_135737748.1_3370	27.149	221	313
WP_282973999.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	26.693	251	313
WP_282973999.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	22.321	336	313
WP_282973999.1	lcl|NZ_RQHC01000007.1_cds_WP_210415130.1_3043	24.865	185	313
WP_282973999.1	lcl|NZ_RQHC01000003.1_cds_WP_135577455.1_1641	27.907	172	313
WP_004472325.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	24.907	269	311
WP_004472325.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	29.787	188	311
WP_004472325.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	30.303	165	311
WP_004472325.1	lcl|NZ_RQHC01000003.1_cds_WP_012390182.1_2005	26.022	269	311
WP_004472325.1	lcl|NZ_RQHC01000007.1_cds_WP_210415130.1_3043	25.391	256	311
WP_004472325.1	lcl|NZ_RQHC01000010.1_cds_WP_135737779.1_3465	27.333	150	311
WP_004472325.1	lcl|NZ_RQHC01000003.1_cds_WP_135577379.1_1689	27.128	188	311
WP_004472325.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	23.019	265	311
WP_282973997.1	lcl|NZ_RQHC01000010.1_cds_WP_135737790.1_3478	23.770	122	362
WP_282973997.1	lcl|NZ_RQHC01000003.1_cds_WP_135575436.1_189	30.702	114	362
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135736780.1_1005	32.752	516	595
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135577291.1_1743	32.061	524	595
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135737166.1_1807	34.325	437	595
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135736989.1_1454	39.754	244	595
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135736987.1_1452	40.693	231	595
WP_004479548.1	lcl|NZ_RQHC01000012.1_cds_WP_135737910.1_2948	31.557	244	595
WP_004479548.1	lcl|NZ_RQHC01000013.1_cds_WP_135579493.1_2518	26.050	238	595
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135736626.1_688	25.322	233	595
WP_004479548.1	lcl|NZ_RQHC01000003.1_cds_WP_135737030.1_1546	23.551	276	595
WP_004479548.1	lcl|NZ_RQHC01000013.1_cds_WP_135579585.1_2595	32.889	225	595
