WP_004462903.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000340715.1_1055	95.402	87	106
WP_004472299.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000410273.1_1056	92.581	310	319
WP_004472299.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000646250.1_1059	26.667	270	319
WP_004472299.1	lcl|NZ_JAGGCI010000008.1_cds_WP_000744700.1_1443	25.382	327	319
WP_004472299.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000093099.1_1076	53.968	63	319
WP_004472299.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000600889.1_1085	23.118	186	319
WP_004472299.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000723090.1_1138	23.368	291	319
WP_004472299.1	lcl|NZ_JAGGCI010000027.1_cds_WP_001984071.1_2926	21.678	286	319
WP_004472299.1	lcl|NZ_JAGGCI010000006.1_cds_WP_001067557.1_1062	24.012	329	319
WP_004479563.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000604524.1_1057	83.562	365	365
WP_004472170.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000884059.1_1058	94.595	185	185
WP_004472170.1	lcl|NZ_JAGGCI010000003.1_cds_WP_000351733.1_632	39.286	140	185
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000646250.1_1059	93.293	328	329
WP_004479538.1	lcl|NZ_JAGGCI010000008.1_cds_WP_000744700.1_1443	31.429	315	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000600889.1_1085	31.629	313	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000723090.1_1138	29.552	335	329
WP_004479538.1	lcl|NZ_JAGGCI010000027.1_cds_WP_001984071.1_2926	30.945	307	329
WP_004479538.1	lcl|NZ_JAGGCI010000010.1_cds_WP_000649925.1_1653	29.721	323	329
WP_004479538.1	lcl|NZ_JAGGCI010000060.1_cds_WP_000709511.1_3679	29.429	333	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_001067557.1_1062	29.316	307	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000601375.1_1112	25.632	277	329
WP_004479538.1	lcl|NZ_JAGGCI010000027.1_cds_WP_000688695.1_2906	28.720	289	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000475904.1_1121	27.536	276	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000410273.1_1056	27.509	269	329
WP_004479538.1	lcl|NZ_JAGGCI010000007.1_cds_WP_001074785.1_1240	29.779	272	329
WP_004479538.1	lcl|NZ_JAGGCI010000019.1_cds_WP_001003555.1_2493	25.984	254	329
WP_004479538.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000487322.1_1110	27.469	324	329
WP_282974014.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000774262.1_1060	88.764	267	267
WP_282974014.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000859505.1_1109	26.442	208	267
WP_282974014.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000800438.1_1090	26.178	191	267
WP_282974014.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000842260.1_1139	28.421	190	267
WP_282974014.1	lcl|NZ_JAGGCI010000024.1_cds_WP_000667727.1_2785	31.818	110	267
WP_282974014.1	lcl|NZ_JAGGCI010000021.1_cds_WP_000805357.1_2607	37.647	85	267
WP_004472307.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000612797.1_1061	88.386	508	509
WP_004472307.1	lcl|NZ_JAGGCI010000007.1_cds_WP_000291591.1_1316	27.134	328	509
WP_004472307.1	lcl|NZ_JAGGCI010000007.1_cds_WP_000364507.1_1315	28.889	90	509
WP_004472307.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000612797.1_1061	88.386	508	509
WP_004472307.1	lcl|NZ_JAGGCI010000007.1_cds_WP_000291591.1_1316	27.134	328	509
WP_004472307.1	lcl|NZ_JAGGCI010000007.1_cds_WP_000364507.1_1315	28.889	90	509
WP_004479660.1	lcl|NZ_JAGGCI010000006.1_cds_WP_001067557.1_1062	92.424	330	330
WP_004479660.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000646250.1_1059	30.739	257	330
WP_004479660.1	lcl|NZ_JAGGCI010000027.1_cds_WP_001984071.1_2926	25.461	271	330
WP_004479660.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000600889.1_1085	27.068	266	330
WP_004479660.1	lcl|NZ_JAGGCI010000008.1_cds_WP_000744700.1_1443	27.215	316	330
WP_004479660.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000723090.1_1138	25.816	337	330
WP_004479660.1	lcl|NZ_JAGGCI010000019.1_cds_WP_001003555.1_2493	27.572	243	330
WP_004479660.1	lcl|NZ_JAGGCI010000010.1_cds_WP_000649925.1_1653	30.078	256	330
WP_004479660.1	lcl|NZ_JAGGCI010000027.1_cds_WP_000688695.1_2906	26.957	230	330
WP_004479660.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000601375.1_1112	26.182	275	330
WP_004479660.1	lcl|NZ_JAGGCI010000001.1_cds_WP_000457972.1_288	26.562	128	330
WP_004479660.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000487322.1_1110	26.148	283	330
WP_004479660.1	lcl|NZ_JAGGCI010000060.1_cds_WP_000709511.1_3679	30.464	151	330
WP_004472322.1	lcl|NZ_JAGGCI010000006.1_cds_WP_001198107.1_1063	93.169	366	366
WP_004472322.1	lcl|NZ_JAGGCI010000006.1_cds_WP_000608295.1_1064	39.178	365	366
