WP_004462903.1	lcl|NZ_ANMY01000082.1_cds_WP_002614501.1_1842	93.103	87	106
WP_004472299.1	lcl|NZ_ANMY01000082.1_cds_WP_004494857.1_1843	88.854	314	319
WP_004472299.1	lcl|NZ_ANMY01000074.1_cds_WP_002615921.1_1641	25.000	324	319
WP_004472299.1	lcl|NZ_ANMY01000057.1_cds_WP_020781931.1_1315	20.702	285	319
WP_004472299.1	lcl|NZ_ANMY01000057.1_cds_WP_002614506.1_1317	23.348	227	319
WP_004472299.1	lcl|NZ_ANMY01000131.1_cds_WP_016759276.1_2848	23.208	293	319
WP_004472299.1	lcl|NZ_ANMY01000159.1_cds_WP_004495474.1_3392	23.263	331	319
WP_004472170.1	lcl|NZ_ANMY01000121.1_cds_WP_002630958.1_2666	34.247	146	185
WP_004472170.1	lcl|NZ_ANMY01000057.1_cds_WP_004498097.1_1298	35.028	177	185
WP_004479538.1	lcl|NZ_ANMY01000057.1_cds_WP_020781931.1_1315	30.841	321	329
WP_004479538.1	lcl|NZ_ANMY01000131.1_cds_WP_016759276.1_2848	29.341	334	329
WP_004479538.1	lcl|NZ_ANMY01000074.1_cds_WP_002615921.1_1641	29.841	315	329
WP_004479538.1	lcl|NZ_ANMY01000159.1_cds_WP_004495474.1_3392	31.190	311	329
WP_004479538.1	lcl|NZ_ANMY01000057.1_cds_WP_002614506.1_1317	28.947	304	329
WP_004479538.1	lcl|NZ_ANMY01000164.1_cds_WP_004498401.1_3459	29.560	318	329
WP_004479538.1	lcl|NZ_ANMY01000019.1_cds_WP_004495537.1_370	25.970	335	329
WP_004479538.1	lcl|NZ_ANMY01000052.1_cds_WP_004495465.1_1048	28.261	322	329
WP_004479538.1	lcl|NZ_ANMY01000161.1_cds_WP_002619620.1_3416	25.882	340	329
WP_004479538.1	lcl|NZ_ANMY01000082.1_cds_WP_004494857.1_1843	27.273	264	329
WP_004479538.1	lcl|NZ_ANMY01000057.1_cds_WP_002614509.1_1319	27.174	276	329
WP_004479538.1	lcl|NZ_ANMY01000029.1_cds_WP_002614572.1_555	27.698	278	329
WP_004479538.1	lcl|NZ_ANMY01000088.1_cds_WP_004495316.1_1964	27.459	244	329
WP_004479538.1	lcl|NZ_ANMY01000016.1_cds_WP_016760974.1_278	23.636	330	329
WP_282974014.1	lcl|NZ_ANMY01000057.1_cds_WP_020781937.1_1316	26.724	232	267
WP_282974014.1	lcl|NZ_ANMY01000131.1_cds_WP_002620407.1_2849	28.421	190	267
WP_282974014.1	lcl|NZ_ANMY01000014.1_cds_WP_020781397.1_168	37.079	89	267
WP_282974014.1	lcl|NZ_ANMY01000055.1_cds_WP_026054267.1_1197	26.486	185	267
WP_282974014.1	lcl|NZ_ANMY01000019.1_cds_WP_020781492.1_369	27.895	190	267
WP_004472307.1	lcl|NZ_ANMY01000015.1_cds_WP_002617878.1_243	27.302	315	509
WP_004472307.1	lcl|NZ_ANMY01000015.1_cds_WP_020781429.1_242	27.778	90	509
WP_004472307.1	lcl|NZ_ANMY01000015.1_cds_WP_002617878.1_243	27.302	315	509
WP_004472307.1	lcl|NZ_ANMY01000015.1_cds_WP_020781429.1_242	27.778	90	509
WP_004479660.1	lcl|NZ_ANMY01000159.1_cds_WP_004495474.1_3392	27.473	273	330
