WP_004462903.1	lcl|NZ_AFLR01000457.1_cds_WP_000340715.1_360	95.402	87	106
WP_004472299.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	92.581	310	319
WP_004472299.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	26.667	270	319
WP_004472299.1	lcl|NZ_AFLR01000020.1_cds_WP_000093099.1_3644	53.968	63	319
WP_004472299.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	23.368	291	319
WP_004472299.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	24.199	281	319
WP_004472299.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	23.602	161	319
WP_004472299.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	21.678	286	319
WP_004479563.1	lcl|NZ_AFLR01000457.1_cds_WP_000604524.1_358	83.562	365	365
WP_004472170.1	lcl|NZ_AFLR01000457.1_cds_WP_000884059.1_357	94.595	185	185
WP_004472170.1	lcl|NZ_AFLR01000491.1_cds_WP_000351733.1_113	39.286	140	185
WP_004479538.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	93.293	328	329
WP_004479538.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	29.552	335	329
WP_004479538.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	32.558	258	329
WP_004479538.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	30.945	307	329
WP_004479538.1	lcl|NZ_AFLR01000107.1_cds_WP_000649925.1_2892	29.721	323	329
WP_004479538.1	lcl|NZ_AFLR01000194.1_cds_WP_000601375.1_1676	25.632	277	329
WP_004479538.1	lcl|NZ_AFLR01000307.1_cds_WP_000316026.1_839	30.418	263	329
WP_004479538.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	28.218	202	329
WP_004479538.1	lcl|NZ_AFLR01000457.1_cds_WP_001067555.1_353	32.402	179	329
WP_004479538.1	lcl|NZ_AFLR01000094.1_cds_WP_000519466.1_3137	30.918	207	329
WP_004479538.1	lcl|NZ_AFLR01000194.1_cds_WP_000475904.1_1667	27.536	276	329
WP_004479538.1	lcl|NZ_AFLR01000020.1_cds_WP_000600885.1_3653	38.318	107	329
WP_004479538.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	27.509	269	329
WP_004479538.1	lcl|NZ_AFLR01000014.1_cds_WP_001074785.1_3720	29.779	272	329
WP_004479538.1	lcl|NZ_AFLR01000259.1_cds_WP_001003555.1_1324	25.984	254	329
WP_004479538.1	lcl|NZ_AFLR01000194.1_cds_WP_000487322.1_1678	27.469	324	329
