WP_004462903.1	lcl|NZ_NPEH01000251.1_cds_WP_100747355.1_1464	93.103	87	106
WP_004472299.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	79.100	311	319
WP_004472299.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	24.615	325	319
WP_004472299.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	23.656	186	319
WP_004472170.1	lcl|NZ_NPEH01000419.1_cds_WP_100747891.1_2548	35.333	150	185
WP_004479538.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	28.571	315	329
WP_004479538.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	30.982	326	329
WP_004479538.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	27.381	336	329
WP_004479538.1	lcl|NZ_NPEH01000502.1_cds_WP_100748083.1_3015	29.429	333	329
WP_004479538.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	31.624	234	329
WP_004479538.1	lcl|NZ_NPEH01000561.1_cds_WP_100748200.1_3266	26.230	244	329
WP_004479538.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	25.552	317	329
WP_004479538.1	lcl|NZ_NPEH01000150.1_cds_WP_100746862.1_599	24.786	234	329
WP_004479538.1	lcl|NZ_NPEH01000382.1_cds_CH375_RS16375_2328	27.820	266	329
WP_004479538.1	lcl|NZ_NPEH01000432.1_cds_WP_100747930.1_2632	27.426	237	329
WP_282974014.1	lcl|NZ_NPEH01000080.1_cds_WP_100746364.1_4150	28.226	248	267
WP_282974014.1	lcl|NZ_NPEH01000001.1_cds_WP_100745270.1_19	24.615	195	267
WP_282974014.1	lcl|NZ_NPEH01000100.1_cds_CH375_RS25165_76	36.471	85	267
WP_282974014.1	lcl|NZ_NPEH01000066.1_cds_WP_207763178.1_3668	26.178	191	267
WP_004472307.1	lcl|NZ_NPEH01000320.1_cds_WP_243401775.1_1958	30.539	167	509
WP_004472307.1	lcl|NZ_NPEH01000320.1_cds_CH375_RS14880_1957	23.596	178	509
WP_004472307.1	lcl|NZ_NPEH01000320.1_cds_WP_243401775.1_1958	30.539	167	509
WP_004472307.1	lcl|NZ_NPEH01000320.1_cds_CH375_RS14880_1957	23.596	178	509
WP_004479660.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	30.165	242	330
WP_004479660.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	27.174	276	330
WP_004479660.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	31.452	248	330
WP_004479660.1	lcl|NZ_NPEH01000561.1_cds_WP_100748200.1_3266	25.758	198	330
WP_004479660.1	lcl|NZ_NPEH01000927.1_cds_WP_133124612.1_4502	26.613	124	330
WP_004479660.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	26.056	142	330
WP_004479660.1	lcl|NZ_NPEH01000150.1_cds_WP_100746862.1_599	27.869	122	330
WP_004479660.1	lcl|NZ_NPEH01000137.1_cds_CH375_RS09275_462	26.316	133	330
WP_004479660.1	lcl|NZ_NPEH01000206.1_cds_WP_100747156.1_1119	51.515	33	330
WP_004472322.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	34.203	345	366
WP_004472322.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	36.134	238	366
WP_004472322.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	28.457	376	366
WP_004472322.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	31.325	332	366
WP_004472322.1	lcl|NZ_NPEH01000198.1_cds_WP_100747108.1_1016	30.532	357	366
WP_004472322.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	33.478	230	366
WP_004472322.1	lcl|NZ_NPEH01000819.1_cds_WP_100748485.1_4202	29.697	165	366
WP_004472322.1	lcl|NZ_NPEH01000415.1_cds_CH375_RS24205_2527	30.208	96	366
WP_004472364.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	41.923	260	367
WP_004472364.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	34.593	344	367
WP_004472364.1	lcl|NZ_NPEH01000198.1_cds_WP_100747108.1_1016	33.858	381	367
WP_004472364.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	32.203	354	367
WP_004472364.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	31.316	380	367
WP_004472364.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	27.841	352	367
WP_004472364.1	lcl|NZ_NPEH01000819.1_cds_WP_100748485.1_4202	23.926	326	367
WP_004472364.1	lcl|NZ_NPEH01000277.1_cds_WP_100747452.1_1638	30.928	97	367
WP_004470185.1	lcl|NZ_NPEH01000236.1_cds_WP_100747290.1_1352	42.798	243	265
WP_020783869.1	lcl|NZ_NPEH01000364.1_cds_WP_100747739.1_2219	37.171	304	310
WP_020783869.1	lcl|NZ_NPEH01000507.1_cds_WP_100748094.1_3033	30.460	174	310
WP_020783869.1	lcl|NZ_NPEH01000448.1_cds_CH375_RS17770_2716	28.571	133	310
WP_020783869.1	lcl|NZ_NPEH01000364.1_cds_WP_100747739.1_2219	37.171	304	310
WP_020783869.1	lcl|NZ_NPEH01000507.1_cds_WP_100748094.1_3033	30.460	174	310
WP_020783869.1	lcl|NZ_NPEH01000448.1_cds_CH375_RS17770_2716	28.571	133	310
WP_004470037.1	lcl|NZ_NPEH01000043.1_cds_WP_100745978.1_2620	31.250	128	221
WP_004470037.1	lcl|NZ_NPEH01000152.1_cds_WP_100746874.1_616	29.412	102	221
