WP_004462903.1	lcl|NZ_AHMQ02000037.1_cds_WP_000340715.1_378	95.402	87	106
WP_004472299.1	lcl|NZ_AHMQ02000037.1_cds_WP_000410273.1_379	92.581	310	319
WP_004472299.1	lcl|NZ_AHMQ02000037.1_cds_WP_000646253.1_382	27.037	270	319
WP_004472299.1	lcl|NZ_AHMQ02000035.1_cds_WP_000744696.1_551	25.382	327	319
WP_004472299.1	lcl|NZ_AHMQ02000037.1_cds_WP_000723090.1_455	23.368	291	319
WP_004472299.1	lcl|NZ_AHMQ02000037.1_cds_WP_001033107.1_405	22.321	224	319
WP_004472299.1	lcl|NZ_AHMQ02000020.1_cds_WP_001984071.1_2505	21.678	286	319
WP_004472299.1	lcl|NZ_AHMQ02000037.1_cds_WP_001067558.1_385	24.012	329	319
WP_004479563.1	lcl|NZ_AHMQ02000037.1_cds_WP_000604524.1_380	83.562	365	365
WP_004472170.1	lcl|NZ_AHMQ02000037.1_cds_WP_000884060.1_381	94.595	185	185
WP_004472170.1	lcl|NZ_AHMQ02000012.1_cds_WP_000351733.1_3161	39.286	140	185
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_000646253.1_382	93.598	328	329
WP_004479538.1	lcl|NZ_AHMQ02000035.1_cds_WP_000744696.1_551	31.429	315	329
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_000723090.1_455	29.552	335	329
WP_004479538.1	lcl|NZ_AHMQ02000020.1_cds_WP_001984071.1_2505	30.945	307	329
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_000699346.1_396	29.762	336	329
WP_004479538.1	lcl|NZ_AHMQ02000031.1_cds_WP_000649924.1_967	29.721	323	329
WP_004479538.1	lcl|NZ_AHMQ02000020.1_cds_WP_000709511.1_2515	29.429	333	329
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_001067558.1_385	29.642	307	329
WP_004479538.1	lcl|NZ_AHMQ02000020.1_cds_WP_000688696.1_2485	28.720	289	329
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_000475901.1_439	27.132	258	329
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_000410273.1_379	27.509	269	329
WP_004479538.1	lcl|NZ_AHMQ02000024.1_cds_WP_001074783.1_1904	29.044	272	329
WP_004479538.1	lcl|NZ_AHMQ02000037.1_cds_WP_001033107.1_405	26.537	309	329
WP_004479538.1	lcl|NZ_AHMQ02000023.1_cds_WP_001003562.1_2202	25.591	254	329
WP_282974014.1	lcl|NZ_AHMQ02000037.1_cds_WP_000774261.1_383	89.513	267	267
WP_282974014.1	lcl|NZ_AHMQ02000037.1_cds_WP_000842258.1_456	28.042	189	267
WP_282974014.1	lcl|NZ_AHMQ02000022.1_cds_WP_000667727.1_2289	31.818	110	267
WP_282974014.1	lcl|NZ_AHMQ02000040.1_cds_WP_000805357.1_174	37.647	85	267
WP_004472307.1	lcl|NZ_AHMQ02000037.1_cds_WP_000612798.1_384	88.189	508	509
WP_004472307.1	lcl|NZ_AHMQ02000007.1_cds_WP_000291586.1_3372	27.134	328	509
WP_004472307.1	lcl|NZ_AHMQ02000007.1_cds_WP_000364507.1_3371	28.889	90	509
WP_004472307.1	lcl|NZ_AHMQ02000037.1_cds_WP_000612798.1_384	88.189	508	509
WP_004472307.1	lcl|NZ_AHMQ02000007.1_cds_WP_000291586.1_3372	27.134	328	509
WP_004472307.1	lcl|NZ_AHMQ02000007.1_cds_WP_000364507.1_3371	28.889	90	509
WP_004479660.1	lcl|NZ_AHMQ02000037.1_cds_WP_001067558.1_385	91.818	330	330
WP_004479660.1	lcl|NZ_AHMQ02000037.1_cds_WP_000646253.1_382	30.739	257	330
WP_004479660.1	lcl|NZ_AHMQ02000020.1_cds_WP_001984071.1_2505	25.461	271	330
WP_004479660.1	lcl|NZ_AHMQ02000035.1_cds_WP_000744696.1_551	27.215	316	330
WP_004479660.1	lcl|NZ_AHMQ02000037.1_cds_WP_000723090.1_455	25.816	337	330
WP_004479660.1	lcl|NZ_AHMQ02000023.1_cds_WP_001003562.1_2202	27.160	243	330
WP_004479660.1	lcl|NZ_AHMQ02000037.1_cds_WP_000699346.1_396	27.803	223	330
WP_004479660.1	lcl|NZ_AHMQ02000031.1_cds_WP_000649924.1_967	30.078	256	330
WP_004479660.1	lcl|NZ_AHMQ02000020.1_cds_WP_000688696.1_2485	26.957	230	330
WP_004479660.1	lcl|NZ_AHMQ02000003.1_cds_WP_000457974.1_3694	26.562	128	330
WP_004479660.1	lcl|NZ_AHMQ02000020.1_cds_WP_000709511.1_2515	30.464	151	330
WP_004472322.1	lcl|NZ_AHMQ02000022.1_cds_WP_001281954.1_2297	26.913	379	366
WP_004472322.1	lcl|NZ_AHMQ02000037.1_cds_WP_000172654.1_414	30.890	382	366
WP_004472322.1	lcl|NZ_AHMQ02000037.1_cds_WP_000331752.1_409	32.464	345	366
WP_004472322.1	lcl|NZ_AHMQ02000028.1_cds_WP_000538749.1_1280	29.412	357	366
