WP_004462903.1	lcl|NZ_JQRR01000008.1_cds_WP_002614501.1_195	93.103	87	106
WP_004472299.1	lcl|NZ_JQRR01000008.1_cds_WP_004503085.1_194	90.323	310	319
WP_004472299.1	lcl|NZ_JQRR01000008.1_cds_JF91_RS20710_175	58.730	63	319
WP_004472299.1	lcl|NZ_JQRR01000008.1_cds_WP_061217629.1_191	27.126	247	319
WP_004472299.1	lcl|NZ_JQRR01000024.1_cds_WP_002615921.1_861	25.000	324	319
WP_004472299.1	lcl|NZ_JQRR01000065.1_cds_WP_016760841.1_1936	22.867	293	319
WP_004472299.1	lcl|NZ_JQRR01000065.1_cds_WP_004503537.1_1910	21.474	312	319
WP_004472299.1	lcl|NZ_JQRR01000223.1_cds_WP_061222152.1_3718	23.565	331	319
WP_004472299.1	lcl|NZ_JQRR01000088.1_cds_WP_004503074.1_2431	22.018	327	319
WP_004479563.1	lcl|NZ_JQRR01000008.1_cds_WP_061221764.1_193	90.137	365	365
WP_004472170.1	lcl|NZ_JQRR01000008.1_cds_WP_004503080.1_192	95.135	185	185
WP_004472170.1	lcl|NZ_JQRR01000094.1_cds_WP_002630958.1_2509	34.247	146	185
WP_004479538.1	lcl|NZ_JQRR01000008.1_cds_WP_061217629.1_191	92.073	328	329
WP_004479538.1	lcl|NZ_JQRR01000065.1_cds_WP_016760841.1_1936	29.042	334	329
WP_004479538.1	lcl|NZ_JQRR01000024.1_cds_WP_002615921.1_861	29.841	315	329
WP_004479538.1	lcl|NZ_JQRR01000223.1_cds_WP_061222152.1_3718	31.190	311	329
WP_004479538.1	lcl|NZ_JQRR01000035.1_cds_WP_004498401.1_1191	29.560	318	329
WP_004479538.1	lcl|NZ_JQRR01000089.1_cds_WP_004503054.1_2441	29.003	331	329
WP_004479538.1	lcl|NZ_JQRR01000156.1_cds_WP_004495537.1_3378	25.970	335	329
WP_004479538.1	lcl|NZ_JQRR01000076.1_cds_WP_004495465.1_2167	28.261	322	329
WP_004479538.1	lcl|NZ_JQRR01000065.1_cds_WP_004503537.1_1910	24.627	268	329
WP_004479538.1	lcl|NZ_JQRR01000008.1_cds_WP_061221763.1_188	29.642	307	329
WP_004479538.1	lcl|NZ_JQRR01000056.1_cds_WP_002619620.1_1722	25.882	340	329
WP_004479538.1	lcl|NZ_JQRR01000088.1_cds_WP_004503138.1_2429	30.000	270	329
WP_004479538.1	lcl|NZ_JQRR01000088.1_cds_WP_004503074.1_2431	24.922	321	329
WP_004479538.1	lcl|NZ_JQRR01000008.1_cds_WP_004503085.1_194	27.381	252	329
WP_004479538.1	lcl|NZ_JQRR01000065.1_cds_WP_061217843.1_1919	26.642	274	329
WP_004479538.1	lcl|NZ_JQRR01000012.1_cds_WP_002614572.1_380	27.698	278	329
WP_004479538.1	lcl|NZ_JQRR01000073.1_cds_WP_004495316.1_2069	27.459	244	329
WP_004479538.1	lcl|NZ_JQRR01000101.1_cds_WP_016760974.1_2683	23.636	330	329
WP_004479538.1	lcl|NZ_JQRR01000065.1_cds_WP_016759266.1_1908	33.103	145	329
WP_282974014.1	lcl|NZ_JQRR01000008.1_cds_WP_061217628.1_190	88.015	267	267
WP_282974014.1	lcl|NZ_JQRR01000089.1_cds_WP_061222013.1_2452	24.786	234	267
WP_282974014.1	lcl|NZ_JQRR01000065.1_cds_WP_002620407.1_1937	28.421	190	267
WP_282974014.1	lcl|NZ_JQRR01000065.1_cds_WP_004503495.1_1907	27.053	207	267
WP_282974014.1	lcl|NZ_JQRR01000038.1_cds_WP_004496417.1_1301	29.442	197	267
WP_282974014.1	lcl|NZ_JQRR01000015.1_cds_WP_026054267.1_541	26.486	185	267
WP_282974014.1	lcl|NZ_JQRR01000156.1_cds_WP_002556262.1_3379	27.368	190	267
WP_004472307.1	lcl|NZ_JQRR01000008.1_cds_WP_004503040.1_189	87.402	508	509
WP_004472307.1	lcl|NZ_JQRR01000012.1_cds_WP_002617878.1_310	27.302	315	509
WP_004472307.1	lcl|NZ_JQRR01000012.1_cds_WP_016760653.1_311	27.778	90	509
WP_004472307.1	lcl|NZ_JQRR01000008.1_cds_WP_004503040.1_189	87.402	508	509
WP_004472307.1	lcl|NZ_JQRR01000012.1_cds_WP_002617878.1_310	27.302	315	509
WP_004472307.1	lcl|NZ_JQRR01000012.1_cds_WP_016760653.1_311	27.778	90	509
WP_004479660.1	lcl|NZ_JQRR01000008.1_cds_WP_061221763.1_188	93.333	330	330
