WP_004462903.1	lcl|NZ_AFLL01000083.1_cds_WP_000340715.1_2014	95.402	87	106
WP_004472299.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	92.581	310	319
WP_004472299.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	26.667	270	319
WP_004472299.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	25.382	327	319
WP_004472299.1	lcl|NZ_AFLL01000083.1_cds_WP_000093099.1_2035	53.968	63	319
WP_004472299.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	23.118	186	319
WP_004472299.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	23.368	291	319
WP_004472299.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	21.678	286	319
WP_004472299.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	24.012	329	319
WP_004479563.1	lcl|NZ_AFLL01000083.1_cds_WP_000604524.1_2016	83.562	365	365
WP_004472170.1	lcl|NZ_AFLL01000083.1_cds_WP_000884059.1_2017	94.595	185	185
WP_004472170.1	lcl|NZ_AFLL01000244.1_cds_WP_000351733.1_137	39.286	140	185
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	93.293	328	329
WP_004479538.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	31.429	315	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	31.629	313	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	29.552	335	329
WP_004479538.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	30.945	307	329
WP_004479538.1	lcl|NZ_AFLL01000107.1_cds_WP_000649925.1_1463	29.721	323	329
WP_004479538.1	lcl|NZ_AFLL01000228.1_cds_WP_000709511.1_370	29.429	333	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	29.316	307	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000601375.1_2071	25.632	277	329
WP_004479538.1	lcl|NZ_AFLL01000086.1_cds_WP_000688695.1_1959	28.720	289	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000475904.1_2080	27.536	276	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000410273.1_2015	27.509	269	329
WP_004479538.1	lcl|NZ_AFLL01000022.1_cds_WP_001074785.1_3131	29.779	272	329
WP_004479538.1	lcl|NZ_AFLL01000041.1_cds_WP_001003555.1_2638	25.984	254	329
WP_004479538.1	lcl|NZ_AFLL01000083.1_cds_WP_000487322.1_2069	27.469	324	329
WP_282974014.1	lcl|NZ_AFLL01000083.1_cds_WP_000774262.1_2019	88.764	267	267
WP_282974014.1	lcl|NZ_AFLL01000083.1_cds_WP_000859505.1_2068	26.442	208	267
WP_282974014.1	lcl|NZ_AFLL01000083.1_cds_WP_000800438.1_2049	26.178	191	267
WP_282974014.1	lcl|NZ_AFLL01000083.1_cds_WP_000842260.1_2098	28.421	190	267
WP_282974014.1	lcl|NZ_AFLL01000229.1_cds_WP_000667727.1_363	31.818	110	267
WP_282974014.1	lcl|NZ_AFLL01000011.1_cds_WP_000805357.1_3472	37.647	85	267
WP_004472307.1	lcl|NZ_AFLL01000083.1_cds_WP_000612797.1_2020	88.386	508	509
WP_004472307.1	lcl|NZ_AFLL01000109.1_cds_WP_000291591.1_1383	27.134	328	509
WP_004472307.1	lcl|NZ_AFLL01000109.1_cds_WP_000364507.1_1382	28.889	90	509
WP_004472307.1	lcl|NZ_AFLL01000083.1_cds_WP_000612797.1_2020	88.386	508	509
WP_004472307.1	lcl|NZ_AFLL01000109.1_cds_WP_000291591.1_1383	27.134	328	509
WP_004472307.1	lcl|NZ_AFLL01000109.1_cds_WP_000364507.1_1382	28.889	90	509
WP_004479660.1	lcl|NZ_AFLL01000083.1_cds_WP_001067557.1_2021	92.424	330	330
WP_004479660.1	lcl|NZ_AFLL01000083.1_cds_WP_000646250.1_2018	30.739	257	330
WP_004479660.1	lcl|NZ_AFLL01000086.1_cds_WP_001984071.1_1939	25.461	271	330
WP_004479660.1	lcl|NZ_AFLL01000083.1_cds_WP_000600889.1_2044	27.068	266	330
WP_004479660.1	lcl|NZ_AFLL01000099.1_cds_WP_000744700.1_1619	27.215	316	330
WP_004479660.1	lcl|NZ_AFLL01000083.1_cds_WP_000723090.1_2097	25.816	337	330
WP_004479660.1	lcl|NZ_AFLL01000041.1_cds_WP_001003555.1_2638	27.572	243	330
WP_004479660.1	lcl|NZ_AFLL01000107.1_cds_WP_000649925.1_1463	30.078	256	330
