WP_004462903.1	lcl|NZ_AHQZ01000081.1_cds_WP_004753574.1_3049	93.103	87	106
WP_004472299.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766657.1_3048	91.290	310	319
WP_004472299.1	lcl|NZ_AHQZ01000081.1_cds_WP_000646253.1_3045	27.037	270	319
WP_004472299.1	lcl|NZ_AHQZ01000095.1_cds_WP_004753565.1_2457	25.688	327	319
WP_004472299.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766668.1_852	22.867	293	319
WP_004472299.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766696.1_3042	24.620	329	319
WP_004479563.1	lcl|NZ_AHQZ01000081.1_cds_WP_016761675.1_3047	83.562	365	365
WP_004472170.1	lcl|NZ_AHQZ01000081.1_cds_WP_000884059.1_3046	94.595	185	185
WP_004472170.1	lcl|NZ_AHQZ01000082.1_cds_WP_004752075.1_2949	40.000	140	185
WP_004479538.1	lcl|NZ_AHQZ01000081.1_cds_WP_000646253.1_3045	93.598	328	329
WP_004479538.1	lcl|NZ_AHQZ01000095.1_cds_WP_004753565.1_2457	30.794	315	329
WP_004479538.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766668.1_852	29.042	334	329
WP_004479538.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766600.1_1992	32.362	309	329
WP_004479538.1	lcl|NZ_AHQZ01000009.1_cds_WP_004764138.1_3744	30.435	322	329
WP_004479538.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766610.1_2003	29.730	333	329
WP_004479538.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766696.1_3042	29.642	307	329
WP_004479538.1	lcl|NZ_AHQZ01000127.1_cds_WP_004766589.1_2079	27.353	340	329
WP_004479538.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766741.1_835	27.174	276	329
WP_004479538.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766657.1_3048	26.022	269	329
WP_004479538.1	lcl|NZ_AHQZ01000085.1_cds_WP_004766127.1_2823	29.259	270	329
WP_004479538.1	lcl|NZ_AHQZ01000076.1_cds_WP_004765661.1_3169	28.333	180	329
WP_004479538.1	lcl|NZ_AHQZ01000073.1_cds_WP_004766563.1_3290	25.769	260	329
WP_004479538.1	lcl|NZ_AHQZ01000017.1_cds_WP_016761493.1_3592	27.935	247	329
WP_004479538.1	lcl|NZ_AHQZ01000081.1_cds_WP_000378097.1_3025	26.163	172	329
WP_282974014.1	lcl|NZ_AHQZ01000081.1_cds_WP_000774260.1_3044	89.139	267	267
WP_282974014.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766678.1_853	27.513	189	267
WP_282974014.1	lcl|NZ_AHQZ01000093.1_cds_WP_004779324.1_2550	25.397	252	267
WP_282974014.1	lcl|NZ_AHQZ01000071.1_cds_WP_016761591.1_3357	37.647	85	267
WP_004472307.1	lcl|NZ_AHQZ01000081.1_cds_WP_000602734.1_3043	87.795	508	509
WP_004472307.1	lcl|NZ_AHQZ01000210.1_cds_WP_004751764.1_1364	26.786	336	509
WP_004472307.1	lcl|NZ_AHQZ01000210.1_cds_WP_016762136.1_1363	28.889	90	509
WP_004472307.1	lcl|NZ_AHQZ01000092.1_cds_WP_004767076.1_2581	29.752	121	509
WP_004472307.1	lcl|NZ_AHQZ01000081.1_cds_WP_000602734.1_3043	87.795	508	509
WP_004472307.1	lcl|NZ_AHQZ01000210.1_cds_WP_004751764.1_1364	26.786	336	509
WP_004472307.1	lcl|NZ_AHQZ01000210.1_cds_WP_016762136.1_1363	28.889	90	509
WP_004472307.1	lcl|NZ_AHQZ01000092.1_cds_WP_004767076.1_2581	29.752	121	509
WP_004479660.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766696.1_3042	92.121	330	330
WP_004479660.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766600.1_1992	25.461	271	330
WP_004479660.1	lcl|NZ_AHQZ01000081.1_cds_WP_000646253.1_3045	30.739	257	330
WP_004479660.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766668.1_852	26.409	337	330
WP_004479660.1	lcl|NZ_AHQZ01000095.1_cds_WP_004753565.1_2457	27.174	276	330
WP_004479660.1	lcl|NZ_AHQZ01000076.1_cds_WP_004765661.1_3169	26.749	243	330
WP_004479660.1	lcl|NZ_AHQZ01000009.1_cds_WP_004764138.1_3744	30.078	256	330
WP_004479660.1	lcl|NZ_AHQZ01000127.1_cds_WP_004766589.1_2079	26.872	227	330
WP_004479660.1	lcl|NZ_AHQZ01000073.1_cds_WP_004766563.1_3290	27.344	128	330
WP_004479660.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766610.1_2003	30.464	151	330
WP_004472322.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766691.1_3041	93.169	366	366
WP_004472322.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766642.1_3040	39.178	365	366
WP_004472322.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766697.1_846	32.353	340	366
WP_004472322.1	lcl|NZ_AHQZ01000093.1_cds_WP_004754030.1_2544	27.704	379	366
WP_004472322.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766731.1_3024	30.890	382	366
WP_004472322.1	lcl|NZ_AHQZ01000203.1_cds_WP_004767210.1_1516	29.412	357	366
WP_004472322.1	lcl|NZ_AHQZ01000108.1_cds_WP_016761831.1_2264	31.053	190	366
WP_004472364.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766642.1_3040	89.918	367	367
WP_004472364.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766691.1_3041	39.726	365	367
WP_004472364.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766697.1_846	37.982	337	367
WP_004472364.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766731.1_3024	31.978	369	367
WP_004472364.1	lcl|NZ_AHQZ01000203.1_cds_WP_004767210.1_1516	32.075	371	367
WP_004472364.1	lcl|NZ_AHQZ01000093.1_cds_WP_004754030.1_2544	30.079	379	367
WP_004472364.1	lcl|NZ_AHQZ01000108.1_cds_WP_016761831.1_2264	25.138	362	367
WP_004479653.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766692.1_3039	87.316	544	544
WP_004479653.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766692.1_3039	87.316	544	544
WP_004470185.1	lcl|NZ_AHQZ01000081.1_cds_WP_002740998.1_3038	90.189	265	265
WP_004470185.1	lcl|NZ_AHQZ01000258.1_cds_WP_004778714.1_696	42.915	247	265
WP_020783869.1	lcl|NZ_AHQZ01000081.1_cds_WP_016761674.1_3037	91.290	310	310
WP_020783869.1	lcl|NZ_AHQZ01000296.1_cds_WP_000501205.1_442	35.526	304	310
WP_020783869.1	lcl|NZ_AHQZ01000262.1_cds_WP_004765094.1_647	27.303	304	310
WP_020783869.1	lcl|NZ_AHQZ01000133.1_cds_WP_004752420.1_1973	23.664	262	310
WP_020783869.1	lcl|NZ_AHQZ01000081.1_cds_WP_016761674.1_3037	91.290	310	310
WP_020783869.1	lcl|NZ_AHQZ01000296.1_cds_WP_000501205.1_442	35.526	304	310
WP_020783869.1	lcl|NZ_AHQZ01000262.1_cds_WP_004765094.1_647	27.303	304	310
WP_020783869.1	lcl|NZ_AHQZ01000133.1_cds_WP_004752420.1_1973	23.664	262	310
WP_032912997.1	lcl|NZ_AHQZ01000081.1_cds_WP_000479982.1_3036	89.394	264	264
WP_004470135.1	lcl|NZ_AHQZ01000081.1_cds_WP_000715956.1_3035	91.473	129	130
WP_032912999.1	lcl|NZ_AHQZ01000081.1_cds_WP_001088861.1_3034	84.828	145	145
WP_004470037.1	lcl|NZ_AHQZ01000081.1_cds_WP_000517243.1_3033	89.593	221	221
WP_004470037.1	lcl|NZ_AHQZ01000101.1_cds_WP_004764406.1_2350	28.713	101	221
WP_004470037.1	lcl|NZ_AHQZ01000095.1_cds_WP_004764219.1_2486	22.581	93	221
WP_004470188.1	lcl|NZ_AHQZ01000081.1_cds_WP_000611591.1_3032	78.286	175	177
WP_004470188.1	lcl|NZ_AHQZ01000095.1_cds_WP_004764093.1_2492	31.818	132	177
WP_282974009.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766685.1_3031	84.367	403	408
WP_282974009.1	lcl|NZ_AHQZ01000101.1_cds_WP_004764436.1_2349	24.038	208	408
WP_282974009.1	lcl|NZ_AHQZ01000095.1_cds_WP_004764219.1_2486	28.743	167	408
WP_004479640.1	lcl|NZ_AHQZ01000093.1_cds_WP_004754030.1_2544	30.848	389	362
WP_004479640.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766642.1_3040	38.372	258	362
WP_004479640.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766731.1_3024	28.346	381	362
WP_004479640.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766691.1_3041	30.747	348	362
WP_004479640.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766697.1_846	30.795	302	362
