WP_004462903.1	lcl|NZ_JQQI01000044.1_cds_WP_000340715.1_1071	95.402	87	106
WP_004472299.1	lcl|NZ_JQQI01000044.1_cds_WP_000410268.1_1070	90.221	317	319
WP_004472299.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	25.382	327	319
WP_004472299.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	21.377	276	319
WP_004472299.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	23.368	291	319
WP_004472299.1	lcl|NZ_JQQI01000044.1_cds_WP_000567886.1_1015	23.478	230	319
WP_004472299.1	lcl|NZ_JQQI01000134.1_cds_WP_002064390.1_2755	22.093	258	319
WP_004472170.1	lcl|NZ_JQQI01000015.1_cds_WP_000351733.1_379	39.286	140	185
WP_004472170.1	lcl|NZ_JQQI01000044.1_cds_WP_001047906.1_1037	35.028	177	185
WP_004479538.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	30.841	321	329
WP_004479538.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	31.429	315	329
WP_004479538.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	29.552	335	329
WP_004479538.1	lcl|NZ_JQQI01000134.1_cds_WP_002064390.1_2755	30.619	307	329
WP_004479538.1	lcl|NZ_JQQI01000090.1_cds_WP_000649924.1_1979	29.721	323	329
WP_004479538.1	lcl|NZ_JQQI01000044.1_cds_WP_000567886.1_1015	28.618	304	329
WP_004479538.1	lcl|NZ_JQQI01000079.1_cds_WP_000709511.1_1735	29.429	333	329
WP_004479538.1	lcl|NZ_JQQI01000052.1_cds_WP_000688698.1_1174	28.720	289	329
WP_004479538.1	lcl|NZ_JQQI01000044.1_cds_WP_000410268.1_1070	27.046	281	329
WP_004479538.1	lcl|NZ_JQQI01000044.1_cds_WP_002183330.1_1012	26.250	240	329
WP_004479538.1	lcl|NZ_JQQI01000001.1_cds_WP_001074779.1_22	29.412	272	329
WP_004479538.1	lcl|NZ_JQQI01000018.1_cds_WP_002105505.1_496	25.591	254	329
WP_282974014.1	lcl|NZ_JQQI01000044.1_cds_WP_000043899.1_1016	26.293	232	267
WP_282974014.1	lcl|NZ_JQQI01000044.1_cds_WP_000842260.1_994	28.421	190	267
WP_282974014.1	lcl|NZ_JQQI01000102.1_cds_WP_000667727.1_2251	31.818	110	267
WP_282974014.1	lcl|NZ_JQQI01000007.1_cds_WP_000805357.1_130	37.647	85	267
WP_004472307.1	lcl|NZ_JQQI01000013.1_cds_WP_000291581.1_339	27.576	330	509
WP_004472307.1	lcl|NZ_JQQI01000013.1_cds_WP_000364504.1_338	28.889	90	509
WP_004472307.1	lcl|NZ_JQQI01000013.1_cds_WP_000291581.1_339	27.576	330	509
WP_004472307.1	lcl|NZ_JQQI01000013.1_cds_WP_000364504.1_338	28.889	90	509
WP_004479660.1	lcl|NZ_JQQI01000134.1_cds_WP_002064390.1_2755	25.830	271	330
WP_004479660.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	23.358	274	330
WP_004479660.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	27.215	316	330
WP_004479660.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	25.816	337	330
WP_004479660.1	lcl|NZ_JQQI01000018.1_cds_WP_002105505.1_496	26.749	243	330
WP_004479660.1	lcl|NZ_JQQI01000090.1_cds_WP_000649924.1_1979	30.078	256	330
WP_004479660.1	lcl|NZ_JQQI01000052.1_cds_WP_000688698.1_1174	26.087	230	330
